# GAP_VERSION=4.16.0
# SMALLGRP_VERSION=1.5.4
# ORDERS=3,9,27,81,243,729
# EXPECTED_TOTALS=1,2,5,15,67,504
# TOTAL_GROUPS=594
# NEXT_ORDER=2187
# NEXT_ORDER_TOTAL=9310
# NEXT_ORDER_SCANNED=false
# CLIQUE_CUTOFF=8
# TARGET_CLIQUE=9
# SCOPE=finite_SmallGroups_orders_3_through_729_only_order_2187_not_scanned
group_order	group_id	structure	center_order	coset_count	pc_relative_orders	status	witness_vertices	witness_exponents	witness_forward_products	witness_reverse_products	is_ac	centralizer_indices	adjacency_masks
243	28	((C9 x C3) : C3) : C3	3	81	3,3,3,3,3	candidate					false	1,27,9,9,3,27,9,9,9,9,3,27,27,27,27,27,9,9,9,9,9,27,27,27,27,27,27,27,27,27,9,9,9,27,27,27,27,27,27,27,27,27,27,9,9,9,9,27,27,27,27,27,27,27,27,27,27,27,27,9,9,9,27,27,27,27,27,27,27,27,9,9,9,27,27,27,27,27,27,27,27	0,2417851639229258349412316,2417851639229257275341610,2417851639229254052870374,2409583462527021432764450,2417851639229258349412316,2417851639229257275341610,2417851639229257275341610,2417851639229254052870374,2417851639229254052870374,2409583462527021432764450,2417851639228158837782526,2417842415857221494632446,2342293775503344025985022,2417851639229258332618750,2417851639229241169510398,2417851639229257275341610,2416670471068621649869806,2417851639229257275341610,2417851639229254052870374,2417851639229254052870374,2417851639228983469408254,2417851621214859835736062,2115620184325601047347198,2417851639229258332618750,1208925819614629141151742,2408406906263518991876094,2417851639229249625260030,2417851634725658453606398,2417777852252962974334974,2417851639229257275341610,2416670471068621649869806,2417851639229254052870374,2417851639229249625260030,2417851639229241169510398,2417851639224825943162878,2417851638666239676514302,2417851638947645933748222,2417851639228983469408254,2266735911776879946760190,2417851639228158837782526,2417814745738911907053566,2417851639224825943162878,2416670471068621649869806,2410764630687663502916590,2410764630687663502916590,2416670471068621649869806,2417851567030926823129086,2417851638947645933748222,2417851638666239676514302,2417556490198179089743870,2417851600948661516763134,2417851634725658453606398,2417851341991682942959614,2417851621214859835736062,2417851600948661516763134,2417851567030926823129086,2398962029182591692701694,2417851341991682942959614,2416670471068621649869806,2410764630687663502916590,2410764630687663502916590,2417256731732881216372734,2417842415857221494632446,2417685618532594963447806,2417814745738911907053566,2417777852252962974334974,2417685618532594963447806,2417556490198179089743870,2417256731732881216372734,2416670471068621649869806,2410764630687663502916590,2410764630687663502916590,2408406906263518991876094,2398962029182591692701694,1775609797558986600349694,2342293775503344025985022,2266735911776879946760190,2115620184325601047347198,1775609797558986600349694,1208925819614629141151742
243	29	C3 . ((C9 x C3) : C3) = (C9 x C3) . (C3 x C3)	3	81	3,3,3,3,3	candidate					false	1,27,9,9,3,27,9,9,9,9,3,27,27,27,27,27,9,9,9,9,9,27,27,27,27,27,27,27,27,27,9,9,9,27,27,27,27,27,27,27,27,27,27,9,9,9,9,27,27,27,27,27,27,27,27,27,27,27,27,9,9,9,27,27,27,27,27,27,27,27,9,9,9,27,27,27,27,27,27,27,27	0,2417851639229258349412316,2417851639229257275341610,2417851639229254052870374,2409583462527021432764450,2417851639229258349412316,2417851639229257275341610,2417851639229257275341610,2417851639229254052870374,2417851639229254052870374,2409583462527021432764450,2417851639228158837782526,2417842415857221494632446,2342293775503344025985022,2417851639229258332618750,2417851639229241169510398,2417851639229257275341610,2416670471068621649869806,2417851639229257275341610,2417851639229254052870374,2417851639229254052870374,2417851639228983469408254,2417851621214859835736062,2115620184325601047347198,2417851639229258332618750,1208925819614629141151742,2408406906263518991876094,2417851639229249625260030,2417851634725658453606398,2417777852252962974334974,2417851639229257275341610,2416670471068621649869806,2417851639229254052870374,2417851639229249625260030,2417851639229241169510398,2417851639224825943162878,2417851638666239676514302,2417851638947645933748222,2417851639228983469408254,2266735911776879946760190,2417851639228158837782526,2417814745738911907053566,2417851639224825943162878,2416670471068621649869806,2410764630687663502916590,2410764630687663502916590,2416670471068621649869806,2417851567030926823129086,2417851638947645933748222,2417851638666239676514302,2417556490198179089743870,2417851600948661516763134,2417851634725658453606398,2417851341991682942959614,2417851621214859835736062,2417851600948661516763134,2417851567030926823129086,2398962029182591692701694,2417851341991682942959614,2416670471068621649869806,2410764630687663502916590,2410764630687663502916590,2417256731732881216372734,2417842415857221494632446,2417685618532594963447806,2417814745738911907053566,2417777852252962974334974,2417685618532594963447806,2417556490198179089743870,2417256731732881216372734,2416670471068621649869806,2410764630687663502916590,2410764630687663502916590,2408406906263518991876094,2398962029182591692701694,1775609797558986600349694,2342293775503344025985022,2266735911776879946760190,2115620184325601047347198,1775609797558986600349694,1208925819614629141151742
243	30	(C3 . ((C3 x C3) : C3) = (C3 x C3) . (C3 x C3)) : C3	3	81	3,3,3,3,3	candidate					false	1,27,9,9,3,27,9,9,9,9,3,27,27,27,27,27,9,9,9,9,9,27,27,27,27,27,27,27,27,27,9,9,9,27,27,27,27,27,27,27,27,27,27,9,9,9,9,27,27,27,27,27,27,27,27,27,27,27,27,9,9,9,27,27,27,27,27,27,27,27,9,9,9,27,27,27,27,27,27,27,27	0,2417851639229258349412316,2417851639229257275341610,2417851639229254052870374,2409583462527021432764450,2417851639229258349412316,2417851639229257275341610,2417851639229257275341610,2417851639229254052870374,2417851639229254052870374,2409583462527021432764450,2417851639228158837782526,2417842415857221494632446,2342293775503344025985022,2417851639229258332618750,2417851639229241169510398,2417851639229257275341610,2416670471068621649869806,2417851639229257275341610,2417851639229254052870374,2417851639229254052870374,2417851639228983469408254,2417851621214859835736062,2115620184325601047347198,2417851639229258332618750,1208925819614629141151742,2408406906263518991876094,2417851639229249625260030,2417851634725658453606398,2417777852252962974334974,2417851639229257275341610,2416670471068621649869806,2417851639229254052870374,2417851639229249625260030,2417851639229241169510398,2417851639224825943162878,2417851638666239676514302,2417851638947645933748222,2417851639228983469408254,2266735911776879946760190,2417851639228158837782526,2417814745738911907053566,2417851639224825943162878,2416670471068621649869806,2410764630687663502916590,2410764630687663502916590,2416670471068621649869806,2417851567030926823129086,2417851638947645933748222,2417851638666239676514302,2417556490198179089743870,2417851600948661516763134,2417851634725658453606398,2417851341991682942959614,2417851621214859835736062,2417851600948661516763134,2417851567030926823129086,2398962029182591692701694,2417851341991682942959614,2416670471068621649869806,2410764630687663502916590,2410764630687663502916590,2417256731732881216372734,2417842415857221494632446,2417685618532594963447806,2417814745738911907053566,2417777852252962974334974,2417685618532594963447806,2417556490198179089743870,2417256731732881216372734,2416670471068621649869806,2410764630687663502916590,2410764630687663502916590,2408406906263518991876094,2398962029182591692701694,1775609797558986600349694,2342293775503344025985022,2266735911776879946760190,2115620184325601047347198,1775609797558986600349694,1208925819614629141151742
243	31	C9 x C9 x C3	243	1	3,3,3,3,3	candidate					true	1	0
243	32	C3 x ((C9 x C3) : C3)	27	9	3,3,3,3,3	candidate					true	1,3,3,3,3,3,3,3,3	0,500,490,500,490,414,414,126,126
243	33	C3 x (C9 : C9)	27	9	3,3,3,3,3	candidate					true	1,3,3,3,3,3,3,3,3	0,500,490,500,490,414,414,126,126
243	34	(C9 x C3) : C9	27	9	3,3,3,3,3	candidate					true	1,3,3,3,3,3,3,3,3	0,500,490,500,490,414,414,126,126
243	35	C9 x ((C3 x C3) : C3)	27	9	3,3,3,3,3	candidate					true	1,3,3,3,3,3,3,3,3	0,500,490,500,490,414,414,126,126
243	36	C9 x (C9 : C3)	27	9	3,3,3,3,3	candidate					true	1,3,3,3,3,3,3,3,3	0,500,490,500,490,414,414,126,126
243	37	(C3 x C3) : ((C3 x C3) : C3)	9	27	3,3,3,3,3	candidate					true	1,9,3,3,9,3,3,3,9,9,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9	0,134217708,134210322,134210322,134217708,134210322,134210322,134210322,134209278,134184446,134210322,134210322,134210322,134209278,134070270,134184446,133627902,134070270,129761278,133627902,116391934,123731966,129761278,123731966,116391934,33554430,33554430
243	38	(C3 x C3) : (C9 : C3)	9	27	3,3,3,3,3	candidate					true	1,9,3,3,9,3,3,3,9,9,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9	0,134217708,134210322,134210322,134217708,134210322,134210322,134210322,134209278,134184446,134210322,134210322,134210322,134209278,134070270,134184446,133627902,134070270,129761278,133627902,116391934,123731966,129761278,123731966,116391934,33554430,33554430
243	39	C9 : ((C3 x C3) : C3)	9	27	3,3,3,3,3	candidate					true	1,9,3,3,9,3,3,3,9,9,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9	0,134217708,134210322,134210322,134217708,134210322,134210322,134210322,134209278,134184446,134210322,134210322,134210322,134209278,134070270,134184446,133627902,134070270,129761278,133627902,116391934,123731966,129761278,123731966,116391934,33554430,33554430
243	40	((C9 x C3) : C3) : C3	9	27	3,3,3,3,3	candidate					true	1,9,3,3,9,3,3,3,9,9,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9	0,134217708,134210322,134210322,134217708,134210322,134210322,134210322,134209278,134184446,134210322,134210322,134210322,134209278,134070270,134184446,133627902,134070270,129761278,133627902,116391934,123731966,129761278,123731966,116391934,33554430,33554430
243	41	C9 : (C9 : C3)	9	27	3,3,3,3,3	candidate					true	1,9,3,3,9,3,3,3,9,9,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9	0,134217708,134210322,134210322,134217708,134210322,134210322,134210322,134209278,134184446,134210322,134210322,134210322,134209278,134070270,134184446,133627902,134070270,129761278,133627902,116391934,123731966,129761278,123731966,116391934,33554430,33554430
243	42	(C9 : C9) : C3	9	27	3,3,3,3,3	candidate					true	1,9,3,3,9,3,3,3,9,9,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9	0,134217708,134210322,134210322,134217708,134210322,134210322,134210322,134209278,134184446,134210322,134210322,134210322,134209278,134070270,134184446,133627902,134070270,129761278,133627902,116391934,123731966,129761278,123731966,116391934,33554430,33554430
243	43	C9 : (C9 : C3)	9	27	3,3,3,3,3	candidate					true	1,9,3,3,9,3,3,3,9,9,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9	0,134217708,134210322,134210322,134217708,134210322,134210322,134210322,134209278,134184446,134210322,134210322,134210322,134209278,134070270,134184446,133627902,134070270,129761278,133627902,116391934,123731966,129761278,123731966,116391934,33554430,33554430
243	44	(C9 : C9) : C3	9	27	3,3,3,3,3	candidate					true	1,9,3,3,9,3,3,3,9,9,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9	0,134217708,134210322,134210322,134217708,134210322,134210322,134210322,134209278,134184446,134210322,134210322,134210322,134209278,134070270,134184446,133627902,134070270,129761278,133627902,116391934,123731966,129761278,123731966,116391934,33554430,33554430
243	45	(C9 : C9) : C3	9	27	3,3,3,3,3	candidate					true	1,9,3,3,9,3,3,3,9,9,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9	0,134217708,134210322,134210322,134217708,134210322,134210322,134210322,134209278,134184446,134210322,134210322,134210322,134209278,134070270,134184446,133627902,134070270,129761278,133627902,116391934,123731966,129761278,123731966,116391934,33554430,33554430
243	46	(C9 : C9) : C3	9	27	3,3,3,3,3	candidate					true	1,9,3,3,9,3,3,3,9,9,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9	0,134217708,134210322,134210322,134217708,134210322,134210322,134210322,134209278,134184446,134210322,134210322,134210322,134209278,134070270,134184446,133627902,134070270,129761278,133627902,116391934,123731966,129761278,123731966,116391934,33554430,33554430
243	47	C9 : (C9 : C3)	9	27	3,3,3,3,3	candidate					true	1,9,3,3,9,3,3,3,9,9,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9	0,134217708,134210322,134210322,134217708,134210322,134210322,134210322,134209278,134184446,134210322,134210322,134210322,134209278,134070270,134184446,133627902,134070270,129761278,133627902,116391934,123731966,129761278,123731966,116391934,33554430,33554430
243	48	C27 x C3 x C3	243	1	3,3,3,3,3	candidate					true	1	0
243	49	C3 x (C27 : C3)	27	9	3,3,3,3,3	candidate					true	1,3,3,3,3,3,3,3,3	0,500,490,500,490,414,414,126,126
243	50	(C27 : C3) : C3	27	9	3,3,3,3,3	candidate					true	1,3,3,3,3,3,3,3,3	0,500,490,500,490,414,414,126,126
243	51	C3 x ((C3 x C3 x C3) : C3)	9	27	3,3,3,3,3	candidate					true	1,9,3,3,9,3,3,3,9,9,9,3,3,9,9,9,3,9,9,9,9,9,9,9,9,9,9	0,134217708,134145810,134145810,134217708,134145810,134145810,134145810,133693182,134209022,134085630,134145810,134145810,134209022,130007038,67076094,134145810,134085630,131858430,133693182,99614718,131858430,130007038,109051902,109051902,99614718,67076094
243	52	C3 x ((C9 x C3) : C3)	9	27	3,3,3,3,3	candidate					true	1,9,3,3,9,3,3,3,9,9,9,3,3,9,9,9,3,9,9,9,9,9,9,9,9,9,9	0,134217708,134145810,134145810,134217708,134145810,134145810,134145810,133693182,134209022,134085630,134145810,134145810,134209022,130007038,67076094,134145810,134085630,131858430,133693182,99614718,131858430,130007038,109051902,109051902,99614718,67076094
243	53	C3 x ((C9 x C3) : C3)	9	27	3,3,3,3,3	candidate					true	1,9,3,3,9,3,3,3,9,9,9,3,3,9,9,9,3,9,9,9,9,9,9,9,9,9,9	0,134217708,134145810,134145810,134217708,134145810,134145810,134145810,133693182,134209022,134085630,134145810,134145810,134209022,130007038,67076094,134145810,134085630,131858430,133693182,99614718,131858430,130007038,109051902,109051902,99614718,67076094
243	54	C3 x (C3 . ((C3 x C3) : C3) = (C3 x C3) . (C3 x C3))	9	27	3,3,3,3,3	candidate					true	1,9,3,3,9,3,3,3,9,9,9,3,3,9,9,9,3,9,9,9,9,9,9,9,9,9,9	0,134217708,134145810,134145810,134217708,134145810,134145810,134145810,133693182,134209022,134085630,134145810,134145810,134209022,130007038,67076094,134145810,134085630,131858430,133693182,99614718,131858430,130007038,109051902,109051902,99614718,67076094
243	55	(C3 . ((C3 x C3) : C3) = (C3 x C3) . (C3 x C3)) : C3	9	27	3,3,3,3,3	candidate					true	1,9,3,3,9,3,3,3,9,9,9,3,3,9,9,9,3,9,9,9,9,9,9,9,9,9,9	0,134217708,134145810,134145810,134217708,134145810,134145810,134145810,133693182,134209022,134085630,134145810,134145810,134209022,130007038,67076094,134145810,134085630,131858430,133693182,99614718,131858430,130007038,109051902,109051902,99614718,67076094
243	56	(C9 : C3) : (C3 x C3)	3	81	3,3,3,3,3	candidate					false	1,9,9,3,3,9,9,9,9,3,3,3,9,9,9,9,9,9,9,9,9,3,3,9,9,9,9,9,9,9,9,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9	0,2417851639229258332560788,2417851639229257811228266,2407521443685805047206276,2285625125441354686787682,2417851639229258332560788,2417851639229258332560788,2417851639229257811228266,2417851639229257811228266,2407521443685805047206276,1358602692936219037262310,2285625125441354686787682,2417814744615135827979262,2417851639229258332560788,2417850189070178321383422,2417850189070178321383422,2417851639229258332560788,2417556491041487059811830,2417851639229257811228266,2398962137229399256725486,2417851639229257811228266,1201805655624389815644646,1201805655624389815644646,2417850189070178321383422,2417851639229258332560788,2417814744615135827979262,2115546395027126855138302,1201819211460232429436926,2417556491041487059811830,2417851639229257811228266,2398962137229399256725486,1358602692936219037262310,2417814744615135827979262,2115546395027126855138302,2417556491041487059811830,2407816591873578507435510,2417814744615135827979262,2417839533552497898553342,2417839533552497898553342,2417839533552497898553342,2417556491041487059811830,2407816591873578507435510,2398962137229399256725486,2304514627441216471431150,2304514627441216471431150,2398962137229399256725486,2115546395027126855138302,1660944831752468764294142,2417556491041487059811830,2407816591873578507435510,2417814744615135827979262,2115546395027126855138302,1660944831752468764294142,2417850189070178321383422,2407816591873578507435510,2398962137229399256725486,2304514627441216471431150,2304514627441216471431150,2417850189070178321383422,2417839533552497898553342,2417850189070178321383422,2417839533552497898553342,1201819211460232429436926,2417839533552497898553342,1201819211460232429436926,2417814744615135827979262,2115546395027126855138302,1660944831752468764294142,2417556491041487059811830,2407816591873578507435510,1660944831752468764294142,1201819211460232429436926,1201819211460232429436926,2407816591873578507435510,2398962137229399256725486,2304514627441216471431150,2304514627441216471431150,1660944831752468764294142,2115546395027126855138302,1660944831752468764294142,1201819211460232429436926
243	57	(C9 : C3) : (C3 x C3)	3	81	3,3,3,3,3	candidate					false	1,9,9,3,3,9,9,9,9,3,3,3,9,9,9,9,9,9,9,9,9,3,3,9,9,9,9,9,9,9,9,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9	0,2417851639229258332560788,2417851639229257811228266,2407521443685805047206276,2285625125441354686787682,2417851639229258332560788,2417851639229258332560788,2417851639229257811228266,2417851639229257811228266,2407521443685805047206276,1358602692936219037262310,2285625125441354686787682,2417814744615135827979262,2417851639229258332560788,2417850189070178321383422,2417850189070178321383422,2417851639229258332560788,2417556491041487059811830,2417851639229257811228266,2398962137229399256725486,2417851639229257811228266,1201805655624389815644646,1201805655624389815644646,2417850189070178321383422,2417851639229258332560788,2417814744615135827979262,2115546395027126855138302,1201819211460232429436926,2417556491041487059811830,2417851639229257811228266,2398962137229399256725486,1358602692936219037262310,2417814744615135827979262,2115546395027126855138302,2417556491041487059811830,2407816591873578507435510,2417814744615135827979262,2417839533552497898553342,2417839533552497898553342,2417839533552497898553342,2417556491041487059811830,2407816591873578507435510,2398962137229399256725486,2304514627441216471431150,2304514627441216471431150,2398962137229399256725486,2115546395027126855138302,1660944831752468764294142,2417556491041487059811830,2407816591873578507435510,2417814744615135827979262,2115546395027126855138302,1660944831752468764294142,2417850189070178321383422,2407816591873578507435510,2398962137229399256725486,2304514627441216471431150,2304514627441216471431150,2417850189070178321383422,2417839533552497898553342,2417850189070178321383422,2417839533552497898553342,1201819211460232429436926,2417839533552497898553342,1201819211460232429436926,2417814744615135827979262,2115546395027126855138302,1660944831752468764294142,2417556491041487059811830,2407816591873578507435510,1660944831752468764294142,1201819211460232429436926,1201819211460232429436926,2407816591873578507435510,2398962137229399256725486,2304514627441216471431150,2304514627441216471431150,1660944831752468764294142,2115546395027126855138302,1660944831752468764294142,1201819211460232429436926
243	58	((C3 x C3) : C3) : (C3 x C3)	3	81	3,3,3,3,3	candidate					false	1,9,9,3,3,9,9,9,9,3,3,3,9,9,9,9,9,9,9,9,9,3,3,9,9,9,9,9,9,9,9,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9	0,2417851639229258332560788,2417851639229257811228266,2407521443685805047206276,2285625125441354686787682,2417851639229258332560788,2417851639229258332560788,2417851639229257811228266,2417851639229257811228266,2407521443685805047206276,1358602692936219037262310,2285625125441354686787682,2417814744615135827979262,2417851639229258332560788,2417850189070178321383422,2417850189070178321383422,2417851639229258332560788,2417556491041487059811830,2417851639229257811228266,2398962137229399256725486,2417851639229257811228266,1201805655624389815644646,1201805655624389815644646,2417850189070178321383422,2417851639229258332560788,2417814744615135827979262,2115546395027126855138302,1201819211460232429436926,2417556491041487059811830,2417851639229257811228266,2398962137229399256725486,1358602692936219037262310,2417814744615135827979262,2115546395027126855138302,2417556491041487059811830,2407816591873578507435510,2417814744615135827979262,2417839533552497898553342,2417839533552497898553342,2417839533552497898553342,2417556491041487059811830,2407816591873578507435510,2398962137229399256725486,2304514627441216471431150,2304514627441216471431150,2398962137229399256725486,2115546395027126855138302,1660944831752468764294142,2417556491041487059811830,2407816591873578507435510,2417814744615135827979262,2115546395027126855138302,1660944831752468764294142,2417850189070178321383422,2407816591873578507435510,2398962137229399256725486,2304514627441216471431150,2304514627441216471431150,2417850189070178321383422,2417839533552497898553342,2417850189070178321383422,2417839533552497898553342,1201819211460232429436926,2417839533552497898553342,1201819211460232429436926,2417814744615135827979262,2115546395027126855138302,1660944831752468764294142,2417556491041487059811830,2407816591873578507435510,1660944831752468764294142,1201819211460232429436926,1201819211460232429436926,2407816591873578507435510,2398962137229399256725486,2304514627441216471431150,2304514627441216471431150,1660944831752468764294142,2115546395027126855138302,1660944831752468764294142,1201819211460232429436926
243	59	(C3 . ((C3 x C3) : C3) = (C3 x C3) . (C3 x C3)) : C3	3	81	3,3,3,3,3	candidate					false	1,9,9,3,3,9,9,9,9,3,3,3,9,9,9,9,9,9,9,9,9,3,3,9,9,9,9,9,9,9,9,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9	0,2417851639229258332560788,2417851639229257811228266,2407521443685805047206276,2285625125441354686787682,2417851639229258332560788,2417851639229258332560788,2417851639229257811228266,2417851639229257811228266,2407521443685805047206276,1358602692936219037262310,2285625125441354686787682,2417814744615135827979262,2417851639229258332560788,2417850189070178321383422,2417850189070178321383422,2417851639229258332560788,2417556491041487059811830,2417851639229257811228266,2398962137229399256725486,2417851639229257811228266,1201805655624389815644646,1201805655624389815644646,2417850189070178321383422,2417851639229258332560788,2417814744615135827979262,2115546395027126855138302,1201819211460232429436926,2417556491041487059811830,2417851639229257811228266,2398962137229399256725486,1358602692936219037262310,2417814744615135827979262,2115546395027126855138302,2417556491041487059811830,2407816591873578507435510,2417814744615135827979262,2417839533552497898553342,2417839533552497898553342,2417839533552497898553342,2417556491041487059811830,2407816591873578507435510,2398962137229399256725486,2304514627441216471431150,2304514627441216471431150,2398962137229399256725486,2115546395027126855138302,1660944831752468764294142,2417556491041487059811830,2407816591873578507435510,2417814744615135827979262,2115546395027126855138302,1660944831752468764294142,2417850189070178321383422,2407816591873578507435510,2398962137229399256725486,2304514627441216471431150,2304514627441216471431150,2417850189070178321383422,2417839533552497898553342,2417850189070178321383422,2417839533552497898553342,1201819211460232429436926,2417839533552497898553342,1201819211460232429436926,2417814744615135827979262,2115546395027126855138302,1660944831752468764294142,2417556491041487059811830,2407816591873578507435510,1660944831752468764294142,1201819211460232429436926,1201819211460232429436926,2407816591873578507435510,2398962137229399256725486,2304514627441216471431150,2304514627441216471431150,1660944831752468764294142,2115546395027126855138302,1660944831752468764294142,1201819211460232429436926
243	60	(C3 . ((C3 x C3) : C3) = (C3 x C3) . (C3 x C3)) : C3	3	81	3,3,3,3,3	candidate					false	1,9,9,3,3,9,9,9,9,3,3,3,9,9,9,9,9,9,9,9,9,3,3,9,9,9,9,9,9,9,9,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9	0,2417851639229258332560788,2417851639229257811228266,2407521443685805047206276,2285625125441354686787682,2417851639229258332560788,2417851639229258332560788,2417851639229257811228266,2417851639229257811228266,2407521443685805047206276,1358602692936219037262310,2285625125441354686787682,2417814744615135827979262,2417851639229258332560788,2417850189070178321383422,2417850189070178321383422,2417851639229258332560788,2417556491041487059811830,2417851639229257811228266,2398962137229399256725486,2417851639229257811228266,1201805655624389815644646,1201805655624389815644646,2417850189070178321383422,2417851639229258332560788,2417814744615135827979262,2115546395027126855138302,1201819211460232429436926,2417556491041487059811830,2417851639229257811228266,2398962137229399256725486,1358602692936219037262310,2417814744615135827979262,2115546395027126855138302,2417556491041487059811830,2407816591873578507435510,2417814744615135827979262,2417839533552497898553342,2417839533552497898553342,2417839533552497898553342,2417556491041487059811830,2407816591873578507435510,2398962137229399256725486,2304514627441216471431150,2304514627441216471431150,2398962137229399256725486,2115546395027126855138302,1660944831752468764294142,2417556491041487059811830,2407816591873578507435510,2417814744615135827979262,2115546395027126855138302,1660944831752468764294142,2417850189070178321383422,2407816591873578507435510,2398962137229399256725486,2304514627441216471431150,2304514627441216471431150,2417850189070178321383422,2417839533552497898553342,2417850189070178321383422,2417839533552497898553342,1201819211460232429436926,2417839533552497898553342,1201819211460232429436926,2417814744615135827979262,2115546395027126855138302,1660944831752468764294142,2417556491041487059811830,2407816591873578507435510,1660944831752468764294142,1201819211460232429436926,1201819211460232429436926,2407816591873578507435510,2398962137229399256725486,2304514627441216471431150,2304514627441216471431150,1660944831752468764294142,2115546395027126855138302,1660944831752468764294142,1201819211460232429436926
243	61	C9 x C3 x C3 x C3	243	1	3,3,3,3,3	candidate					true	1	0
243	62	C3 x C3 x ((C3 x C3) : C3)	27	9	3,3,3,3,3	candidate					true	1,3,3,3,3,3,3,3,3	0,500,490,500,490,414,414,126,126
243	63	C3 x C3 x (C9 : C3)	27	9	3,3,3,3,3	candidate					true	1,3,3,3,3,3,3,3,3	0,500,490,500,490,414,414,126,126
243	64	C3 x ((C9 x C3) : C3)	27	9	3,3,3,3,3	candidate					true	1,3,3,3,3,3,3,3,3	0,500,490,500,490,414,414,126,126
243	65	((C3 x C3) : C3) : (C3 x C3)	3	81	3,3,3,3,3	candidate					false	1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3	0,1423565647909878595497364,1780128796113884984047146,2417500849297492745331076,2413715532275948242137186,1423565647909878595497364,2398962170545072928296208,1780128796113884984047146,792974713596033625663082,2417500849297492745331076,604227656395509906010598,2413715532275948242137186,1013526249935330766466196,1765131785293398032932798,1013526249935330766466196,1187645710685530360536566,2266735875701907390092872,2001636779280989396268974,2266735875701907390092872,1818110879718820928803302,1818110879718820928803302,2035339352973375969417918,2398962170545072928296208,2359686649041411903126492,2410393361795678225137342,1807316831690134766727034,1203566745034512507535324,1619527207184993707982194,792974713596033625663082,1661239372277517987448814,604227656395509906010598,2410393361795678225137342,1203566745034512507535324,1765131785293398032932798,2359686649041411903126492,2034041437920007040797694,442562605848118532045758,1187645710685530360536566,2221539287256492790185462,2035339352973375969417918,2358152095898831377398586,442562605848118532045758,659643450563657887874874,1869369966386201137164286,2028825796723548945874166,2221539287256492790185462,2001636779280989396268974,1054121607607615666247598,1054121607607615666247598,1175190615140028691347404,2254301201854877960973178,2358152095898831377398586,2028825796723548945874166,1792167758930688685890806,2254301201854877960973178,2034041437920007040797694,1159311929975347112939262,2369328679695747501252440,821350006204016541695346,1175190615140028691347404,1394127577441556154513356,2380954498216019426781166,2256898416641291593972444,547599883459411050441470,1619527207184993707982194,821350006204016541695346,2256898416641291593972444,218528191738218230569816,1792167758930688685890806,1661239372277517987448814,2380954498216019426781166,1394127577441556154513356,1807316831690134766727034,2369328679695747501252440,659643450563657887874874,1159311929975347112939262,1263047084940876136709852,1869369966386201137164286,1263047084940876136709852,218528191738218230569816,547599883459411050441470
