# GAP_VERSION=4.16.0
# SMALLGRP_VERSION=1.5.4
# MAX_Q_ORDER=81
# IDENTITY=|Q_wedge_Q|=|M(Q)|*|Q'|
# NO_SCHUR_COVER_CONSTRUCTED=true
q_order	q_id	structure	q_abelian	q_elementary_abelian	q_exponent	q_derived_order	q_center_order	multiplier_order	multiplier_invariants	multiplier_generator_count	exterior_order	about_exterior_structure	runtime_ms
64	199	D8 : (C4 x C2)	false	false	4	2	4	32	2,2,2,2,2	5	64	extension_of_Qprime_by_multiplier	10
64	200	(C2 x Q8) : C4	false	false	4	2	4	32	2,2,2,2,2	5	64	extension_of_Qprime_by_multiplier	7
64	201	Q8 : (C4 x C2)	false	false	4	2	4	32	2,2,2,2,2	5	64	extension_of_Qprime_by_multiplier	13
64	202	C2 x ((C2 x C2 x C2 x C2) : C2)	false	false	4	4	8	128	2,2,2,2,2,2,2	7	512	extension_of_Qprime_by_multiplier	7
64	203	C2 x ((C4 x C2 x C2) : C2)	false	false	4	4	8	64	2,2,2,2,2,2	6	256	extension_of_Qprime_by_multiplier	10
64	204	C2 x ((C2 x Q8) : C2)	false	false	4	4	8	32	2,2,2,2,2	5	128	extension_of_Qprime_by_multiplier	9
64	205	C2 x ((C4 x C2 x C2) : C2)	false	false	4	4	8	32	2,2,2,2,2	5	128	extension_of_Qprime_by_multiplier	5
64	206	(C2 x C2) : ((C4 x C2) : C2)	false	false	4	4	8	32	2,2,2,2,2	5	128	extension_of_Qprime_by_multiplier	5
64	207	C2 x ((C4 x C4) : C2)	false	false	4	4	8	64	2,2,2,2,4	5	256	extension_of_Qprime_by_multiplier	6
64	208	C2 x ((C2 x C2) . (C2 x C2 x C2))	false	false	4	4	8	16	2,2,2,2	4	64	extension_of_Qprime_by_multiplier	7
64	209	C2 x ((C4 x C4) : C2)	false	false	4	4	8	16	2,2,2,2	4	64	extension_of_Qprime_by_multiplier	8
64	210	((C4 x C4) : C2) : C2	false	false	4	4	8	16	2,2,2,2	4	64	extension_of_Qprime_by_multiplier	7
64	211	C2 x ((C4 x C4) : C2)	false	false	4	4	8	128	2,2,2,2,2,4	6	512	extension_of_Qprime_by_multiplier	7
64	212	C2 x (C4 : Q8)	false	false	4	4	8	32	2,2,2,2,2	5	128	extension_of_Qprime_by_multiplier	6
64	213	C4 : ((C4 x C2) : C2)	false	false	4	4	8	32	2,2,2,2,2	5	128	extension_of_Qprime_by_multiplier	6
64	214	(C4 x C2) : Q8	false	false	4	4	8	16	2,2,2,2	4	64	extension_of_Qprime_by_multiplier	10
64	215	(C2 x C2 x C2) : D8	false	false	4	4	4	32	2,2,2,2,2	5	128	extension_of_Qprime_by_multiplier	9
64	216	(C4 x C2) : D8	false	false	4	4	4	64	2,2,2,2,4	5	256	extension_of_Qprime_by_multiplier	9
64	217	((C2 x Q8) : C2) : C2	false	false	4	4	4	32	2,2,2,2,2	5	128	extension_of_Qprime_by_multiplier	12
64	218	(C4 x C2) : D8	false	false	4	4	4	32	2,2,2,2,2	5	128	extension_of_Qprime_by_multiplier	11
64	219	(C2 x Q8) : (C2 x C2)	false	false	4	4	4	16	2,2,2,2	4	64	extension_of_Qprime_by_multiplier	6
64	220	((C4 x C4) : C2) : C2	false	false	4	4	4	16	2,2,2,2	4	64	extension_of_Qprime_by_multiplier	9
64	221	((C4 x C2 x C2) : C2) : C2	false	false	4	4	4	16	2,2,2,2	4	64	extension_of_Qprime_by_multiplier	10
64	222	((C2 x C2) . (C2 x C2 x C2)) : C2	false	false	4	4	4	16	2,2,2,2	4	64	extension_of_Qprime_by_multiplier	7
64	223	((C2 x Q8) : C2) : C2	false	false	4	4	4	16	2,2,2,2	4	64	extension_of_Qprime_by_multiplier	12
64	224	(C2 x C2 x C2) : Q8	false	false	4	4	4	16	2,2,2,2	4	64	extension_of_Qprime_by_multiplier	9
64	225	(C4 x C2) : Q8	false	false	4	4	4	16	2,2,2,2	4	64	extension_of_Qprime_by_multiplier	10
64	226	D8 x D8	false	false	4	4	4	64	2,2,2,2,2,2	6	256	extension_of_Qprime_by_multiplier	11
64	227	D8 : D8	false	false	4	4	4	32	2,2,2,2,2	5	128	extension_of_Qprime_by_multiplier	11
64	228	D8 : D8	false	false	4	4	4	32	2,2,2,2,2	5	128	extension_of_Qprime_by_multiplier	9
64	229	Q8 : D8	false	false	4	4	4	32	2,2,2,2,2	5	128	extension_of_Qprime_by_multiplier	11
64	230	Q8 x D8	false	false	4	4	4	32	2,2,2,2,2	5	128	extension_of_Qprime_by_multiplier	9
64	231	Q8 : D8	false	false	4	4	4	32	2,2,2,2,2	5	128	extension_of_Qprime_by_multiplier	9
64	232	(C4 : C4) : (C2 x C2)	false	false	4	4	4	16	2,2,2,2	4	64	extension_of_Qprime_by_multiplier	8
64	233	((C4 x C4) : C2) : C2	false	false	4	4	4	16	2,2,2,2	4	64	extension_of_Qprime_by_multiplier	7
64	234	((C4 x C4) : C2) : C2	false	false	4	4	4	16	2,2,2,2	4	64	extension_of_Qprime_by_multiplier	7
64	235	D8 : Q8	false	false	4	4	4	16	2,2,2,2	4	64	extension_of_Qprime_by_multiplier	7
64	236	((C4 x C4) : C2) : C2	false	false	4	4	4	32	2,2,2,4	4	128	extension_of_Qprime_by_multiplier	9
64	237	((C4 x C4) : C2) : C2	false	false	4	4	4	16	2,2,2,2	4	64	extension_of_Qprime_by_multiplier	10
64	238	Q8 : Q8	false	false	4	4	4	16	2,2,2,2	4	64	extension_of_Qprime_by_multiplier	11
64	239	Q8 x Q8	false	false	4	4	4	16	2,2,2,2	4	64	extension_of_Qprime_by_multiplier	7
64	240	((C4 x C2 x C2) : C2) : C2	false	false	4	4	4	16	2,2,2,2	4	64	extension_of_Qprime_by_multiplier	17
64	241	(C4 : C4) : (C2 x C2)	false	false	4	4	4	16	2,2,2,2	4	64	extension_of_Qprime_by_multiplier	17
64	242	((C4 x C2) : C2) : (C2 x C2)	false	false	4	4	4	64	2,2,4,4	4	256	extension_of_Qprime_by_multiplier	18
64	243	((C2 x C2) . (C2 x C2 x C2)) : C2	false	false	4	4	4	16	2,2,2,2	4	64	extension_of_Qprime_by_multiplier	8
64	244	((C4 x C4) : C2) : C2	false	false	4	4	4	16	2,2,2,2	4	64	extension_of_Qprime_by_multiplier	14
64	245	(C2 x C2) . (C2 x C2 x C2 x C2)	false	false	4	4	4	16	2,2,2,2	4	64	extension_of_Qprime_by_multiplier	12
64	246	C8 x C2 x C2 x C2	true	false	8	1	64	64	2,2,2,2,2,2	6	64	multiplier_is_exact_exterior_structure	5
64	247	C2 x C2 x (C8 : C2)	false	false	8	2	16	32	2,2,2,2,2	5	64	extension_of_Qprime_by_multiplier	9
64	248	C2 x ((C8 x C2) : C2)	false	false	8	2	16	32	2,2,2,2,2	5	64	extension_of_Qprime_by_multiplier	8
64	249	(C8 x C2) : (C2 x C2)	false	false	8	2	4	32	2,2,2,2,2	5	64	extension_of_Qprime_by_multiplier	7
64	250	C2 x C2 x D16	false	false	8	4	8	64	2,2,2,2,2,2	6	256	extension_of_Qprime_by_multiplier	9
64	251	C2 x C2 x QD16	false	false	8	4	8	32	2,2,2,2,2	5	128	extension_of_Qprime_by_multiplier	7
64	252	C2 x C2 x Q16	false	false	8	4	8	32	2,2,2,2,2	5	128	extension_of_Qprime_by_multiplier	7
64	253	C2 x ((C8 x C2) : C2)	false	false	8	4	8	32	2,2,2,2,2	5	128	extension_of_Qprime_by_multiplier	12
64	254	C2 x (C8 : (C2 x C2))	false	false	8	4	4	32	2,2,2,2,2	5	128	extension_of_Qprime_by_multiplier	9
64	255	C2 x ((C2 x Q8) : C2)	false	false	8	4	4	32	2,2,2,2,2	5	128	extension_of_Qprime_by_multiplier	11
64	256	QD16 : (C2 x C2)	false	false	8	4	4	32	2,2,2,2,2	5	128	extension_of_Qprime_by_multiplier	7
64	257	Q16 : (C2 x C2)	false	false	8	4	2	32	2,2,2,2,2	5	128	extension_of_Qprime_by_multiplier	9
64	258	QD16 : (C2 x C2)	false	false	8	4	2	32	2,2,2,2,2	5	128	extension_of_Qprime_by_multiplier	13
64	259	(C2 x Q16) : C2	false	false	8	4	2	32	2,2,2,2,2	5	128	extension_of_Qprime_by_multiplier	15
64	260	C4 x C2 x C2 x C2 x C2	true	false	4	1	64	1024	2,2,2,2,2,2,2,2,2,2	10	1024	multiplier_is_exact_exterior_structure	7
64	261	C2 x C2 x C2 x D8	false	false	4	2	16	1024	2,2,2,2,2,2,2,2,2,2	10	2048	extension_of_Qprime_by_multiplier	7
64	262	C2 x C2 x C2 x Q8	false	false	4	2	16	512	2,2,2,2,2,2,2,2,2	9	1024	extension_of_Qprime_by_multiplier	7
64	263	C2 x C2 x ((C4 x C2) : C2)	false	false	4	2	16	512	2,2,2,2,2,2,2,2,2	9	1024	extension_of_Qprime_by_multiplier	11
64	264	C2 x ((C2 x C2 x C2) : (C2 x C2))	false	false	4	2	4	512	2,2,2,2,2,2,2,2,2	9	1024	extension_of_Qprime_by_multiplier	9
64	265	C2 x ((C2 x Q8) : C2)	false	false	4	2	4	512	2,2,2,2,2,2,2,2,2	9	1024	extension_of_Qprime_by_multiplier	7
64	266	((C4 x C2) : C2) : (C2 x C2)	false	false	4	2	4	512	2,2,2,2,2,2,2,2,2	9	1024	extension_of_Qprime_by_multiplier	8
64	267	C2 x C2 x C2 x C2 x C2 x C2	true	true	2	1	64	32768	2,2,2,2,2,2,2,2,2,2,2,2,2,2,2	15	32768	multiplier_is_exact_exterior_structure	16
65	1	C65	true	false	65	1	65	1		0	1	multiplier_is_exact_exterior_structure	1
66	1	C11 x S3	false	false	66	3	11	1		0	3	extension_of_Qprime_by_multiplier	1
66	2	C3 x D22	false	false	66	11	3	1		0	11	extension_of_Qprime_by_multiplier	3
66	3	D66	false	false	66	33	1	1		0	33	extension_of_Qprime_by_multiplier	3
66	4	C66	true	false	66	1	66	1		0	1	multiplier_is_exact_exterior_structure	2
67	1	C67	true	true	67	1	67	1		0	1	multiplier_is_exact_exterior_structure	1
68	1	C17 : C4	false	false	68	17	2	1		0	17	extension_of_Qprime_by_multiplier	9
68	2	C68	true	false	68	1	68	1		0	1	multiplier_is_exact_exterior_structure	3
68	3	C17 : C4	false	false	68	17	1	1		0	17	extension_of_Qprime_by_multiplier	15
68	4	D68	false	false	34	17	2	2	2	1	34	extension_of_Qprime_by_multiplier	6
68	5	C34 x C2	true	false	34	1	68	2	2	1	2	multiplier_is_exact_exterior_structure	3
69	1	C69	true	false	69	1	69	1		0	1	multiplier_is_exact_exterior_structure	1
70	1	C7 x D10	false	false	70	5	7	1		0	5	extension_of_Qprime_by_multiplier	2
70	2	C5 x D14	false	false	70	7	5	1		0	7	extension_of_Qprime_by_multiplier	3
70	3	D70	false	false	70	35	1	1		0	35	extension_of_Qprime_by_multiplier	2
70	4	C70	true	false	70	1	70	1		0	1	multiplier_is_exact_exterior_structure	2
71	1	C71	true	true	71	1	71	1		0	1	multiplier_is_exact_exterior_structure	1
72	1	C9 : C8	false	false	72	9	4	1		0	9	extension_of_Qprime_by_multiplier	6
72	2	C72	true	false	72	1	72	1		0	1	multiplier_is_exact_exterior_structure	5
72	3	Q8 : C9	false	false	36	8	6	1		0	8	extension_of_Qprime_by_multiplier	3
72	4	C9 : Q8	false	false	36	18	2	1		0	18	extension_of_Qprime_by_multiplier	10
72	5	C4 x D18	false	false	36	9	4	2	2	1	18	extension_of_Qprime_by_multiplier	5
72	6	D72	false	false	36	18	2	2	2	1	36	extension_of_Qprime_by_multiplier	8
72	7	C2 x (C9 : C4)	false	false	36	9	4	2	2	1	18	extension_of_Qprime_by_multiplier	3
72	8	(C18 x C2) : C2	false	false	36	18	2	2	2	1	36	extension_of_Qprime_by_multiplier	4
72	9	C36 x C2	true	false	36	1	72	2	2	1	2	multiplier_is_exact_exterior_structure	4
72	10	C9 x D8	false	false	36	2	18	2	2	1	4	extension_of_Qprime_by_multiplier	4
72	11	C9 x Q8	false	false	36	2	18	1		0	2	extension_of_Qprime_by_multiplier	4
72	12	C3 x (C3 : C8)	false	false	24	3	12	1		0	3	extension_of_Qprime_by_multiplier	2
72	13	(C3 x C3) : C8	false	false	24	9	4	3	3	1	27	extension_of_Qprime_by_multiplier	6
72	14	C24 x C3	true	false	24	1	72	3	3	1	3	multiplier_is_exact_exterior_structure	11
72	15	((C2 x C2) : C9) : C2	false	false	36	36	1	2	2	1	72	extension_of_Qprime_by_multiplier	3
72	16	C2 x ((C2 x C2) : C9)	false	false	18	4	6	2	2	1	8	extension_of_Qprime_by_multiplier	4
72	17	C2 x C2 x D18	false	false	18	9	4	8	2,2,2	3	72	extension_of_Qprime_by_multiplier	5
72	18	C18 x C2 x C2	true	false	18	1	72	8	2,2,2	3	8	multiplier_is_exact_exterior_structure	3
72	19	(C3 x C3) : C8	false	false	24	9	2	3	3	1	27	extension_of_Qprime_by_multiplier	11
72	20	(C3 : C4) x S3	false	false	12	9	2	2	2	1	18	extension_of_Qprime_by_multiplier	13
72	21	(C3 x C3) : (C4 x C2)	false	false	12	9	2	2	2	1	18	extension_of_Qprime_by_multiplier	3
72	22	(C6 x S3) : C2	false	false	12	18	2	2	2	1	36	extension_of_Qprime_by_multiplier	3
72	23	(C6 x S3) : C2	false	false	12	18	2	2	2	1	36	extension_of_Qprime_by_multiplier	4
72	24	(C3 x C3) : Q8	false	false	12	18	2	1		0	18	extension_of_Qprime_by_multiplier	7
72	25	C3 x SL(2,3)	false	false	12	8	6	3	3	1	24	extension_of_Qprime_by_multiplier	7
72	26	C3 x (C3 : Q8)	false	false	12	6	6	1		0	6	extension_of_Qprime_by_multiplier	4
72	27	C12 x S3	false	false	12	3	12	2	2	1	6	extension_of_Qprime_by_multiplier	3
72	28	C3 x D24	false	false	12	6	6	2	2	1	12	extension_of_Qprime_by_multiplier	5
72	29	C6 x (C3 : C4)	false	false	12	3	12	2	2	1	6	extension_of_Qprime_by_multiplier	3
72	30	C3 x ((C6 x C2) : C2)	false	false	12	6	6	2	2	1	12	extension_of_Qprime_by_multiplier	4
72	31	(C3 x C3) : Q8	false	false	12	18	2	3	3	1	54	extension_of_Qprime_by_multiplier	7
72	32	C4 x ((C3 x C3) : C2)	false	false	12	9	4	6	2,3	2	54	extension_of_Qprime_by_multiplier	7
72	33	(C12 x C3) : C2	false	false	12	18	2	6	2,3	2	108	extension_of_Qprime_by_multiplier	4
72	34	C2 x ((C3 x C3) : C4)	false	false	12	9	4	6	2,3	2	54	extension_of_Qprime_by_multiplier	7
72	35	(C6 x C6) : C2	false	false	12	18	2	6	2,3	2	108	extension_of_Qprime_by_multiplier	3
72	36	C12 x C6	true	false	12	1	72	6	2,3	2	6	multiplier_is_exact_exterior_structure	11
72	37	C3 x C3 x D8	false	false	12	2	18	6	2,3	2	12	extension_of_Qprime_by_multiplier	3
72	38	C3 x C3 x Q8	false	false	12	2	18	3	3	1	6	extension_of_Qprime_by_multiplier	3
72	39	(C3 x C3) : C8	false	false	24	9	1	1		0	9	extension_of_Qprime_by_multiplier	5
72	40	(S3 x S3) : C2	false	false	12	18	1	2	2	1	36	extension_of_Qprime_by_multiplier	3
72	41	(C3 x C3) : Q8	false	false	12	18	1	3	3	1	54	extension_of_Qprime_by_multiplier	11
72	42	C3 x S4	false	false	12	12	3	2	2	1	24	extension_of_Qprime_by_multiplier	3
72	43	(C3 x A4) : C2	false	false	12	36	1	6	2,3	2	216	extension_of_Qprime_by_multiplier	6
72	44	A4 x S3	false	false	6	12	1	2	2	1	24	extension_of_Qprime_by_multiplier	8
72	45	C2 x ((C3 x C3) : C4)	false	false	12	9	2	6	2,3	2	54	extension_of_Qprime_by_multiplier	15
72	46	C2 x S3 x S3	false	false	6	9	2	8	2,2,2	3	72	extension_of_Qprime_by_multiplier	5
72	47	C6 x A4	false	false	6	4	6	6	2,3	2	24	extension_of_Qprime_by_multiplier	3
72	48	C2 x C6 x S3	false	false	6	3	12	8	2,2,2	3	24	extension_of_Qprime_by_multiplier	3
72	49	C2 x C2 x ((C3 x C3) : C2)	false	false	6	9	4	24	2,2,2,3	4	216	extension_of_Qprime_by_multiplier	7
72	50	C6 x C6 x C2	true	false	6	1	72	24	2,2,2,3	4	24	multiplier_is_exact_exterior_structure	4
73	1	C73	true	true	73	1	73	1		0	1	multiplier_is_exact_exterior_structure	1
74	1	D74	false	false	74	37	1	1		0	37	extension_of_Qprime_by_multiplier	141
74	2	C74	true	false	74	1	74	1		0	1	multiplier_is_exact_exterior_structure	1
75	1	C75	true	false	75	1	75	1		0	1	multiplier_is_exact_exterior_structure	2
75	2	(C5 x C5) : C3	false	false	15	25	1	5	5	1	125	extension_of_Qprime_by_multiplier	7
75	3	C15 x C5	true	false	15	1	75	5	5	1	5	multiplier_is_exact_exterior_structure	2
76	1	C19 : C4	false	false	76	19	2	1		0	19	extension_of_Qprime_by_multiplier	14
76	2	C76	true	false	76	1	76	1		0	1	multiplier_is_exact_exterior_structure	2
76	3	D76	false	false	38	19	2	2	2	1	38	extension_of_Qprime_by_multiplier	9
76	4	C38 x C2	true	false	38	1	76	2	2	1	2	multiplier_is_exact_exterior_structure	4
77	1	C77	true	false	77	1	77	1		0	1	multiplier_is_exact_exterior_structure	2
78	1	C13 : C6	false	false	78	13	1	1		0	13	extension_of_Qprime_by_multiplier	3
78	2	C2 x (C13 : C3)	false	false	78	13	2	1		0	13	extension_of_Qprime_by_multiplier	2
78	3	C13 x S3	false	false	78	3	13	1		0	3	extension_of_Qprime_by_multiplier	1
78	4	C3 x D26	false	false	78	13	3	1		0	13	extension_of_Qprime_by_multiplier	3
78	5	D78	false	false	78	39	1	1		0	39	extension_of_Qprime_by_multiplier	1
78	6	C78	true	false	78	1	78	1		0	1	multiplier_is_exact_exterior_structure	1
79	1	C79	true	true	79	1	79	1		0	1	multiplier_is_exact_exterior_structure	1
80	1	C5 : C16	false	false	80	5	8	1		0	5	extension_of_Qprime_by_multiplier	2
80	2	C80	true	false	80	1	80	1		0	1	multiplier_is_exact_exterior_structure	3
80	3	C5 : C16	false	false	80	5	4	1		0	5	extension_of_Qprime_by_multiplier	4
80	4	C8 x D10	false	false	40	5	8	2	2	1	10	extension_of_Qprime_by_multiplier	8
80	5	C40 : C2	false	false	40	10	4	1		0	10	extension_of_Qprime_by_multiplier	4
80	6	C40 : C2	false	false	40	20	2	1		0	20	extension_of_Qprime_by_multiplier	3
80	7	D80	false	false	40	20	2	2	2	1	40	extension_of_Qprime_by_multiplier	3
80	8	C5 : Q16	false	false	40	20	2	1		0	20	extension_of_Qprime_by_multiplier	4
80	9	C2 x (C5 : C8)	false	false	40	5	8	2	2	1	10	extension_of_Qprime_by_multiplier	3
80	10	(C5 : C8) : C2	false	false	40	10	4	1		0	10	extension_of_Qprime_by_multiplier	5
80	11	C4 x (C5 : C4)	false	false	20	5	8	4	4	1	20	extension_of_Qprime_by_multiplier	5
80	12	(C5 : C4) : C4	false	false	20	10	4	2	2	1	20	extension_of_Qprime_by_multiplier	7
80	13	C20 : C4	false	false	20	10	4	2	2	1	20	extension_of_Qprime_by_multiplier	4
80	14	(C20 x C2) : C2	false	false	20	10	4	4	2,2	2	40	extension_of_Qprime_by_multiplier	3
80	15	(C5 x D8) : C2	false	false	40	20	2	2	2	1	40	extension_of_Qprime_by_multiplier	3
80	16	(C5 : Q8) : C2	false	false	40	20	2	1		0	20	extension_of_Qprime_by_multiplier	3
80	17	(C5 x Q8) : C2	false	false	40	20	2	1		0	20	extension_of_Qprime_by_multiplier	3
80	18	C5 : Q16	false	false	40	20	2	1		0	20	extension_of_Qprime_by_multiplier	3
80	19	(C10 x C2) : C4	false	false	20	10	4	4	2,2	2	40	extension_of_Qprime_by_multiplier	4
80	20	C20 x C4	true	false	20	1	80	4	4	1	4	multiplier_is_exact_exterior_structure	10
80	21	C5 x ((C4 x C2) : C2)	false	false	20	2	20	4	2,2	2	8	extension_of_Qprime_by_multiplier	7
80	22	C5 x (C4 : C4)	false	false	20	2	20	2	2	1	4	extension_of_Qprime_by_multiplier	4
80	23	C40 x C2	true	false	40	1	80	2	2	1	2	multiplier_is_exact_exterior_structure	4
80	24	C5 x (C8 : C2)	false	false	40	2	20	1		0	2	extension_of_Qprime_by_multiplier	11
80	25	C5 x D16	false	false	40	4	10	2	2	1	8	extension_of_Qprime_by_multiplier	3
80	26	C5 x QD16	false	false	40	4	10	1		0	4	extension_of_Qprime_by_multiplier	3
80	27	C5 x Q16	false	false	40	4	10	1		0	4	extension_of_Qprime_by_multiplier	3
80	28	C5 : (C8 x C2)	false	false	40	5	4	2	2	1	10	extension_of_Qprime_by_multiplier	2
80	29	(C5 : C8) : C2	false	false	40	10	2	1		0	10	extension_of_Qprime_by_multiplier	6
80	30	C4 x (C5 : C4)	false	false	20	5	4	4	4	1	20	extension_of_Qprime_by_multiplier	8
80	31	C20 : C4	false	false	20	10	2	2	2	1	20	extension_of_Qprime_by_multiplier	3
80	32	C2 x (C5 : C8)	false	false	40	5	4	2	2	1	10	extension_of_Qprime_by_multiplier	5
80	33	(C5 : C8) : C2	false	false	40	10	2	1		0	10	extension_of_Qprime_by_multiplier	5
80	34	(C10 x C2) : C4	false	false	20	10	2	4	2,2	2	40	extension_of_Qprime_by_multiplier	4
80	35	C2 x (C5 : Q8)	false	false	20	10	4	4	2,2	2	40	extension_of_Qprime_by_multiplier	3
80	36	C2 x C4 x D10	false	false	20	5	8	8	2,2,2	3	40	extension_of_Qprime_by_multiplier	8
80	37	C2 x D40	false	false	20	10	4	8	2,2,2	3	80	extension_of_Qprime_by_multiplier	4
80	38	(C20 x C2) : C2	false	false	20	10	4	4	2,2	2	40	extension_of_Qprime_by_multiplier	4
80	39	D8 x D10	false	false	20	10	2	8	2,2,2	3	80	extension_of_Qprime_by_multiplier	5
80	40	(C4 x D10) : C2	false	false	20	10	2	4	2,2	2	40	extension_of_Qprime_by_multiplier	7
80	41	Q8 x D10	false	false	20	10	2	4	2,2	2	40	extension_of_Qprime_by_multiplier	3
80	42	(C4 x D10) : C2	false	false	20	10	2	4	2,2	2	40	extension_of_Qprime_by_multiplier	6
80	43	C2 x C2 x (C5 : C4)	false	false	20	5	8	8	2,2,2	3	40	extension_of_Qprime_by_multiplier	3
80	44	C2 x ((C10 x C2) : C2)	false	false	20	10	4	8	2,2,2	3	80	extension_of_Qprime_by_multiplier	4
80	45	C20 x C2 x C2	true	false	20	1	80	8	2,2,2	3	8	multiplier_is_exact_exterior_structure	6
80	46	C10 x D8	false	false	20	2	20	8	2,2,2	3	16	extension_of_Qprime_by_multiplier	8
80	47	C10 x Q8	false	false	20	2	20	4	2,2	2	8	extension_of_Qprime_by_multiplier	7
80	48	C5 x ((C4 x C2) : C2)	false	false	20	2	20	4	2,2	2	8	extension_of_Qprime_by_multiplier	11
80	49	(C2 x C2 x C2 x C2) : C5	false	false	10	16	1	4	2,2	2	64	extension_of_Qprime_by_multiplier	21
80	50	C2 x C2 x (C5 : C4)	false	false	20	5	4	8	2,2,2	3	40	extension_of_Qprime_by_multiplier	4
80	51	C2 x C2 x C2 x D10	false	false	10	5	8	64	2,2,2,2,2,2	6	320	extension_of_Qprime_by_multiplier	6
80	52	C10 x C2 x C2 x C2	true	false	10	1	80	64	2,2,2,2,2,2	6	64	multiplier_is_exact_exterior_structure	8
81	1	C81	true	false	81	1	81	1		0	1	multiplier_is_exact_exterior_structure	2
81	2	C9 x C9	true	false	9	1	81	9	9	1	9	multiplier_is_exact_exterior_structure	3
81	3	(C9 x C3) : C3	false	false	9	3	9	9	3,3	2	27	extension_of_Qprime_by_multiplier	3
81	4	C9 : C9	false	false	9	3	9	3	3	1	9	extension_of_Qprime_by_multiplier	4
81	5	C27 x C3	true	false	27	1	81	3	3	1	3	multiplier_is_exact_exterior_structure	4
81	6	C27 : C3	false	false	27	3	9	1		0	3	extension_of_Qprime_by_multiplier	6
81	7	(C3 x C3 x C3) : C3	false	false	9	9	3	3	3	1	27	extension_of_Qprime_by_multiplier	17
81	8	(C9 x C3) : C3	false	false	9	9	3	3	3	1	27	extension_of_Qprime_by_multiplier	8
81	9	(C9 x C3) : C3	false	false	9	9	3	9	3,3	2	81	extension_of_Qprime_by_multiplier	6
81	10	C3 . ((C3 x C3) : C3) = (C3 x C3) . (C3 x C3)	false	false	9	9	3	3	3	1	27	extension_of_Qprime_by_multiplier	6
81	11	C9 x C3 x C3	true	false	9	1	81	27	3,3,3	3	27	multiplier_is_exact_exterior_structure	6
81	12	C3 x ((C3 x C3) : C3)	false	false	3	3	9	81	3,3,3,3	4	243	extension_of_Qprime_by_multiplier	10
81	13	C3 x (C9 : C3)	false	false	9	3	9	9	3,3	2	27	extension_of_Qprime_by_multiplier	3
81	14	(C9 x C3) : C3	false	false	9	3	9	9	3,3	2	27	extension_of_Qprime_by_multiplier	2
81	15	C3 x C3 x C3 x C3	true	true	3	1	81	729	3,3,3,3,3,3	6	729	multiplier_is_exact_exterior_structure	6
