# GAP_VERSION=4.16.0
# SMALLGRP_VERSION=1.5.4
# MAX_Q_ORDER=81
# IDENTITY=|Q_wedge_Q|=|M(Q)|*|Q'|
# NO_SCHUR_COVER_CONSTRUCTED=true
q_order	q_id	structure	q_abelian	q_elementary_abelian	q_exponent	q_derived_order	q_center_order	multiplier_order	multiplier_invariants	multiplier_generator_count	exterior_order	about_exterior_structure	runtime_ms
54	9	C18 x C3	true	false	18	1	54	3	3	1	3	multiplier_is_exact_exterior_structure	2
54	10	C2 x ((C3 x C3) : C3)	false	false	6	3	6	9	3,3	2	27	extension_of_Qprime_by_multiplier	4
54	11	C2 x (C9 : C3)	false	false	18	3	6	1		0	3	extension_of_Qprime_by_multiplier	3
54	12	C3 x C3 x S3	false	false	6	3	9	3	3	1	9	extension_of_Qprime_by_multiplier	3
54	13	C3 x ((C3 x C3) : C2)	false	false	6	9	3	3	3	1	27	extension_of_Qprime_by_multiplier	4
54	14	(C3 x C3 x C3) : C2	false	false	6	27	1	27	3,3,3	3	729	extension_of_Qprime_by_multiplier	4
54	15	C6 x C3 x C3	true	false	6	1	54	27	3,3,3	3	27	multiplier_is_exact_exterior_structure	4
55	1	C11 : C5	false	false	55	11	1	1		0	11	extension_of_Qprime_by_multiplier	4
55	2	C55	true	false	55	1	55	1		0	1	multiplier_is_exact_exterior_structure	2
56	1	C7 : C8	false	false	56	7	4	1		0	7	extension_of_Qprime_by_multiplier	3
56	2	C56	true	false	56	1	56	1		0	1	multiplier_is_exact_exterior_structure	2
56	3	C7 : Q8	false	false	28	14	2	1		0	14	extension_of_Qprime_by_multiplier	3
56	4	C4 x D14	false	false	28	7	4	2	2	1	14	extension_of_Qprime_by_multiplier	2
56	5	D56	false	false	28	14	2	2	2	1	28	extension_of_Qprime_by_multiplier	3
56	6	C2 x (C7 : C4)	false	false	28	7	4	2	2	1	14	extension_of_Qprime_by_multiplier	8
56	7	(C14 x C2) : C2	false	false	28	14	2	2	2	1	28	extension_of_Qprime_by_multiplier	2
56	8	C28 x C2	true	false	28	1	56	2	2	1	2	multiplier_is_exact_exterior_structure	4
56	9	C7 x D8	false	false	28	2	14	2	2	1	4	extension_of_Qprime_by_multiplier	4
56	10	C7 x Q8	false	false	28	2	14	1		0	2	extension_of_Qprime_by_multiplier	2
56	11	(C2 x C2 x C2) : C7	false	false	14	8	1	1		0	8	extension_of_Qprime_by_multiplier	2
56	12	C2 x C2 x D14	false	false	14	7	4	8	2,2,2	3	56	extension_of_Qprime_by_multiplier	2
56	13	C14 x C2 x C2	true	false	14	1	56	8	2,2,2	3	8	multiplier_is_exact_exterior_structure	3
57	1	C19 : C3	false	false	57	19	1	1		0	19	extension_of_Qprime_by_multiplier	1
57	2	C57	true	false	57	1	57	1		0	1	multiplier_is_exact_exterior_structure	1
58	1	D58	false	false	58	29	1	1		0	29	extension_of_Qprime_by_multiplier	41
58	2	C58	true	false	58	1	58	1		0	1	multiplier_is_exact_exterior_structure	1
59	1	C59	true	true	59	1	59	1		0	1	multiplier_is_exact_exterior_structure	0
60	1	C5 x (C3 : C4)	false	false	60	3	10	1		0	3	extension_of_Qprime_by_multiplier	3
60	2	C3 x (C5 : C4)	false	false	60	5	6	1		0	5	extension_of_Qprime_by_multiplier	2
60	3	C15 : C4	false	false	60	15	2	1		0	15	extension_of_Qprime_by_multiplier	3
60	4	C60	true	false	60	1	60	1		0	1	multiplier_is_exact_exterior_structure	7
60	5	A5	false	false	30	60	1	2	2	1	120	extension_of_Qprime_by_multiplier	1
60	6	C3 x (C5 : C4)	false	false	60	5	3	1		0	5	extension_of_Qprime_by_multiplier	1
60	7	C15 : C4	false	false	60	15	1	1		0	15	extension_of_Qprime_by_multiplier	2
60	8	S3 x D10	false	false	30	15	1	2	2	1	30	extension_of_Qprime_by_multiplier	3
60	9	C5 x A4	false	false	30	4	5	2	2	1	8	extension_of_Qprime_by_multiplier	5
60	10	C6 x D10	false	false	30	5	6	2	2	1	10	extension_of_Qprime_by_multiplier	4
60	11	C10 x S3	false	false	30	3	10	2	2	1	6	extension_of_Qprime_by_multiplier	5
60	12	D60	false	false	30	15	2	2	2	1	30	extension_of_Qprime_by_multiplier	5
60	13	C30 x C2	true	false	30	1	60	2	2	1	2	multiplier_is_exact_exterior_structure	4
61	1	C61	true	true	61	1	61	1		0	1	multiplier_is_exact_exterior_structure	1
62	1	D62	false	false	62	31	1	1		0	31	extension_of_Qprime_by_multiplier	73
62	2	C62	true	false	62	1	62	1		0	1	multiplier_is_exact_exterior_structure	2
63	1	C7 : C9	false	false	63	7	3	1		0	7	extension_of_Qprime_by_multiplier	5
63	2	C63	true	false	63	1	63	1		0	1	multiplier_is_exact_exterior_structure	3
63	3	C3 x (C7 : C3)	false	false	21	7	3	3	3	1	21	extension_of_Qprime_by_multiplier	3
63	4	C21 x C3	true	false	21	1	63	3	3	1	3	multiplier_is_exact_exterior_structure	2
64	1	C64	true	false	64	1	64	1		0	1	multiplier_is_exact_exterior_structure	4
64	2	C8 x C8	true	false	8	1	64	8	8	1	8	multiplier_is_exact_exterior_structure	12
64	3	C8 : C8	false	false	8	2	16	4	4	1	8	extension_of_Qprime_by_multiplier	5
64	4	(C2 x C2 x C2) : C8	false	false	8	4	4	4	2,2	2	16	extension_of_Qprime_by_multiplier	5
64	5	(C4 x C2) : C8	false	false	8	4	4	4	2,2	2	16	extension_of_Qprime_by_multiplier	5
64	6	D8 : C8	false	false	8	4	8	4	2,2	2	16	extension_of_Qprime_by_multiplier	5
64	7	Q8 : C8	false	false	8	4	8	2	2	1	8	extension_of_Qprime_by_multiplier	5
64	8	(C4 : C4) : C4	false	false	8	8	4	4	2,2	2	32	extension_of_Qprime_by_multiplier	5
64	9	(C2 x Q8) : C4	false	false	8	8	4	2	2	1	16	extension_of_Qprime_by_multiplier	4
64	10	(C8 : C4) : C2	false	false	8	8	4	2	2	1	16	extension_of_Qprime_by_multiplier	4
64	11	(C2 x C2) . ((C4 x C2) : C2) = (C4 x C2) . (C4 x C2)	false	false	8	8	4	1		0	8	extension_of_Qprime_by_multiplier	6
64	12	(C4 : C8) : C2	false	false	8	8	4	4	2,2	2	32	extension_of_Qprime_by_multiplier	5
64	13	(C2 x C2) . ((C4 x C2) : C2) = (C4 x C2) . (C4 x C2)	false	false	8	8	4	2	2	1	16	extension_of_Qprime_by_multiplier	7
64	14	(C2 x C2) . ((C4 x C2) : C2) = (C4 x C2) . (C4 x C2)	false	false	8	8	4	2	2	1	16	extension_of_Qprime_by_multiplier	8
64	15	C8 : C8	false	false	8	4	8	2	2	1	8	extension_of_Qprime_by_multiplier	4
64	16	C8 : C8	false	false	8	4	8	2	2	1	8	extension_of_Qprime_by_multiplier	4
64	17	(C4 x C2) : C8	false	false	8	2	16	8	2,2,2	3	16	extension_of_Qprime_by_multiplier	5
64	18	(C8 x C2) : C4	false	false	8	4	4	8	2,4	2	32	extension_of_Qprime_by_multiplier	7
64	19	C4 . (C4 x C4)	false	false	8	4	4	4	2,2	2	16	extension_of_Qprime_by_multiplier	5
64	20	(C8 : C2) : C4	false	false	8	4	8	4	2,2	2	16	extension_of_Qprime_by_multiplier	7
64	21	(C4 : C4) : C4	false	false	8	4	8	8	2,2,2	3	32	extension_of_Qprime_by_multiplier	6
64	22	(C4 x C2) . D8 = C4 . (C4 x C4)	false	false	8	4	8	4	2,2	2	16	extension_of_Qprime_by_multiplier	4
64	23	((C4 x C2) : C2) : C4	false	false	4	4	4	8	2,2,2	3	32	extension_of_Qprime_by_multiplier	8
64	24	(C8 : C2) : C4	false	false	8	4	4	4	2,2	2	16	extension_of_Qprime_by_multiplier	5
64	25	(C8 : C2) : C4	false	false	8	4	4	4	2,2	2	16	extension_of_Qprime_by_multiplier	10
64	26	C16 x C4	true	false	16	1	64	4	4	1	4	multiplier_is_exact_exterior_structure	5
64	27	C16 : C4	false	false	16	2	16	2	2	1	4	extension_of_Qprime_by_multiplier	3
64	28	C16 : C4	false	false	16	4	4	1		0	4	extension_of_Qprime_by_multiplier	8
64	29	(C2 x C2) : C16	false	false	16	2	16	4	2,2	2	8	extension_of_Qprime_by_multiplier	10
64	30	(C16 : C2) : C2	false	false	16	4	4	2	2	1	8	extension_of_Qprime_by_multiplier	9
64	31	(C16 : C2) : C2	false	false	16	4	8	2	2	1	8	extension_of_Qprime_by_multiplier	5
64	32	((C4 x C2) : C2) : C4	false	false	8	8	2	4	2,2	2	32	extension_of_Qprime_by_multiplier	13
64	33	((C4 x C2) : C2) : C4	false	false	8	8	2	2	2	1	16	extension_of_Qprime_by_multiplier	4
64	34	(C4 x C4) : C4	false	false	4	8	2	8	2,4	2	64	extension_of_Qprime_by_multiplier	6
64	35	(C4 x C4) : C4	false	false	4	8	2	4	2,2	2	32	extension_of_Qprime_by_multiplier	5
64	36	(C2 . ((C4 x C2) : C2) = (C2 x C2) . (C4 x C2)) : C2	false	false	8	8	2	2	2	1	16	extension_of_Qprime_by_multiplier	5
64	37	C2 . ((C2 x C2 x C2) : C4) = (C4 x C2) . (C4 x C2)	false	false	8	8	2	2	2	1	16	extension_of_Qprime_by_multiplier	7
64	38	D16 : C4	false	false	16	8	4	4	2,2	2	32	extension_of_Qprime_by_multiplier	8
64	39	Q16 : C4	false	false	16	8	4	2	2	1	16	extension_of_Qprime_by_multiplier	11
64	40	(C16 x C2) : C2	false	false	16	8	4	2	2	1	16	extension_of_Qprime_by_multiplier	5
64	41	Q16 : C4	false	false	16	8	2	2	2	1	16	extension_of_Qprime_by_multiplier	5
64	42	(C16 : C2) : C2	false	false	16	8	2	2	2	1	16	extension_of_Qprime_by_multiplier	9
64	43	C2 . ((C8 x C2) : C2) = C8 . (C4 x C2)	false	false	16	8	2	2	2	1	16	extension_of_Qprime_by_multiplier	4
64	44	C4 : C16	false	false	16	2	16	2	2	1	4	extension_of_Qprime_by_multiplier	5
64	45	C8 . D8 = C4 . (C8 x C2)	false	false	16	4	8	1		0	4	extension_of_Qprime_by_multiplier	5
64	46	C16 : C4	false	false	16	8	2	1		0	8	extension_of_Qprime_by_multiplier	4
64	47	C16 : C4	false	false	16	8	4	2	2	1	16	extension_of_Qprime_by_multiplier	6
64	48	C16 : C4	false	false	16	8	4	2	2	1	16	extension_of_Qprime_by_multiplier	5
64	49	C4 . D16 = C8 . (C4 x C2)	false	false	16	8	4	1		0	8	extension_of_Qprime_by_multiplier	5
64	50	C32 x C2	true	false	32	1	64	2	2	1	2	multiplier_is_exact_exterior_structure	4
64	51	C32 : C2	false	false	32	2	16	1		0	2	extension_of_Qprime_by_multiplier	7
64	52	D64	false	false	32	16	2	2	2	1	32	extension_of_Qprime_by_multiplier	9
64	53	QD64	false	false	32	16	2	1		0	16	extension_of_Qprime_by_multiplier	9
64	54	Q64	false	false	32	16	2	1		0	16	extension_of_Qprime_by_multiplier	8
64	55	C4 x C4 x C4	true	false	4	1	64	64	4,4,4	3	64	multiplier_is_exact_exterior_structure	12
64	56	C2 x ((C4 x C2) : C4)	false	false	4	2	16	32	2,2,2,2,2	5	64	extension_of_Qprime_by_multiplier	9
64	57	(C4 x C4) : C4	false	false	4	2	16	32	2,4,4	3	64	extension_of_Qprime_by_multiplier	7
64	58	C4 x ((C4 x C2) : C2)	false	false	4	2	16	32	2,2,2,4	4	64	extension_of_Qprime_by_multiplier	11
64	59	C4 x (C4 : C4)	false	false	4	2	16	16	2,2,4	3	32	extension_of_Qprime_by_multiplier	9
64	60	(C2 x C2) : ((C4 x C2) : C2)	false	false	4	4	8	64	2,2,2,2,2,2	6	256	extension_of_Qprime_by_multiplier	7
64	61	C4 : ((C4 x C2) : C2)	false	false	4	4	8	16	2,2,2,2	4	64	extension_of_Qprime_by_multiplier	5
64	62	(C4 x C2 x C2) : C4	false	false	4	4	8	16	2,2,2,2	4	64	extension_of_Qprime_by_multiplier	8
64	63	(C4 x C4) : C4	false	false	4	4	8	16	2,2,4	3	64	extension_of_Qprime_by_multiplier	12
64	64	(C4 x C4) : C4	false	false	4	4	8	8	2,2,2	3	32	extension_of_Qprime_by_multiplier	6
64	65	C4 : (C4 : C4)	false	false	4	4	8	16	2,2,4	3	64	extension_of_Qprime_by_multiplier	5
64	66	(C2 x C2) : (C4 : C4)	false	false	4	4	8	16	2,2,2,2	4	64	extension_of_Qprime_by_multiplier	7
64	67	(C2 x C2) : ((C4 x C2) : C2)	false	false	4	4	8	32	2,2,2,2,2	5	128	extension_of_Qprime_by_multiplier	12
64	68	(C4 : C4) : C4	false	false	4	4	8	8	2,4	2	32	extension_of_Qprime_by_multiplier	7
64	69	((C4 x C2) : C2) : C4	false	false	4	4	8	16	2,2,4	3	64	extension_of_Qprime_by_multiplier	6
64	70	C4 : (C4 : C4)	false	false	4	4	8	8	2,2,2	3	32	extension_of_Qprime_by_multiplier	7
64	71	C4 : ((C4 x C2) : C2)	false	false	4	4	8	32	2,2,2,4	4	128	extension_of_Qprime_by_multiplier	10
64	72	(C4 x C2) : Q8	false	false	4	4	8	16	2,2,4	3	64	extension_of_Qprime_by_multiplier	10
64	73	(C4 x C2) : D8	false	false	4	8	8	32	2,2,2,2,2	5	256	extension_of_Qprime_by_multiplier	8
64	74	(C2 x C2 x C2) : Q8	false	false	4	8	8	16	2,2,2,2	4	128	extension_of_Qprime_by_multiplier	9
64	75	(C4 x C2) : D8	false	false	4	8	8	16	2,2,2,2	4	128	extension_of_Qprime_by_multiplier	10
64	76	(C4 x C2) : Q8	false	false	4	8	8	8	2,2,2	3	64	extension_of_Qprime_by_multiplier	8
64	77	((C4 x C2) : C4) : C2	false	false	4	8	8	8	2,2,2	3	64	extension_of_Qprime_by_multiplier	9
64	78	((C4 x C2) : C4) : C2	false	false	4	8	8	8	2,2,2	3	64	extension_of_Qprime_by_multiplier	5
64	79	(C2 x C2 x C2) . (C2 x C2 x C2)	false	false	4	8	8	4	2,2	2	32	extension_of_Qprime_by_multiplier	8
64	80	(C2 x (C4 : C4)) : C2	false	false	4	8	8	8	2,2,2	3	64	extension_of_Qprime_by_multiplier	9
64	81	(C2 x C2 x C2) . (C2 x C2 x C2)	false	false	4	8	8	4	2,2	2	32	extension_of_Qprime_by_multiplier	5
64	82	(C2 x C2 x C2) . (C2 x C2 x C2)	false	false	4	8	8	4	2,2	2	32	extension_of_Qprime_by_multiplier	10
64	83	C8 x C4 x C2	true	false	8	1	64	16	2,2,4	3	16	multiplier_is_exact_exterior_structure	10
64	84	C2 x (C8 : C4)	false	false	8	2	16	8	2,2,2	3	16	extension_of_Qprime_by_multiplier	10
64	85	C4 x (C8 : C2)	false	false	8	2	16	8	2,4	2	16	extension_of_Qprime_by_multiplier	7
64	86	(C8 : C2) : C4	false	false	8	2	16	8	2,4	2	16	extension_of_Qprime_by_multiplier	6
64	87	C2 x ((C8 x C2) : C2)	false	false	8	2	16	16	2,2,2,2	4	32	extension_of_Qprime_by_multiplier	7
64	88	(C2 x C2) : (C8 : C2)	false	false	8	4	8	8	2,2,2	3	32	extension_of_Qprime_by_multiplier	10
64	89	((C8 x C2) : C2) : C2	false	false	8	4	8	8	2,2,2	3	32	extension_of_Qprime_by_multiplier	5
64	90	C2 x ((C2 x C2 x C2) : C4)	false	false	4	4	4	16	2,2,2,2	4	64	extension_of_Qprime_by_multiplier	12
64	91	(C2 x Q8) : C4	false	false	4	4	4	16	2,2,4	3	64	extension_of_Qprime_by_multiplier	6
64	92	C2 x ((C8 : C2) : C2)	false	false	8	4	4	8	2,2,2	3	32	extension_of_Qprime_by_multiplier	5
64	93	C2 x (C2 . ((C4 x C2) : C2) = (C2 x C2) . (C4 x C2))	false	false	8	4	4	8	2,2,2	3	32	extension_of_Qprime_by_multiplier	9
64	94	(C2 . ((C4 x C2) : C2) = (C2 x C2) . (C4 x C2)) : C2	false	false	8	4	4	8	2,2,2	3	32	extension_of_Qprime_by_multiplier	12
64	95	C2 x ((C8 x C2) : C2)	false	false	8	4	8	16	2,2,2,2	4	64	extension_of_Qprime_by_multiplier	7
64	96	C2 x (Q8 : C4)	false	false	8	4	8	8	2,2,2	3	32	extension_of_Qprime_by_multiplier	7
64	97	((C4 x C2) : C2) : C4	false	false	8	4	8	8	2,2,2	3	32	extension_of_Qprime_by_multiplier	10
64	98	Q8 : (C4 x C2)	false	false	8	4	4	8	2,2,2	3	32	extension_of_Qprime_by_multiplier	8
64	99	(C2 x D8) : C4	false	false	8	4	4	16	2,2,4	3	64	extension_of_Qprime_by_multiplier	11
64	100	(C2 x Q8) : C4	false	false	8	4	4	8	2,2,2	3	32	extension_of_Qprime_by_multiplier	6
64	101	C2 x ((C4 x C4) : C2)	false	false	8	4	8	8	2,2,2	3	32	extension_of_Qprime_by_multiplier	5
64	102	(C2 x Q8) : C4	false	false	8	4	4	8	2,2,2	3	32	extension_of_Qprime_by_multiplier	6
64	103	C2 x (C4 : C8)	false	false	8	2	16	8	2,2,2	3	16	extension_of_Qprime_by_multiplier	6
64	104	C4 : (C8 : C2)	false	false	8	4	8	4	2,2	2	16	extension_of_Qprime_by_multiplier	8
64	105	(C4 : C8) : C2	false	false	8	4	8	4	2,2	2	16	extension_of_Qprime_by_multiplier	6
64	106	C2 x (C8 : C4)	false	false	8	4	8	8	2,2,2	3	32	extension_of_Qprime_by_multiplier	5
64	107	C2 x (C8 : C4)	false	false	8	4	8	8	2,2,2	3	32	extension_of_Qprime_by_multiplier	5
64	108	(C8 x C2) : C4	false	false	8	4	8	8	2,4	2	32	extension_of_Qprime_by_multiplier	5
64	109	C8 : (C4 x C2)	false	false	8	4	4	4	2,2	2	16	extension_of_Qprime_by_multiplier	10
64	110	C2 x (C4 . D8 = C4 . (C4 x C2))	false	false	8	4	8	4	2,2	2	16	extension_of_Qprime_by_multiplier	6
64	111	(C4 . D8 = C4 . (C4 x C2)) : C2	false	false	8	4	4	4	2,2	2	16	extension_of_Qprime_by_multiplier	7
64	112	(C4 x C2) : C8	false	false	8	2	16	8	2,4	2	16	extension_of_Qprime_by_multiplier	10
64	113	(C4 : C8) : C2	false	false	8	4	8	4	2,2	2	16	extension_of_Qprime_by_multiplier	5
64	114	(C4 : C8) : C2	false	false	8	4	8	4	4	1	16	extension_of_Qprime_by_multiplier	9
64	115	C8 x D8	false	false	8	2	16	8	2,2,2	3	16	extension_of_Qprime_by_multiplier	6
64	116	(C2 x C2) : (C8 : C2)	false	false	8	4	8	4	2,2	2	16	extension_of_Qprime_by_multiplier	7
64	117	C4 : (C8 : C2)	false	false	8	4	8	4	2,2	2	16	extension_of_Qprime_by_multiplier	6
64	118	C4 x D16	false	false	8	4	8	8	2,2,2	3	32	extension_of_Qprime_by_multiplier	9
64	119	C4 x QD16	false	false	8	4	8	4	2,2	2	16	extension_of_Qprime_by_multiplier	6
64	120	C4 x Q16	false	false	8	4	8	4	2,2	2	16	extension_of_Qprime_by_multiplier	5
64	121	C8 : (C4 x C2)	false	false	8	4	4	4	2,2	2	16	extension_of_Qprime_by_multiplier	7
64	122	Q16 : C4	false	false	8	4	4	4	2,2	2	16	extension_of_Qprime_by_multiplier	6
64	123	C8 : (C4 x C2)	false	false	8	4	4	8	2,2,2	3	32	extension_of_Qprime_by_multiplier	6
64	124	QD16 : C4	false	false	8	4	8	4	2,2	2	16	extension_of_Qprime_by_multiplier	9
64	125	Q16 : C4	false	false	8	4	4	4	2,2	2	16	extension_of_Qprime_by_multiplier	10
64	126	C8 x Q8	false	false	8	2	16	4	2,2	2	8	extension_of_Qprime_by_multiplier	6
64	127	C8 : Q8	false	false	8	4	8	2	2	1	8	extension_of_Qprime_by_multiplier	6
64	128	(C2 x C2) : D16	false	false	8	8	4	16	2,2,2,2	4	128	extension_of_Qprime_by_multiplier	9
64	129	(C2 x C2) : QD16	false	false	8	8	4	8	2,2,2	3	64	extension_of_Qprime_by_multiplier	11
64	130	Q8 : D8	false	false	8	8	4	8	2,2,2	3	64	extension_of_Qprime_by_multiplier	8
64	131	(C2 x C2) : QD16	false	false	8	8	4	8	2,2,2	3	64	extension_of_Qprime_by_multiplier	5
64	132	(C2 x C2) : Q16	false	false	8	8	4	8	2,2,2	3	64	extension_of_Qprime_by_multiplier	6
64	133	(Q8 : C4) : C2	false	false	8	8	4	8	2,2,2	3	64	extension_of_Qprime_by_multiplier	6
64	134	Q8 : D8	false	false	8	8	2	8	2,2,2	3	64	extension_of_Qprime_by_multiplier	5
64	135	((C4 x C4) : C2) : C2	false	false	8	8	2	8	2,2,2	3	64	extension_of_Qprime_by_multiplier	10
64	136	(C8 : C2) : (C2 x C2)	false	false	8	8	2	8	2,2,2	3	64	extension_of_Qprime_by_multiplier	8
64	137	((C4 x C4) : C2) : C2	false	false	8	8	2	8	2,2,2	3	64	extension_of_Qprime_by_multiplier	5
64	138	(C4 x C2) : D8	false	false	4	8	2	16	2,2,2,2	4	128	extension_of_Qprime_by_multiplier	11
64	139	((C4 x C2) : C2) : (C2 x C2)	false	false	4	8	2	8	2,2,2	3	64	extension_of_Qprime_by_multiplier	8
64	140	C4 : D16	false	false	8	8	4	8	2,2,2	3	64	extension_of_Qprime_by_multiplier	7
64	141	C4 : QD16	false	false	8	8	4	4	2,2	2	32	extension_of_Qprime_by_multiplier	5
64	142	C4 : QD16	false	false	8	8	4	4	2,2	2	32	extension_of_Qprime_by_multiplier	4
64	143	C4 : Q16	false	false	8	8	4	4	2,2	2	32	extension_of_Qprime_by_multiplier	11
64	144	(Q8 : C4) : C2	false	false	8	8	4	4	2,2	2	32	extension_of_Qprime_by_multiplier	11
64	145	(Q8 : C4) : C2	false	false	8	8	4	4	2,2	2	32	extension_of_Qprime_by_multiplier	5
64	146	(C2 x C2) : QD16	false	false	8	8	4	4	2,2	2	32	extension_of_Qprime_by_multiplier	5
64	147	(C2 x C2) : D16	false	false	8	8	4	8	2,2,2	3	64	extension_of_Qprime_by_multiplier	5
64	148	(C2 x C2) : Q16	false	false	8	8	4	4	2,2	2	32	extension_of_Qprime_by_multiplier	7
64	149	C8 : D8	false	false	8	8	4	4	2,2	2	32	extension_of_Qprime_by_multiplier	5
64	150	C8 : D8	false	false	8	8	4	8	2,4	2	64	extension_of_Qprime_by_multiplier	6
64	151	(Q8 : C4) : C2	false	false	8	8	4	4	2,2	2	32	extension_of_Qprime_by_multiplier	5
64	152	(C2 . ((C4 x C2) : C2) = (C2 x C2) . (C4 x C2)) : C2	false	false	8	8	2	4	2,2	2	32	extension_of_Qprime_by_multiplier	5
64	153	((C8 : C2) : C2) : C2	false	false	8	8	2	4	2,2	2	32	extension_of_Qprime_by_multiplier	7
64	154	(C2 . ((C4 x C2) : C2) = (C2 x C2) . (C4 x C2)) : C2	false	false	8	8	2	4	2,2	2	32	extension_of_Qprime_by_multiplier	9
64	155	D8 : Q8	false	false	8	8	4	4	2,2	2	32	extension_of_Qprime_by_multiplier	7
64	156	Q8 : Q8	false	false	8	8	4	2	2	1	16	extension_of_Qprime_by_multiplier	4
64	157	D8 : Q8	false	false	8	8	4	4	2,2	2	32	extension_of_Qprime_by_multiplier	6
64	158	Q8 : Q8	false	false	8	8	4	2	2	1	16	extension_of_Qprime_by_multiplier	7
64	159	(C8 : C4) : C2	false	false	8	8	4	2	2	1	16	extension_of_Qprime_by_multiplier	5
64	160	(C2 x C2) . (C2 x D8) = (C4 x C2) . (C2 x C2 x C2)	false	false	8	8	4	2	2	1	16	extension_of_Qprime_by_multiplier	8
64	161	(C8 : C4) : C2	false	false	8	8	4	4	2,2	2	32	extension_of_Qprime_by_multiplier	13
64	162	(C8 : C4) : C2	false	false	8	8	4	4	2,2	2	32	extension_of_Qprime_by_multiplier	5
64	163	(C8 : C4) : C2	false	false	8	8	4	4	4	1	32	extension_of_Qprime_by_multiplier	11
64	164	(C8 : C4) : C2	false	false	8	8	4	2	2	1	16	extension_of_Qprime_by_multiplier	6
64	165	(C8 : C4) : C2	false	false	8	8	4	2	2	1	16	extension_of_Qprime_by_multiplier	4
64	166	(C8 : C4) : C2	false	false	8	8	4	2	2	1	16	extension_of_Qprime_by_multiplier	7
64	167	(C4 : Q8) : C2	false	false	8	8	4	8	2,4	2	64	extension_of_Qprime_by_multiplier	9
64	168	(C2 x C2) . (C2 x D8) = (C4 x C2) . (C2 x C2 x C2)	false	false	8	8	4	4	4	1	32	extension_of_Qprime_by_multiplier	5
64	169	((C2 x C2) . (C2 x C2 x C2)) : C2	false	false	8	8	4	4	4	1	32	extension_of_Qprime_by_multiplier	5
64	170	(C4 : Q8) : C2	false	false	8	8	4	4	4	1	32	extension_of_Qprime_by_multiplier	10
64	171	((C2 x C2) . (C2 x C2 x C2)) : C2	false	false	8	8	4	4	4	1	32	extension_of_Qprime_by_multiplier	11
64	172	(C2 x C2) . (C2 x D8) = (C4 x C2) . (C2 x C2 x C2)	false	false	8	8	4	4	4	1	32	extension_of_Qprime_by_multiplier	6
64	173	C4 : QD16	false	false	8	8	4	8	2,4	2	64	extension_of_Qprime_by_multiplier	11
64	174	C4 : D16	false	false	8	8	4	16	2,2,4	3	128	extension_of_Qprime_by_multiplier	6
64	175	C4 : Q16	false	false	8	8	4	8	2,4	2	64	extension_of_Qprime_by_multiplier	6
64	176	(C2 x Q16) : C2	false	false	8	8	4	8	2,4	2	64	extension_of_Qprime_by_multiplier	7
64	177	C8 : D8	false	false	8	8	4	8	2,4	2	64	extension_of_Qprime_by_multiplier	9
64	178	(C2 x Q16) : C2	false	false	8	8	4	8	2,4	2	64	extension_of_Qprime_by_multiplier	7
64	179	C8 : Q8	false	false	8	8	4	4	4	1	32	extension_of_Qprime_by_multiplier	11
64	180	(C2 x C2) . (C2 x D8) = (C4 x C2) . (C2 x C2 x C2)	false	false	8	8	4	2	2	1	16	extension_of_Qprime_by_multiplier	9
64	181	C8 : Q8	false	false	8	8	4	4	2,2	2	32	extension_of_Qprime_by_multiplier	5
64	182	C8 : Q8	false	false	8	8	4	2	2	1	16	extension_of_Qprime_by_multiplier	6
64	183	C16 x C2 x C2	true	false	16	1	64	8	2,2,2	3	8	multiplier_is_exact_exterior_structure	5
64	184	C2 x (C16 : C2)	false	false	16	2	16	4	2,2	2	8	extension_of_Qprime_by_multiplier	4
64	185	(C16 : C2) : C2	false	false	16	2	16	4	2,2	2	8	extension_of_Qprime_by_multiplier	7
64	186	C2 x D32	false	false	16	8	4	8	2,2,2	3	64	extension_of_Qprime_by_multiplier	7
64	187	C2 x QD32	false	false	16	8	4	4	2,2	2	32	extension_of_Qprime_by_multiplier	4
64	188	C2 x Q32	false	false	16	8	4	4	2,2	2	32	extension_of_Qprime_by_multiplier	8
64	189	Q32 : C2	false	false	16	8	4	4	2,2	2	32	extension_of_Qprime_by_multiplier	6
64	190	C16 : (C2 x C2)	false	false	16	8	2	4	2,2	2	32	extension_of_Qprime_by_multiplier	5
64	191	Q32 : C2	false	false	16	8	2	4	2,2	2	32	extension_of_Qprime_by_multiplier	9
64	192	C4 x C4 x C2 x C2	true	false	4	1	64	128	2,2,2,2,2,4	6	128	multiplier_is_exact_exterior_structure	10
64	193	C2 x C2 x ((C4 x C2) : C2)	false	false	4	2	16	128	2,2,2,2,2,2,2	7	256	extension_of_Qprime_by_multiplier	8
64	194	C2 x C2 x (C4 : C4)	false	false	4	2	16	64	2,2,2,2,2,2	6	128	extension_of_Qprime_by_multiplier	5
64	195	C2 x ((C4 x C4) : C2)	false	false	4	2	16	64	2,2,2,2,4	5	128	extension_of_Qprime_by_multiplier	8
64	196	C2 x C4 x D8	false	false	4	2	16	64	2,2,2,2,2,2	6	128	extension_of_Qprime_by_multiplier	17
64	197	C2 x C4 x Q8	false	false	4	2	16	32	2,2,2,2,2	5	64	extension_of_Qprime_by_multiplier	6
64	198	C4 x ((C4 x C2) : C2)	false	false	4	2	16	32	2,2,2,2,2	5	64	extension_of_Qprime_by_multiplier	13
