group_id	structure	center_size	coset_count	is_ac	adjacency
SmallGroup(128,1041)	(C4 x C2) : ((C4 x C2) : C2)	8	16	false	;3,4,5,7,9,10,11,12,13,14,15,16;2,4,7,8,9,11,12,14;2,3,6,8,9,10,11,12,13,14,15,16;2,8,9,10,11,13,15,16;4,7,10,12,13,14,15,16;2,3,6,8,9,10,11,12,13,14,15,16;3,4,5,7,9,10,11,12,13,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,10,11,12,13,14;2,4,5,6,7,8,9,10,11,12,13,14
SmallGroup(128,1042)	(C2 x C2 x Q8) : C4	8	16	false	;3,4,5,7,9,10,11,12,13,14,15,16;2,4,7,8,9,11,12,14;2,3,6,8,9,10,11,12,13,14,15,16;2,8,9,10,11,13,15,16;4,7,10,12,13,14,15,16;2,3,6,8,9,10,11,12,13,14,15,16;3,4,5,7,9,10,11,12,13,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,10,11,12,13,14;2,4,5,6,7,8,9,10,11,12,13,14
SmallGroup(128,1043)	(C4 x C2) : ((C4 x C2) : C2)	8	16	false	;3,4,5,7,9,10,11,12,13,14,15,16;2,4,7,8,9,11,12,14;2,3,6,8,9,10,11,12,13,14,15,16;2,8,9,10,11,13,15,16;4,7,10,12,13,14,15,16;2,3,6,8,9,10,11,12,13,14,15,16;3,4,5,7,9,10,11,12,13,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,10,11,12,13,14;2,4,5,6,7,8,9,10,11,12,13,14
SmallGroup(128,1044)	(C2 x ((C4 x C2) : C2)) : C4	8	16	false	;3,4,5,7,9,10,11,12,13,14,15,16;2,4,7,8,9,11,12,14;2,3,6,8,9,10,11,12,13,14,15,16;2,8,9,10,11,13,15,16;4,7,10,12,13,14,15,16;2,3,6,8,9,10,11,12,13,14,15,16;3,4,5,7,9,10,11,12,13,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,10,11,12,13,14;2,4,5,6,7,8,9,10,11,12,13,14
SmallGroup(128,1045)	(C2 x (C4 : C4)) : C4	8	16	false	;3,4,5,7,9,10,11,12,13,14,15,16;2,4,7,8,9,11,12,14;2,3,6,8,9,10,11,12,13,14,15,16;2,8,9,10,11,13,15,16;4,7,10,12,13,14,15,16;2,3,6,8,9,10,11,12,13,14,15,16;3,4,5,7,9,10,11,12,13,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,10,11,12,13,14;2,4,5,6,7,8,9,10,11,12,13,14
SmallGroup(128,1046)	((C4 x C4) : C2) : C4	8	16	false	;3,4,5,7,9,10,11,12,13,14,15,16;2,4,7,8,9,11,12,14;2,3,6,8,9,10,11,12,13,14,15,16;2,8,9,10,11,13,15,16;4,7,10,12,13,14,15,16;2,3,6,8,9,10,11,12,13,14,15,16;3,4,5,7,9,10,11,12,13,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,10,11,12,13,14;2,4,5,6,7,8,9,10,11,12,13,14
SmallGroup(128,1047)	(C2 x C2 x C2) : (C4 : C4)	8	16	false	;3,4,5,7,9,10,11,12,13,14,15,16;2,4,7,8,9,11,12,14;2,3,6,8,9,10,11,12,13,14,15,16;2,8,9,10,11,13,15,16;4,7,10,12,13,14,15,16;2,3,6,8,9,10,11,12,13,14,15,16;3,4,5,7,9,10,11,12,13,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,10,11,12,13,14;2,4,5,6,7,8,9,10,11,12,13,14
SmallGroup(128,1048)	(C4 x C2) : (C4 : C4)	8	16	false	;3,4,5,7,9,10,11,12,13,14,15,16;2,4,7,8,9,11,12,14;2,3,6,8,9,10,11,12,13,14,15,16;2,8,9,10,11,13,15,16;4,7,10,12,13,14,15,16;2,3,6,8,9,10,11,12,13,14,15,16;3,4,5,7,9,10,11,12,13,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,10,11,12,13,14;2,4,5,6,7,8,9,10,11,12,13,14
SmallGroup(128,1049)	(C4 x C2) : (C4 : C4)	8	16	false	;3,4,5,7,9,10,11,12,13,14,15,16;2,4,7,8,9,11,12,14;2,3,6,8,9,10,11,12,13,14,15,16;2,8,9,10,11,13,15,16;4,7,10,12,13,14,15,16;2,3,6,8,9,10,11,12,13,14,15,16;3,4,5,7,9,10,11,12,13,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,10,11,12,13,14;2,4,5,6,7,8,9,10,11,12,13,14
SmallGroup(128,1050)	(C4 : C4) : (C4 x C2)	8	16	false	;3,4,5,7,9,10,11,12,13,14,15,16;2,4,7,8,9,11,12,14;2,3,6,8,9,10,11,12,13,14,15,16;2,8,9,10,11,13,15,16;4,7,10,12,13,14,15,16;2,3,6,8,9,10,11,12,13,14,15,16;3,4,5,7,9,10,11,12,13,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,10,11,12,13,14;2,4,5,6,7,8,9,10,11,12,13,14
SmallGroup(128,1051)	(C4 x D8) : C4	8	16	false	;3,4,5,7,9,10,11,12,13,14,15,16;2,4,7,8,9,11,12,14;2,3,6,8,9,10,11,12,13,14,15,16;2,8,9,10,11,13,15,16;4,7,10,12,13,14,15,16;2,3,6,8,9,10,11,12,13,14,15,16;3,4,5,7,9,10,11,12,13,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,10,11,12,13,14;2,4,5,6,7,8,9,10,11,12,13,14
SmallGroup(128,1052)	(C4 x Q8) : C4	8	16	false	;3,4,5,7,9,10,11,12,13,14,15,16;2,4,7,8,9,11,12,14;2,3,6,8,9,10,11,12,13,14,15,16;2,8,9,10,11,13,15,16;4,7,10,12,13,14,15,16;2,3,6,8,9,10,11,12,13,14,15,16;3,4,5,7,9,10,11,12,13,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,10,11,12,13,14;2,4,5,6,7,8,9,10,11,12,13,14
SmallGroup(128,1053)	(C2 x D8) : (C4 x C2)	8	16	false	;3,4,5,7,9,10,11,12,13,14,15,16;2,4,7,8,9,11,12,14;2,3,6,8,9,10,11,12,13,14,15,16;2,8,9,10,11,13,15,16;4,7,10,12,13,14,15,16;2,3,6,8,9,10,11,12,13,14,15,16;3,4,5,7,9,10,11,12,13,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,10,11,12,13,14;2,4,5,6,7,8,9,10,11,12,13,14
SmallGroup(128,1054)	((C4 x C2) : C2) : (C4 x C2)	8	16	false	;3,4,5,7,9,10,11,12,13,14,15,16;2,4,7,8,9,11,12,14;2,3,6,8,9,10,11,12,13,14,15,16;2,8,9,10,11,13,15,16;4,7,10,12,13,14,15,16;2,3,6,8,9,10,11,12,13,14,15,16;3,4,5,7,9,10,11,12,13,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,10,11,12,13,14;2,4,5,6,7,8,9,10,11,12,13,14
SmallGroup(128,1055)	((C2 x Q8) : C2) : C4	8	16	false	;3,4,5,7,9,10,11,12,13,14,15,16;2,4,7,8,9,11,12,14;2,3,6,8,9,10,11,12,13,14,15,16;2,8,9,10,11,13,15,16;4,7,10,12,13,14,15,16;2,3,6,8,9,10,11,12,13,14,15,16;3,4,5,7,9,10,11,12,13,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,10,11,12,13,14;2,4,5,6,7,8,9,10,11,12,13,14
SmallGroup(128,1056)	((C4 x C2) : C2) : (C4 x C2)	8	16	false	;3,4,5,7,9,10,11,12,13,14,15,16;2,4,7,8,9,11,12,14;2,3,6,8,9,10,11,12,13,14,15,16;2,8,9,10,11,13,15,16;4,7,10,12,13,14,15,16;2,3,6,8,9,10,11,12,13,14,15,16;3,4,5,7,9,10,11,12,13,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,10,11,12,13,14;2,4,5,6,7,8,9,10,11,12,13,14
SmallGroup(128,1057)	(C2 x D8) : (C4 x C2)	8	16	false	;3,4,5,7,9,10,11,12,13,14,15,16;2,4,7,8,9,11,12,14;2,3,6,8,9,10,11,12,13,14,15,16;2,8,9,10,11,13,15,16;4,7,10,12,13,14,15,16;2,3,6,8,9,10,11,12,13,14,15,16;3,4,5,7,9,10,11,12,13,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,10,11,12,13,14;2,4,5,6,7,8,9,10,11,12,13,14
SmallGroup(128,1058)	((C4 x C2) : C2) : (C4 x C2)	8	16	false	;3,4,5,7,9,10,11,12,13,14,15,16;2,4,7,8,9,11,12,14;2,3,6,8,9,10,11,12,13,14,15,16;2,8,9,10,11,13,15,16;4,7,10,12,13,14,15,16;2,3,6,8,9,10,11,12,13,14,15,16;3,4,5,7,9,10,11,12,13,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,10,11,12,13,14;2,4,5,6,7,8,9,10,11,12,13,14
SmallGroup(128,1059)	(C4 : Q8) : C4	8	16	false	;3,4,5,7,9,10,11,12,13,14,15,16;2,4,7,8,9,11,12,14;2,3,6,8,9,10,11,12,13,14,15,16;2,8,9,10,11,13,15,16;4,7,10,12,13,14,15,16;2,3,6,8,9,10,11,12,13,14,15,16;3,4,5,7,9,10,11,12,13,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,10,11,12,13,14;2,4,5,6,7,8,9,10,11,12,13,14
SmallGroup(128,1060)	(C2 x D8) : (C4 x C2)	8	16	false	;3,4,5,7,9,10,11,12,13,14,15,16;2,4,7,8,9,11,12,14;2,3,6,8,9,10,11,12,13,14,15,16;2,8,9,10,11,13,15,16;4,7,10,12,13,14,15,16;2,3,6,8,9,10,11,12,13,14,15,16;3,4,5,7,9,10,11,12,13,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,10,11,12,13,14;2,4,5,6,7,8,9,10,11,12,13,14
SmallGroup(128,1061)	(C2 x Q8) : (C4 x C2)	8	16	false	;3,4,5,7,9,10,11,12,13,14,15,16;2,4,7,8,9,11,12,14;2,3,6,8,9,10,11,12,13,14,15,16;2,8,9,10,11,13,15,16;4,7,10,12,13,14,15,16;2,3,6,8,9,10,11,12,13,14,15,16;3,4,5,7,9,10,11,12,13,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,10,11,12,13,14;2,4,5,6,7,8,9,10,11,12,13,14
SmallGroup(128,1062)	((C2 x C2) . (C2 x C2 x C2)) : C4	8	16	false	;3,4,5,7,9,10,11,12,13,14,15,16;2,4,7,8,9,11,12,14;2,3,6,8,9,10,11,12,13,14,15,16;2,8,9,10,11,13,15,16;4,7,10,12,13,14,15,16;2,3,6,8,9,10,11,12,13,14,15,16;3,4,5,7,9,10,11,12,13,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,10,11,12,13,14;2,4,5,6,7,8,9,10,11,12,13,14
SmallGroup(128,1063)	(C4 x C4) : Q8	8	16	false	;3,4,5,7,9,10,11,12,13,14,15,16;2,4,7,8,9,11,12,14;2,3,6,8,9,10,11,12,13,14,15,16;2,8,9,10,11,13,15,16;4,7,10,12,13,14,15,16;2,3,6,8,9,10,11,12,13,14,15,16;3,4,5,7,9,10,11,12,13,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,10,11,12,13,14;2,4,5,6,7,8,9,10,11,12,13,14
SmallGroup(128,1064)	((C2 x Q8) : C2) : C4	8	16	false	;3,4,5,7,9,10,11,12,13,14,15,16;2,4,7,8,9,11,12,14;2,3,6,8,9,10,11,12,13,14,15,16;2,8,9,10,11,13,15,16;4,7,10,12,13,14,15,16;2,3,6,8,9,10,11,12,13,14,15,16;3,4,5,7,9,10,11,12,13,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,10,11,12,13,14;2,4,5,6,7,8,9,10,11,12,13,14
SmallGroup(128,1065)	(C4 : C4) : (C4 x C2)	8	16	false	;3,4,5,7,9,10,11,12,13,14,15,16;2,4,7,8,9,11,12,14;2,3,6,8,9,10,11,12,13,14,15,16;2,8,9,10,11,13,15,16;4,7,10,12,13,14,15,16;2,3,6,8,9,10,11,12,13,14,15,16;3,4,5,7,9,10,11,12,13,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,10,11,12,13,14;2,4,5,6,7,8,9,10,11,12,13,14
SmallGroup(128,1066)	(C4 : C4) : (C4 x C2)	8	16	false	;3,4,5,7,9,10,11,12,13,14,15,16;2,4,7,8,9,11,12,14;2,3,6,8,9,10,11,12,13,14,15,16;2,8,9,10,11,13,15,16;4,7,10,12,13,14,15,16;2,3,6,8,9,10,11,12,13,14,15,16;3,4,5,7,9,10,11,12,13,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,10,11,12,13,14;2,4,5,6,7,8,9,10,11,12,13,14
SmallGroup(128,1067)	(C4 : C4) : (C4 x C2)	8	16	false	;3,4,5,7,9,10,11,12,13,14,15,16;2,4,7,8,9,11,12,14;2,3,6,8,9,10,11,12,13,14,15,16;2,8,9,10,11,13,15,16;4,7,10,12,13,14,15,16;2,3,6,8,9,10,11,12,13,14,15,16;3,4,5,7,9,10,11,12,13,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,10,11,12,13,14;2,4,5,6,7,8,9,10,11,12,13,14
SmallGroup(128,1068)	((C2 x C2) . (C2 x C2 x C2)) : C4	8	16	false	;3,4,5,7,9,10,11,12,13,14,15,16;2,4,7,8,9,11,12,14;2,3,6,8,9,10,11,12,13,14,15,16;2,8,9,10,11,13,15,16;4,7,10,12,13,14,15,16;2,3,6,8,9,10,11,12,13,14,15,16;3,4,5,7,9,10,11,12,13,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,10,11,12,13,14;2,4,5,6,7,8,9,10,11,12,13,14
SmallGroup(128,1069)	(C2 x Q8) : (C4 x C2)	8	16	false	;3,4,5,7,9,10,11,12,13,14,15,16;2,4,7,8,9,11,12,14;2,3,6,8,9,10,11,12,13,14,15,16;2,8,9,10,11,13,15,16;4,7,10,12,13,14,15,16;2,3,6,8,9,10,11,12,13,14,15,16;3,4,5,7,9,10,11,12,13,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,5,7,8,10,12,13,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,11,12,14,15,16;2,3,4,6,7,8,9,10,11,13,15,16;2,4,5,6,7,8,9,10,11,12,13,14;2,4,5,6,7,8,9,10,11,12,13,14
SmallGroup(128,1107)	((C4 x C2) : C2) : (C4 x C2)	8	16	true	;3,4,5,6,7,8,9,10,11,12,14,16;2,4,5,6,7,8,9,10,11,13,14,15;2,3,7,8,9,10,11,12,13,14,15,16;2,3,7,8,9,10,11,12,13,14,15,16;2,3,7,8,9,10,11,12,13,14,15,16;2,3,4,5,6,8,9,12,13,14,15,16;2,3,4,5,6,7,10,11,12,13,15,16;2,3,4,5,6,7,10,11,12,13,15,16;2,3,4,5,6,8,9,12,13,14,15,16;2,3,4,5,6,8,9,12,13,14,15,16;2,4,5,6,7,8,9,10,11,13,14,15;3,4,5,6,7,8,9,10,11,12,14,16;2,3,4,5,6,7,10,11,12,13,15,16;3,4,5,6,7,8,9,10,11,12,14,16;2,4,5,6,7,8,9,10,11,13,14,15
SmallGroup(128,1108)	(C4 : C4) : (C4 x C2)	8	16	true	;3,4,5,6,7,8,9,10,11,12,14,16;2,4,5,6,7,8,9,10,11,13,14,15;2,3,7,8,9,10,11,12,13,14,15,16;2,3,7,8,9,10,11,12,13,14,15,16;2,3,7,8,9,10,11,12,13,14,15,16;2,3,4,5,6,8,9,12,13,14,15,16;2,3,4,5,6,7,10,11,12,13,15,16;2,3,4,5,6,7,10,11,12,13,15,16;2,3,4,5,6,8,9,12,13,14,15,16;2,3,4,5,6,8,9,12,13,14,15,16;2,4,5,6,7,8,9,10,11,13,14,15;3,4,5,6,7,8,9,10,11,12,14,16;2,3,4,5,6,7,10,11,12,13,15,16;3,4,5,6,7,8,9,10,11,12,14,16;2,4,5,6,7,8,9,10,11,13,14,15
SmallGroup(128,1109)	((C4 x C2) : C2) : (C4 x C2)	8	16	true	;3,4,5,6,7,8,9,10,11,12,14,16;2,4,5,6,7,8,9,10,11,13,14,15;2,3,7,8,9,10,11,12,13,14,15,16;2,3,7,8,9,10,11,12,13,14,15,16;2,3,7,8,9,10,11,12,13,14,15,16;2,3,4,5,6,8,9,12,13,14,15,16;2,3,4,5,6,7,10,11,12,13,15,16;2,3,4,5,6,7,10,11,12,13,15,16;2,3,4,5,6,8,9,12,13,14,15,16;2,3,4,5,6,8,9,12,13,14,15,16;2,4,5,6,7,8,9,10,11,13,14,15;3,4,5,6,7,8,9,10,11,12,14,16;2,3,4,5,6,7,10,11,12,13,15,16;3,4,5,6,7,8,9,10,11,12,14,16;2,4,5,6,7,8,9,10,11,13,14,15
SmallGroup(128,1110)	((C2 x Q8) : C2) : C4	8	16	true	;3,4,5,6,7,8,9,10,11,12,14,16;2,4,5,6,7,8,9,10,11,13,14,15;2,3,7,8,9,10,11,12,13,14,15,16;2,3,7,8,9,10,11,12,13,14,15,16;2,3,7,8,9,10,11,12,13,14,15,16;2,3,4,5,6,8,9,12,13,14,15,16;2,3,4,5,6,7,10,11,12,13,15,16;2,3,4,5,6,7,10,11,12,13,15,16;2,3,4,5,6,8,9,12,13,14,15,16;2,3,4,5,6,8,9,12,13,14,15,16;2,4,5,6,7,8,9,10,11,13,14,15;3,4,5,6,7,8,9,10,11,12,14,16;2,3,4,5,6,7,10,11,12,13,15,16;3,4,5,6,7,8,9,10,11,12,14,16;2,4,5,6,7,8,9,10,11,13,14,15
SmallGroup(128,1111)	((C4 x C2) : C2) : (C4 x C2)	8	16	true	;3,4,5,6,7,8,9,10,11,12,14,16;2,4,5,6,7,8,9,10,11,13,14,15;2,3,7,8,9,10,11,12,13,14,15,16;2,3,7,8,9,10,11,12,13,14,15,16;2,3,7,8,9,10,11,12,13,14,15,16;2,3,4,5,6,8,9,12,13,14,15,16;2,3,4,5,6,7,10,11,12,13,15,16;2,3,4,5,6,7,10,11,12,13,15,16;2,3,4,5,6,8,9,12,13,14,15,16;2,3,4,5,6,8,9,12,13,14,15,16;2,4,5,6,7,8,9,10,11,13,14,15;3,4,5,6,7,8,9,10,11,12,14,16;2,3,4,5,6,7,10,11,12,13,15,16;3,4,5,6,7,8,9,10,11,12,14,16;2,4,5,6,7,8,9,10,11,13,14,15
SmallGroup(128,1112)	(C2 x D8) : (C4 x C2)	8	16	true	;3,4,5,6,7,8,9,10,11,12,14,16;2,4,5,6,7,8,9,10,11,13,14,15;2,3,7,8,9,10,11,12,13,14,15,16;2,3,7,8,9,10,11,12,13,14,15,16;2,3,7,8,9,10,11,12,13,14,15,16;2,3,4,5,6,8,9,12,13,14,15,16;2,3,4,5,6,7,10,11,12,13,15,16;2,3,4,5,6,7,10,11,12,13,15,16;2,3,4,5,6,8,9,12,13,14,15,16;2,3,4,5,6,8,9,12,13,14,15,16;2,4,5,6,7,8,9,10,11,13,14,15;3,4,5,6,7,8,9,10,11,12,14,16;2,3,4,5,6,7,10,11,12,13,15,16;3,4,5,6,7,8,9,10,11,12,14,16;2,4,5,6,7,8,9,10,11,13,14,15
SmallGroup(128,1113)	(C4 : Q8) : C4	8	16	true	;3,4,5,6,7,8,9,10,11,12,14,16;2,4,5,6,7,8,9,10,11,13,14,15;2,3,7,8,9,10,11,12,13,14,15,16;2,3,7,8,9,10,11,12,13,14,15,16;2,3,7,8,9,10,11,12,13,14,15,16;2,3,4,5,6,8,9,12,13,14,15,16;2,3,4,5,6,7,10,11,12,13,15,16;2,3,4,5,6,7,10,11,12,13,15,16;2,3,4,5,6,8,9,12,13,14,15,16;2,3,4,5,6,8,9,12,13,14,15,16;2,4,5,6,7,8,9,10,11,13,14,15;3,4,5,6,7,8,9,10,11,12,14,16;2,3,4,5,6,7,10,11,12,13,15,16;3,4,5,6,7,8,9,10,11,12,14,16;2,4,5,6,7,8,9,10,11,13,14,15
