# GAP_VERSION=4.16.0
# SMALLGRP_VERSION=1.5.4
# Q_ORDER=64
# Q_ID=261
# STRUCTURE=C2 x C2 x C2 x D8
# Q_PC_RELATIVE_ORDERS=2,2,2,2,2,2
# COVER_ORDER=65536
# PC_CONVERSION_KERNEL_ORDER=1
# COVER_TO_Q_KERNEL_ORDER=1024
# EXTERIOR_ORDER=2048
# EXTERIOR_RELATIVE_ORDERS=2,2,2,2,2,2,2,2,2,4
# ACTION_COUNT=16
# COMMUTATOR_ROW_COUNT=64
ACTIONS
action_index	image_vectors	q_conjugation
6	0,0,0,0,0,1	0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,2;0,0,0,0,0,0,0,0,0,2;0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,2;0,0,0,0,0,0,0,0,0,2;0,0,0,0,0,0,0,0,0,2;0,0,0,0,0,0,0,0,0,2;0,0,0,0,0,0,0,0,0,2;0,0,0,0,0,0,0,0,0,2;0,0,0,0,0,0,0,0,0,2;0,0,0,0,0,0,0,0,0,2;0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,2;0,0,0,0,0,0,0,0,0,2;0,0,0,0,0,0,0,0,0,2;0,0,0,0,0,0,0,0,0,2;0,0,0,0,0,0,0,0,0,2;0,0,0,0,0,0,0,0,0,2;0,0,0,0,0,0,0,0,0,2;0,0,0,0,0,0,0,0,0,2;0,0,0,0,0,0,0,0,0,2;0,0,0,0,0,0,0,0,0,2;0,0,0,0,0,0,0,0,0,2;0,0,0,0,0,0,0,0,0,2;0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,2;0,0,0,0,0,0,0,0,0,2;0,0,0,0,0,0,0,0,0,2;0,0,0,0,0,0,0,0,0,2;0,0,0,0,0,0,0,0,0,2;0,0,0,0,0,0,0,0,0,2;0,0,0,0,0,0,0,0,0,2;0,0,0,0,0,0,0,0,0,2;0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,2;0,0,0,0,0,0,0,0,0,2;0,0,0,0,0,0,0,0,0,0
7	1,1,0,0,0,0	0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,1;0,0,0,0,0,0,0,0,0,1;1,1,0,0,0,0,0,0,0,0;0,0,1,1,0,0,0,0,0,0;0,0,0,0,0,1,1,0,0,0;0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0;1,1,0,0,0,0,0,0,0,1;0,0,1,1,0,0,0,0,0,1;0,0,0,0,0,1,1,0,0,1;0,0,0,0,0,0,0,0,0,1;1,1,0,0,0,0,0,0,0,1;0,0,1,1,0,0,0,0,0,1;0,0,0,0,0,1,1,0,0,1;0,0,0,0,0,0,0,0,0,1;1,1,1,1,0,0,0,0,0,0;1,1,0,0,0,1,1,0,0,0;1,1,0,0,0,0,0,0,0,0;0,0,1,1,0,1,1,0,0,0;0,0,1,1,0,0,0,0,0,0;0,0,0,0,0,1,1,0,0,0;1,1,0,0,0,0,0,0,0,0;0,0,1,1,0,0,0,0,0,0;0,0,0,0,0,1,1,0,0,0;0,0,0,0,0,0,0,0,0,0;1,1,1,1,0,0,0,0,0,1;1,1,0,0,0,1,1,0,0,1;1,1,0,0,0,0,0,0,0,1;0,0,1,1,0,1,1,0,0,1;0,0,1,1,0,0,0,0,0,1;0,0,0,0,0,1,1,0,0,1;1,1,1,1,0,0,0,0,0,1;1,1,0,0,0,1,1,0,0,1;1,1,0,0,0,0,0,0,0,1;0,0,1,1,0,1,1,0,0,1;0,0,1,1,0,0,0,0,0,1;0,0,0,0,0,1,1,0,0,1;1,1,1,1,0,1,1,0,0,0;1,1,1,1,0,0,0,0,0,0;1,1,0,0,0,1,1,0,0,0;0,0,1,1,0,1,1,0,0,0;1,1,1,1,0,0,0,0,0,0;1,1,0,0,0,1,1,0,0,0;1,1,0,0,0,0,0,0,0,0;0,0,1,1,0,1,1,0,0,0;0,0,1,1,0,0,0,0,0,0;0,0,0,0,0,1,1,0,0,0;1,1,1,1,0,1,1,0,0,1;1,1,1,1,0,0,0,0,0,1;1,1,0,0,0,1,1,0,0,1;0,0,1,1,0,1,1,0,0,1;1,1,1,1,0,1,1,0,0,1;1,1,1,1,0,0,0,0,0,1;1,1,0,0,0,1,1,0,0,1;0,0,1,1,0,1,1,0,0,1;1,1,1,1,0,1,1,0,0,0;1,1,1,1,0,1,1,0,0,0;1,1,1,1,0,0,0,0,0,0;1,1,0,0,0,1,1,0,0,0;0,0,1,1,0,1,1,0,0,0;1,1,1,1,0,1,1,0,0,1;1,1,1,1,0,1,1,0,0,1;1,1,1,1,0,1,1,0,0,0
8	1,0,1,0,0,0	0,0,0,0,0,0,0,0,0,0;1,0,0,0,0,0,0,0,0,0;0,1,0,0,0,0,0,0,0,3;1,0,0,0,0,0,0,0,0,0;0,0,1,0,1,0,0,0,0,0;0,0,0,0,0,1,0,1,0,0;0,0,0,0,0,0,0,0,0,2;1,1,0,0,0,0,0,0,0,3;0,0,0,0,0,0,0,0,0,0;1,0,1,0,1,0,0,0,0,0;1,0,0,0,0,1,0,1,0,0;1,0,0,0,0,0,0,0,0,2;1,1,0,0,0,0,0,0,0,3;0,1,1,0,1,0,0,0,0,3;0,1,0,0,0,1,0,1,0,3;0,1,0,0,0,0,0,0,0,1;1,0,1,0,1,0,0,0,0,0;1,0,0,0,0,1,0,1,0,0;1,0,0,0,0,0,0,0,0,2;0,0,1,0,1,1,0,1,0,0;0,0,1,0,1,0,0,0,0,2;0,0,0,0,0,1,0,1,0,2;0,1,0,0,0,0,0,0,0,3;1,1,1,0,1,0,0,0,0,3;1,1,0,0,0,1,0,1,0,3;1,1,0,0,0,0,0,0,0,1;0,0,1,0,1,0,0,0,0,0;0,0,0,0,0,1,0,1,0,0;0,0,0,0,0,0,0,0,0,2;1,0,1,0,1,1,0,1,0,0;1,0,1,0,1,0,0,0,0,2;1,0,0,0,0,1,0,1,0,2;1,1,1,0,1,0,0,0,0,3;1,1,0,0,0,1,0,1,0,3;1,1,0,0,0,0,0,0,0,1;0,1,1,0,1,1,0,1,0,3;0,1,1,0,1,0,0,0,0,1;0,1,0,0,0,1,0,1,0,1;1,0,1,0,1,1,0,1,0,0;1,0,1,0,1,0,0,0,0,2;1,0,0,0,0,1,0,1,0,2;0,0,1,0,1,1,0,1,0,2;0,1,1,0,1,0,0,0,0,3;0,1,0,0,0,1,0,1,0,3;0,1,0,0,0,0,0,0,0,1;1,1,1,0,1,1,0,1,0,3;1,1,1,0,1,0,0,0,0,1;1,1,0,0,0,1,0,1,0,1;0,0,1,0,1,1,0,1,0,0;0,0,1,0,1,0,0,0,0,2;0,0,0,0,0,1,0,1,0,2;1,0,1,0,1,1,0,1,0,2;1,1,1,0,1,1,0,1,0,3;1,1,1,0,1,0,0,0,0,1;1,1,0,0,0,1,0,1,0,1;0,1,1,0,1,1,0,1,0,1;1,0,1,0,1,1,0,1,0,2;0,1,1,0,1,1,0,1,0,3;0,1,1,0,1,0,0,0,0,1;0,1,0,0,0,1,0,1,0,1;1,1,1,0,1,1,0,1,0,1;0,0,1,0,1,1,0,1,0,2;1,1,1,0,1,1,0,1,0,1;0,1,1,0,1,1,0,1,0,1
9	1,0,0,1,0,0	0,0,0,0,0,0,0,0,0,0;0,0,1,0,0,0,0,0,0,0;0,0,0,1,0,0,0,0,0,3;1,0,0,0,1,0,0,0,0,0;0,0,1,0,0,0,0,0,0,0;0,0,0,0,0,1,0,0,1,0;0,0,0,0,0,0,0,0,0,2;0,0,1,1,0,0,0,0,0,3;1,0,1,0,1,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0;0,0,1,0,0,1,0,0,1,0;0,0,1,0,0,0,0,0,0,2;1,0,0,1,1,0,0,0,0,3;0,0,1,1,0,0,0,0,0,3;0,0,0,1,0,1,0,0,1,3;0,0,0,1,0,0,0,0,0,1;1,0,1,0,1,0,0,0,0,0;1,0,0,0,1,1,0,0,1,0;1,0,0,0,1,0,0,0,0,2;0,0,1,0,0,1,0,0,1,0;0,0,1,0,0,0,0,0,0,2;0,0,0,0,0,1,0,0,1,2;1,0,1,1,1,0,0,0,0,3;0,0,0,1,0,0,0,0,0,3;0,0,1,1,0,1,0,0,1,3;0,0,1,1,0,0,0,0,0,1;1,0,0,0,1,0,0,0,0,0;1,0,1,0,1,1,0,0,1,0;1,0,1,0,1,0,0,0,0,2;0,0,0,0,0,1,0,0,1,0;0,0,0,0,0,0,0,0,0,2;0,0,1,0,0,1,0,0,1,2;1,0,1,1,1,0,0,0,0,3;1,0,0,1,1,1,0,0,1,3;1,0,0,1,1,0,0,0,0,1;0,0,1,1,0,1,0,0,1,3;0,0,1,1,0,0,0,0,0,1;0,0,0,1,0,1,0,0,1,1;1,0,1,0,1,1,0,0,1,0;1,0,1,0,1,0,0,0,0,2;1,0,0,0,1,1,0,0,1,2;0,0,1,0,0,1,0,0,1,2;1,0,0,1,1,0,0,0,0,3;1,0,1,1,1,1,0,0,1,3;1,0,1,1,1,0,0,0,0,1;0,0,0,1,0,1,0,0,1,3;0,0,0,1,0,0,0,0,0,1;0,0,1,1,0,1,0,0,1,1;1,0,0,0,1,1,0,0,1,0;1,0,0,0,1,0,0,0,0,2;1,0,1,0,1,1,0,0,1,2;0,0,0,0,0,1,0,0,1,2;1,0,1,1,1,1,0,0,1,3;1,0,1,1,1,0,0,0,0,1;1,0,0,1,1,1,0,0,1,1;0,0,1,1,0,1,0,0,1,1;1,0,1,0,1,1,0,0,1,2;1,0,0,1,1,1,0,0,1,3;1,0,0,1,1,0,0,0,0,1;1,0,1,1,1,1,0,0,1,1;0,0,0,1,0,1,0,0,1,1;1,0,0,0,1,1,0,0,1,2;1,0,1,1,1,1,0,0,1,1;1,0,0,1,1,1,0,0,1,1
10	1,0,0,0,1,0	0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,1,0,0,0,0;0,0,0,0,0,0,1,0,0,3;1,0,0,0,0,0,0,1,0,0;0,0,1,0,0,0,0,0,1,0;0,0,0,0,0,1,0,0,0,0;0,0,0,0,0,0,0,0,0,2;0,0,0,0,0,1,1,0,0,3;1,0,0,0,0,1,0,1,0,0;0,0,1,0,0,1,0,0,1,0;0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,1,0,0,0,2;1,0,0,0,0,0,1,1,0,3;0,0,1,0,0,0,1,0,1,3;0,0,0,0,0,1,1,0,0,3;0,0,0,0,0,0,1,0,0,1;1,0,1,0,0,0,0,1,1,0;1,0,0,0,0,1,0,1,0,0;1,0,0,0,0,0,0,1,0,2;0,0,1,0,0,1,0,0,1,0;0,0,1,0,0,0,0,0,1,2;0,0,0,0,0,1,0,0,0,2;1,0,0,0,0,1,1,1,0,3;0,0,1,0,0,1,1,0,1,3;0,0,0,0,0,0,1,0,0,3;0,0,0,0,0,1,1,0,0,1;1,0,1,0,0,1,0,1,1,0;1,0,0,0,0,0,0,1,0,0;1,0,0,0,0,1,0,1,0,2;0,0,1,0,0,0,0,0,1,0;0,0,1,0,0,1,0,0,1,2;0,0,0,0,0,0,0,0,0,2;1,0,1,0,0,0,1,1,1,3;1,0,0,0,0,1,1,1,0,3;1,0,0,0,0,0,1,1,0,1;0,0,1,0,0,1,1,0,1,3;0,0,1,0,0,0,1,0,1,1;0,0,0,0,0,1,1,0,0,1;1,0,1,0,0,1,0,1,1,0;1,0,1,0,0,0,0,1,1,2;1,0,0,0,0,1,0,1,0,2;0,0,1,0,0,1,0,0,1,2;1,0,1,0,0,1,1,1,1,3;1,0,0,0,0,0,1,1,0,3;1,0,0,0,0,1,1,1,0,1;0,0,1,0,0,0,1,0,1,3;0,0,1,0,0,1,1,0,1,1;0,0,0,0,0,0,1,0,0,1;1,0,1,0,0,0,0,1,1,0;1,0,1,0,0,1,0,1,1,2;1,0,0,0,0,0,0,1,0,2;0,0,1,0,0,0,0,0,1,2;1,0,1,0,0,1,1,1,1,3;1,0,1,0,0,0,1,1,1,1;1,0,0,0,0,1,1,1,0,1;0,0,1,0,0,1,1,0,1,1;1,0,1,0,0,1,0,1,1,2;1,0,1,0,0,0,1,1,1,3;1,0,1,0,0,1,1,1,1,1;1,0,0,0,0,0,1,1,0,1;0,0,1,0,0,0,1,0,1,1;1,0,1,0,0,0,0,1,1,2;1,0,1,0,0,1,1,1,1,1;1,0,1,0,0,0,1,1,1,1
11	1,0,0,0,0,1	0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,2;0,0,0,0,0,0,0,0,0,1;1,0,0,0,0,0,0,0,0,0;0,0,1,0,0,0,0,0,0,0;0,0,0,0,0,1,0,0,0,0;0,0,0,0,0,0,0,0,0,2;0,0,0,0,0,0,0,0,0,3;1,0,0,0,0,0,0,0,0,2;0,0,1,0,0,0,0,0,0,2;0,0,0,0,0,1,0,0,0,2;0,0,0,0,0,0,0,0,0,0;1,0,0,0,0,0,0,0,0,1;0,0,1,0,0,0,0,0,0,1;0,0,0,0,0,1,0,0,0,1;0,0,0,0,0,0,0,0,0,3;1,0,1,0,0,0,0,0,0,0;1,0,0,0,0,1,0,0,0,0;1,0,0,0,0,0,0,0,0,2;0,0,1,0,0,1,0,0,0,0;0,0,1,0,0,0,0,0,0,2;0,0,0,0,0,1,0,0,0,2;1,0,0,0,0,0,0,0,0,3;0,0,1,0,0,0,0,0,0,3;0,0,0,0,0,1,0,0,0,3;0,0,0,0,0,0,0,0,0,1;1,0,1,0,0,0,0,0,0,2;1,0,0,0,0,1,0,0,0,2;1,0,0,0,0,0,0,0,0,0;0,0,1,0,0,1,0,0,0,2;0,0,1,0,0,0,0,0,0,0;0,0,0,0,0,1,0,0,0,0;1,0,1,0,0,0,0,0,0,1;1,0,0,0,0,1,0,0,0,1;1,0,0,0,0,0,0,0,0,3;0,0,1,0,0,1,0,0,0,1;0,0,1,0,0,0,0,0,0,3;0,0,0,0,0,1,0,0,0,3;1,0,1,0,0,1,0,0,0,0;1,0,1,0,0,0,0,0,0,2;1,0,0,0,0,1,0,0,0,2;0,0,1,0,0,1,0,0,0,2;1,0,1,0,0,0,0,0,0,3;1,0,0,0,0,1,0,0,0,3;1,0,0,0,0,0,0,0,0,1;0,0,1,0,0,1,0,0,0,3;0,0,1,0,0,0,0,0,0,1;0,0,0,0,0,1,0,0,0,1;1,0,1,0,0,1,0,0,0,2;1,0,1,0,0,0,0,0,0,0;1,0,0,0,0,1,0,0,0,0;0,0,1,0,0,1,0,0,0,0;1,0,1,0,0,1,0,0,0,1;1,0,1,0,0,0,0,0,0,3;1,0,0,0,0,1,0,0,0,3;0,0,1,0,0,1,0,0,0,3;1,0,1,0,0,1,0,0,0,2;1,0,1,0,0,1,0,0,0,3;1,0,1,0,0,0,0,0,0,1;1,0,0,0,0,1,0,0,0,1;0,0,1,0,0,1,0,0,0,1;1,0,1,0,0,1,0,0,0,0;1,0,1,0,0,1,0,0,0,3;1,0,1,0,0,1,0,0,0,1
12	0,1,1,0,0,0	0,0,0,0,0,0,0,0,0,0;1,0,0,0,0,0,0,0,0,1;0,1,0,0,0,0,0,0,0,0;0,1,0,0,0,0,0,0,0,0;0,0,0,1,1,0,0,0,0,0;0,0,0,0,0,0,1,1,0,0;0,0,0,0,0,0,0,0,0,2;1,1,0,0,0,0,0,0,0,3;1,1,0,0,0,0,0,0,0,1;1,0,0,1,1,0,0,0,0,1;1,0,0,0,0,0,1,1,0,1;1,0,0,0,0,0,0,0,0,3;0,0,0,0,0,0,0,0,0,0;0,1,0,1,1,0,0,0,0,0;0,1,0,0,0,0,1,1,0,0;0,1,0,0,0,0,0,0,0,2;0,1,0,1,1,0,0,0,0,0;0,1,0,0,0,0,1,1,0,0;0,1,0,0,0,0,0,0,0,2;0,0,0,1,1,0,1,1,0,0;0,0,0,1,1,0,0,0,0,2;0,0,0,0,0,0,1,1,0,2;1,0,0,0,0,0,0,0,0,3;1,1,0,1,1,0,0,0,0,3;1,1,0,0,0,0,1,1,0,3;1,1,0,0,0,0,0,0,0,1;1,1,0,1,1,0,0,0,0,1;1,1,0,0,0,0,1,1,0,1;1,1,0,0,0,0,0,0,0,3;1,0,0,1,1,0,1,1,0,1;1,0,0,1,1,0,0,0,0,3;1,0,0,0,0,0,1,1,0,3;0,0,0,1,1,0,0,0,0,0;0,0,0,0,0,0,1,1,0,0;0,0,0,0,0,0,0,0,0,2;0,1,0,1,1,0,1,1,0,0;0,1,0,1,1,0,0,0,0,2;0,1,0,0,0,0,1,1,0,2;0,1,0,1,1,0,1,1,0,0;0,1,0,1,1,0,0,0,0,2;0,1,0,0,0,0,1,1,0,2;0,0,0,1,1,0,1,1,0,2;1,0,0,1,1,0,0,0,0,3;1,0,0,0,0,0,1,1,0,3;1,0,0,0,0,0,0,0,0,1;1,1,0,1,1,0,1,1,0,3;1,1,0,1,1,0,0,0,0,1;1,1,0,0,0,0,1,1,0,1;1,1,0,1,1,0,1,1,0,1;1,1,0,1,1,0,0,0,0,3;1,1,0,0,0,0,1,1,0,3;1,0,0,1,1,0,1,1,0,3;0,0,0,1,1,0,1,1,0,0;0,0,0,1,1,0,0,0,0,2;0,0,0,0,0,0,1,1,0,2;0,1,0,1,1,0,1,1,0,2;0,1,0,1,1,0,1,1,0,2;1,0,0,1,1,0,1,1,0,3;1,0,0,1,1,0,0,0,0,1;1,0,0,0,0,0,1,1,0,1;1,1,0,1,1,0,1,1,0,1;1,1,0,1,1,0,1,1,0,3;0,0,0,1,1,0,1,1,0,2;1,0,0,1,1,0,1,1,0,1
13	0,1,0,1,0,0	0,0,0,0,0,0,0,0,0,0;0,0,1,0,0,0,0,0,0,1;0,0,0,1,0,0,0,0,0,0;0,1,0,0,1,0,0,0,0,0;0,0,0,1,0,0,0,0,0,0;0,0,0,0,0,0,1,0,1,0;0,0,0,0,0,0,0,0,0,2;0,0,1,1,0,0,0,0,0,3;0,1,1,0,1,0,0,0,0,1;0,0,1,1,0,0,0,0,0,1;0,0,1,0,0,0,1,0,1,1;0,0,1,0,0,0,0,0,0,3;0,1,0,1,1,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0;0,0,0,1,0,0,1,0,1,0;0,0,0,1,0,0,0,0,0,2;0,1,0,1,1,0,0,0,0,0;0,1,0,0,1,0,1,0,1,0;0,1,0,0,1,0,0,0,0,2;0,0,0,1,0,0,1,0,1,0;0,0,0,1,0,0,0,0,0,2;0,0,0,0,0,0,1,0,1,2;0,1,1,1,1,0,0,0,0,3;0,0,1,0,0,0,0,0,0,3;0,0,1,1,0,0,1,0,1,3;0,0,1,1,0,0,0,0,0,1;0,1,1,1,1,0,0,0,0,1;0,1,1,0,1,0,1,0,1,1;0,1,1,0,1,0,0,0,0,3;0,0,1,1,0,0,1,0,1,1;0,0,1,1,0,0,0,0,0,3;0,0,1,0,0,0,1,0,1,3;0,1,0,0,1,0,0,0,0,0;0,1,0,1,1,0,1,0,1,0;0,1,0,1,1,0,0,0,0,2;0,0,0,0,0,0,1,0,1,0;0,0,0,0,0,0,0,0,0,2;0,0,0,1,0,0,1,0,1,2;0,1,0,1,1,0,1,0,1,0;0,1,0,1,1,0,0,0,0,2;0,1,0,0,1,0,1,0,1,2;0,0,0,1,0,0,1,0,1,2;0,1,1,0,1,0,0,0,0,3;0,1,1,1,1,0,1,0,1,3;0,1,1,1,1,0,0,0,0,1;0,0,1,0,0,0,1,0,1,3;0,0,1,0,0,0,0,0,0,1;0,0,1,1,0,0,1,0,1,1;0,1,1,1,1,0,1,0,1,1;0,1,1,1,1,0,0,0,0,3;0,1,1,0,1,0,1,0,1,3;0,0,1,1,0,0,1,0,1,3;0,1,0,0,1,0,1,0,1,0;0,1,0,0,1,0,0,0,0,2;0,1,0,1,1,0,1,0,1,2;0,0,0,0,0,0,1,0,1,2;0,1,0,1,1,0,1,0,1,2;0,1,1,0,1,0,1,0,1,3;0,1,1,0,1,0,0,0,0,1;0,1,1,1,1,0,1,0,1,1;0,0,1,0,0,0,1,0,1,1;0,1,1,1,1,0,1,0,1,3;0,1,0,0,1,0,1,0,1,2;0,1,1,0,1,0,1,0,1,1
14	0,1,0,0,1,0	0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,1,0,0,0,1;0,0,0,0,0,0,1,0,0,0;0,1,0,0,0,0,0,1,0,0;0,0,0,1,0,0,0,0,1,0;0,0,0,0,0,0,1,0,0,0;0,0,0,0,0,0,0,0,0,2;0,0,0,0,0,1,1,0,0,3;0,1,0,0,0,1,0,1,0,1;0,0,0,1,0,1,0,0,1,1;0,0,0,0,0,1,1,0,0,1;0,0,0,0,0,1,0,0,0,3;0,1,0,0,0,0,1,1,0,0;0,0,0,1,0,0,1,0,1,0;0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,1,0,0,2;0,1,0,1,0,0,0,1,1,0;0,1,0,0,0,0,1,1,0,0;0,1,0,0,0,0,0,1,0,2;0,0,0,1,0,0,1,0,1,0;0,0,0,1,0,0,0,0,1,2;0,0,0,0,0,0,1,0,0,2;0,1,0,0,0,1,1,1,0,3;0,0,0,1,0,1,1,0,1,3;0,0,0,0,0,1,0,0,0,3;0,0,0,0,0,1,1,0,0,1;0,1,0,1,0,1,0,1,1,1;0,1,0,0,0,1,1,1,0,1;0,1,0,0,0,1,0,1,0,3;0,0,0,1,0,1,1,0,1,1;0,0,0,1,0,1,0,0,1,3;0,0,0,0,0,1,1,0,0,3;0,1,0,1,0,0,1,1,1,0;0,1,0,0,0,0,0,1,0,0;0,1,0,0,0,0,1,1,0,2;0,0,0,1,0,0,0,0,1,0;0,0,0,1,0,0,1,0,1,2;0,0,0,0,0,0,0,0,0,2;0,1,0,1,0,0,1,1,1,0;0,1,0,1,0,0,0,1,1,2;0,1,0,0,0,0,1,1,0,2;0,0,0,1,0,0,1,0,1,2;0,1,0,1,0,1,1,1,1,3;0,1,0,0,0,1,0,1,0,3;0,1,0,0,0,1,1,1,0,1;0,0,0,1,0,1,0,0,1,3;0,0,0,1,0,1,1,0,1,1;0,0,0,0,0,1,0,0,0,1;0,1,0,1,0,1,1,1,1,1;0,1,0,1,0,1,0,1,1,3;0,1,0,0,0,1,1,1,0,3;0,0,0,1,0,1,1,0,1,3;0,1,0,1,0,0,0,1,1,0;0,1,0,1,0,0,1,1,1,2;0,1,0,0,0,0,0,1,0,2;0,0,0,1,0,0,0,0,1,2;0,1,0,1,0,0,1,1,1,2;0,1,0,1,0,1,0,1,1,3;0,1,0,1,0,1,1,1,1,1;0,1,0,0,0,1,0,1,0,1;0,0,0,1,0,1,0,0,1,1;0,1,0,1,0,1,1,1,1,3;0,1,0,1,0,0,0,1,1,2;0,1,0,1,0,1,0,1,1,1
15	0,1,0,0,0,1	0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,3;0,0,0,0,0,0,0,0,0,2;0,1,0,0,0,0,0,0,0,0;0,0,0,1,0,0,0,0,0,0;0,0,0,0,0,0,1,0,0,0;0,0,0,0,0,0,0,0,0,2;0,0,0,0,0,0,0,0,0,3;0,1,0,0,0,0,0,0,0,3;0,0,0,1,0,0,0,0,0,3;0,0,0,0,0,0,1,0,0,3;0,0,0,0,0,0,0,0,0,1;0,1,0,0,0,0,0,0,0,2;0,0,0,1,0,0,0,0,0,2;0,0,0,0,0,0,1,0,0,2;0,0,0,0,0,0,0,0,0,0;0,1,0,1,0,0,0,0,0,0;0,1,0,0,0,0,1,0,0,0;0,1,0,0,0,0,0,0,0,2;0,0,0,1,0,0,1,0,0,0;0,0,0,1,0,0,0,0,0,2;0,0,0,0,0,0,1,0,0,2;0,1,0,0,0,0,0,0,0,3;0,0,0,1,0,0,0,0,0,3;0,0,0,0,0,0,1,0,0,3;0,0,0,0,0,0,0,0,0,1;0,1,0,1,0,0,0,0,0,3;0,1,0,0,0,0,1,0,0,3;0,1,0,0,0,0,0,0,0,1;0,0,0,1,0,0,1,0,0,3;0,0,0,1,0,0,0,0,0,1;0,0,0,0,0,0,1,0,0,1;0,1,0,1,0,0,0,0,0,2;0,1,0,0,0,0,1,0,0,2;0,1,0,0,0,0,0,0,0,0;0,0,0,1,0,0,1,0,0,2;0,0,0,1,0,0,0,0,0,0;0,0,0,0,0,0,1,0,0,0;0,1,0,1,0,0,1,0,0,0;0,1,0,1,0,0,0,0,0,2;0,1,0,0,0,0,1,0,0,2;0,0,0,1,0,0,1,0,0,2;0,1,0,1,0,0,0,0,0,3;0,1,0,0,0,0,1,0,0,3;0,1,0,0,0,0,0,0,0,1;0,0,0,1,0,0,1,0,0,3;0,0,0,1,0,0,0,0,0,1;0,0,0,0,0,0,1,0,0,1;0,1,0,1,0,0,1,0,0,3;0,1,0,1,0,0,0,0,0,1;0,1,0,0,0,0,1,0,0,1;0,0,0,1,0,0,1,0,0,1;0,1,0,1,0,0,1,0,0,2;0,1,0,1,0,0,0,0,0,0;0,1,0,0,0,0,1,0,0,0;0,0,0,1,0,0,1,0,0,0;0,1,0,1,0,0,1,0,0,2;0,1,0,1,0,0,1,0,0,3;0,1,0,1,0,0,0,0,0,1;0,1,0,0,0,0,1,0,0,1;0,0,0,1,0,0,1,0,0,1;0,1,0,1,0,0,1,0,0,1;0,1,0,1,0,0,1,0,0,0;0,1,0,1,0,0,1,0,0,1
