# GAP_VERSION=4.16.0
# SMALLGRP_VERSION=1.5.4
# MAX_Q_ORDER=16
q_order	q_id	structure	cover_order	exterior_order	all_exterior_subgroups	normal_kernel_count	kernel_serial	kernel_order	kernel_index	adjacency
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	1204	8	8	;3,4,5,6,7,8,9,11,12,14,15,16;2,4,5,6,7,8,9,10,11,12,13,14,15,16;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,6,8,9,10,11,12,13,15,16;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,6,8,9,10,11,12,13,15,16;2,3,4,5,6,7,9,10,11,12,13,14,15,16;2,3,4,5,6,7,8,10,11,12,13,14,15,16;3,4,5,6,7,8,9,11,12,14,15,16;2,3,4,5,6,7,8,9,10,12,13,14,15,16;2,3,5,7,8,9,10,11,13,14,15,16;3,4,5,6,7,8,9,11,12,14,15,16;2,3,4,6,8,9,10,11,12,13,15,16;2,3,4,5,6,7,8,9,10,11,12,13,14,16;2,3,4,5,6,7,8,9,10,11,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	1205	8	8	;3,4,5,6,7,8,9,10,11,12,13,14,15,16;2,4,5,6,7,8,9,10,12,13,14,16;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,6,8,9,10,11,12,13,15,16;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,6,8,9,10,11,12,13,15,16;2,3,4,5,6,7,9,10,11,12,13,14,15,16;2,3,4,5,6,7,8,10,11,12,13,14,15,16;2,3,4,5,6,7,8,9,11,12,13,14,15,16;2,4,5,6,7,8,9,10,12,13,14,16;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,5,6,7,8,9,10,11,12,14,15,16;2,3,4,6,8,9,10,11,12,13,15,16;2,4,5,6,7,8,9,10,12,13,14,16;2,3,4,5,6,7,8,9,10,11,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	1206	8	8	;3,4,5,6,7,8,9,11,12,14,15,16;2,4,5,6,7,8,9,10,12,13,14,16;2,3,5,6,7,8,9,10,11,12,13,14,15,16;2,3,4,6,8,9,10,11,12,13,15,16;2,3,4,5,7,8,9,10,11,12,13,14,15,16;2,3,4,6,8,9,10,11,12,13,15,16;2,3,4,5,6,7,9,10,11,12,13,14,15,16;2,3,4,5,6,7,8,10,11,12,13,14,15,16;3,4,5,6,7,8,9,11,12,14,15,16;2,4,5,6,7,8,9,10,12,13,14,16;2,3,4,5,6,7,8,9,10,11,13,14,15,16;3,4,5,6,7,8,9,11,12,14,15,16;2,3,4,6,8,9,10,11,12,13,15,16;2,4,5,6,7,8,9,10,12,13,14,16;2,3,4,5,6,7,8,9,10,11,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	1207	8	8	;3,4,5,6,7,8,9,11,12,14,15,16;2,4,5,6,7,8,9,10,11,12,13,14,15,16;2,3,5,6,7,8,9,10,11,12,13,14,15,16;2,3,4,6,7,8,9,10,11,12,13,14,15,16;2,3,4,5,7,8,9,10,11,12,13,14,15,16;2,3,4,5,6,8,9,10,11,12,13,14,15,16;2,3,4,5,6,7,9,10,11,12,13,14,15,16;2,3,4,5,6,7,8,10,11,12,13,14,15,16;3,4,5,6,7,8,9,11,12,14,15,16;2,3,4,5,6,7,8,9,10,12,13,14,15,16;2,3,4,5,6,7,8,9,10,11,13,14,15,16;3,4,5,6,7,8,9,11,12,14,15,16;2,3,4,5,6,7,8,9,10,11,12,13,15,16;2,3,4,5,6,7,8,9,10,11,12,13,14,16;2,3,4,5,6,7,8,9,10,11,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	1208	8	8	;3,4,5,6,7,8,9,10,11,12,13,14,15,16;2,4,5,6,7,8,9,10,11,12,13,14,15,16;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,6,7,8,9,10,11,12,13,14,15,16;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,5,6,8,9,10,11,12,13,14,15,16;2,3,4,5,6,7,9,10,11,12,13,14,15,16;2,3,4,5,6,7,8,10,11,12,13,14,15,16;2,3,4,5,6,7,8,9,11,12,13,14,15,16;2,3,4,5,6,7,8,9,10,12,13,14,15,16;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,5,6,7,8,9,10,11,12,14,15,16;2,3,4,5,6,7,8,9,10,11,12,13,15,16;2,3,4,5,6,7,8,9,10,11,12,13,14,16;2,3,4,5,6,7,8,9,10,11,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	1209	8	8	;3,4,5,6,7,8,9,10,11,12,13,14,15,16;2,4,5,6,8,9,10,11,13,14,15,16;2,3,5,6,7,8,9,10,11,12,13,14,15,16;2,3,4,6,7,8,10,11,12,13,14,16;2,3,4,5,7,8,9,10,12,13,14,15;2,4,5,6,8,9,10,11,13,14,15,16;2,3,4,5,6,7,9,10,11,12,13,14,15,16;2,3,4,6,7,8,10,11,12,13,14,16;2,3,4,5,6,7,8,9,11,12,13,14,15,16;2,3,4,5,7,8,9,10,12,13,14,15;2,4,5,6,8,9,10,11,13,14,15,16;2,3,4,5,6,7,8,9,10,11,12,14,15,16;2,3,4,5,6,7,8,9,10,11,12,13,15,16;2,3,4,6,7,8,10,11,12,13,14,16;2,3,4,5,7,8,9,10,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	1210	8	8	;3,4,5,6,7,8,10,11,13,14,15,16;2,4,5,6,7,8,9,10,11,12,13,14,15,16;2,3,5,6,7,8,9,10,11,12,13,14,15,16;2,3,4,6,8,9,10,11,12,13,15,16;2,3,4,5,7,8,9,10,12,13,14,15;2,3,4,6,8,9,10,11,12,13,15,16;2,3,4,5,6,7,9,10,11,12,13,14,15,16;3,4,5,6,7,8,10,11,13,14,15,16;2,3,4,5,6,7,8,9,11,12,13,14,15,16;2,3,4,5,7,8,9,10,12,13,14,15;3,4,5,6,7,8,10,11,13,14,15,16;2,3,4,5,6,7,8,9,10,11,12,14,15,16;2,3,4,6,8,9,10,11,12,13,15,16;2,3,4,5,6,7,8,9,10,11,12,13,14,16;2,3,4,5,7,8,9,10,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	1211	8	8	;3,4,5,6,7,8,9,10,11,12,13,14,15,16;2,4,5,6,7,8,9,10,11,12,13,14,15,16;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,8,10,11,12,16;2,3,7,8,9,10,14,15;2,3,4,6,8,9,10,11,12,13,15,16;2,3,4,5,6,7,9,10,11,12,13,14,15,16;2,3,4,6,7,8,10,11,12,13,14,16;2,3,4,5,6,7,8,9,11,12,13,14,15,16;2,3,4,5,7,8,9,10,12,13,14,15;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,7,8,9,10,11,12,14,15,16;2,3,4,6,8,9,10,11,12,13,15,16;2,3,4,6,7,8,10,11,12,13,14,16;2,3,4,5,7,8,9,10,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	1212	8	8	;3,4,5,6,7,8,10,11,13,14,15,16;2,4,5,6,8,9,10,11,13,14,15,16;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,6,8,9,10,11,12,13,15,16;2,3,5,7,8,9,10,11,13,14,15,16;2,4,6,8,9,11,13,15;2,3,4,5,6,7,9,10,11,12,13,14,15,16;3,4,5,6,7,8,10,11,13,14,15,16;2,3,4,5,6,8,9,11,12,13,14,15;2,3,4,5,6,7,8,9,10,12,13,14,15,16;5,8,10,11,13,14,15,16;2,3,4,5,6,7,8,9,10,11,12,14,15,16;2,3,4,6,8,9,10,11,12,13,15,16;2,3,4,5,6,7,8,9,10,11,12,13,14,16;2,3,4,5,6,8,9,11,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	1213	8	8	;3,4,5,6,7,8,9,10,11,12,13,14,15,16;2,4,5,6,8,9,10,11,13,14,15,16;2,3,5,6,7,8,9,10,11,12,13,14,15,16;2,3,4,8,10,11,12,16;2,3,4,7,8,9,10,11,12,14,15,16;2,4,6,8,9,11,13,15;2,3,4,5,6,7,9,10,11,12,13,14,15,16;2,3,4,6,7,8,10,11,12,13,14,16;2,3,4,5,6,8,9,11,12,13,14,15;2,3,4,5,6,7,8,9,10,12,13,14,15,16;2,4,5,6,8,9,10,11,13,14,15,16;2,3,4,7,8,9,10,11,12,14,15,16;2,3,4,6,8,9,10,11,12,13,15,16;2,3,4,6,7,8,10,11,12,13,14,16;2,3,4,5,6,8,9,11,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	1214	8	8	;3,4,5,6,7,8,10,11,13,14,15,16;2,4,5,6,7,8,9,10,11,12,13,14,15,16;2,3,5,6,7,8,9,10,11,12,13,14,15,16;2,3,4,7,8,9,10,11,12,14,15,16;2,3,4,7,8,9,10,11,12,14,15,16;2,3,4,5,6,8,9,11,12,13,14,15;2,3,4,5,6,7,9,10,11,12,13,14,15,16;3,4,5,6,7,8,10,11,13,14,15,16;2,3,4,5,6,8,9,11,12,13,14,15;2,3,4,5,6,7,8,9,10,12,13,14,15,16;3,4,5,6,7,8,10,11,13,14,15,16;2,3,4,7,8,9,10,11,12,14,15,16;2,3,4,5,6,7,8,9,10,11,12,13,15,16;2,3,4,5,6,7,8,9,10,11,12,13,14,16;2,3,4,5,6,8,9,11,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	1215	8	8	;3,4,5,6,7,8,9,10,11,12,13,14,15,16;2,4,5,6,7,8,9,10,11,12,13,14,15,16;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,6,7,8,10,11,12,13,14,16;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,5,6,8,9,11,12,13,14,15;2,3,4,5,6,7,9,10,11,12,13,14,15,16;2,3,4,6,7,8,10,11,12,13,14,16;2,3,4,5,6,8,9,11,12,13,14,15;2,3,4,5,6,7,8,9,10,12,13,14,15,16;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,5,6,7,8,9,10,11,12,14,15,16;2,3,4,5,6,7,8,9,10,11,12,13,15,16;2,3,4,6,7,8,10,11,12,13,14,16;2,3,4,5,6,8,9,11,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	1216	8	8	;3,4,5,6,7,8,9,10,11,12,13,14,15,16;2,4,5,6,8,9,10,11,13,14,15,16;2,3,5,6,7,8,9,11,12,13,14,16;2,3,4,6,7,8,9,10,11,12,13,14,15,16;2,3,4,5,7,8,9,10,12,13,14,15;2,4,5,6,8,9,10,11,13,14,15,16;2,3,4,5,6,7,9,10,11,12,13,14,15,16;2,3,4,5,6,7,8,10,11,12,13,14,15,16;2,3,5,6,7,8,9,11,12,13,14,16;2,3,4,5,7,8,9,10,12,13,14,15;2,4,5,6,8,9,10,11,13,14,15,16;2,3,4,5,6,7,8,9,10,11,12,14,15,16;2,3,4,5,6,7,8,9,10,11,12,13,15,16;2,3,5,6,7,8,9,11,12,13,14,16;2,3,4,5,7,8,9,10,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	1217	8	8	;3,4,5,6,7,8,9,10,11,12,13,14,15,16;2,4,5,6,7,8,9,10,11,12,13,14,15,16;2,3,5,6,7,8,9,11,12,13,14,16;2,3,4,6,8,9,10,11,12,13,15,16;2,3,4,5,7,8,9,10,12,13,14,15;2,3,4,6,8,9,10,11,12,13,15,16;2,3,4,5,6,7,9,10,11,12,13,14,15,16;2,3,4,5,6,7,8,10,11,12,13,14,15,16;2,3,5,6,7,8,9,11,12,13,14,16;2,3,4,5,7,8,9,10,12,13,14,15;2,3,4,5,6,7,8,9,10,11,13,14,15,16;2,3,4,5,6,7,8,9,10,11,12,14,15,16;2,3,4,6,8,9,10,11,12,13,15,16;2,3,5,6,7,8,9,11,12,13,14,16;2,3,4,5,7,8,9,10,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	1218	8	8	;3,4,5,6,7,8,9,11,12,14,15,16;2,4,5,6,7,8,9,10,11,12,13,14,15,16;2,3,5,6,7,8,9,10,11,12,13,14,15,16;2,3,4,6,8,9,10,11,12,13,15,16;2,3,4,5,7,8,9,10,12,13,14,15;2,3,4,6,8,9,10,11,12,13,15,16;2,3,4,5,6,7,9,10,11,12,13,14,15,16;2,3,4,5,6,7,8,10,11,12,13,14,15,16;3,4,5,6,7,8,9,11,12,14,15,16;2,3,4,5,7,8,9,10,12,13,14,15;2,3,4,5,6,7,8,9,10,11,13,14,15,16;3,4,5,6,7,8,9,11,12,14,15,16;2,3,4,6,8,9,10,11,12,13,15,16;2,3,4,5,6,7,8,9,10,11,12,13,14,16;2,3,4,5,7,8,9,10,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	1219	8	8	;3,4,5,6,7,8,9,10,11,12,13,14,15,16;2,4,5,6,8,9,10,11,13,14,15,16;2,3,5,6,7,8,9,10,11,12,13,14,15,16;2,3,4,6,8,9,10,11,12,13,15,16;2,3,4,5,7,8,9,10,11,12,13,14,15,16;2,4,6,8,9,11,13,15;2,3,4,5,6,7,9,10,11,12,13,14,15,16;2,3,4,5,6,7,8,10,11,12,13,14,15,16;2,3,4,5,6,8,9,11,12,13,14,15;2,3,4,5,6,7,8,9,10,12,13,14,15,16;2,4,5,6,8,9,10,11,13,14,15,16;2,3,4,5,6,7,8,9,10,11,12,14,15,16;2,3,4,6,8,9,10,11,12,13,15,16;2,3,4,5,6,7,8,9,10,11,12,13,14,16;2,3,4,5,6,8,9,11,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	1220	8	8	;3,4,5,6,7,8,9,11,12,14,15,16;2,4,5,6,8,9,10,11,13,14,15,16;2,3,5,6,7,8,9,11,12,13,14,16;2,3,4,6,8,9,10,11,12,13,15,16;2,3,4,5,7,8,9,10,11,12,13,14,15,16;2,4,6,8,9,11,13,15;2,3,4,5,6,7,9,10,11,12,13,14,15,16;2,3,4,5,6,7,8,10,11,12,13,14,15,16;3,5,6,8,9,11,12,14;2,3,4,5,6,7,8,9,10,12,13,14,15,16;2,4,5,6,8,9,10,11,13,14,15,16;3,4,5,6,7,8,9,11,12,14,15,16;2,3,4,6,8,9,10,11,12,13,15,16;2,3,5,6,7,8,9,11,12,13,14,16;2,3,4,5,6,8,9,11,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	1221	8	8	;3,4,5,6,7,8,9,11,12,14,15,16;2,4,5,6,7,8,9,10,11,12,13,14,15,16;2,3,5,6,7,8,9,11,12,13,14,16;2,3,4,6,7,8,9,10,11,12,13,14,15,16;2,3,4,5,7,8,9,10,11,12,13,14,15,16;2,3,4,5,6,8,9,11,12,13,14,15;2,3,4,5,6,7,9,10,11,12,13,14,15,16;2,3,4,5,6,7,8,10,11,12,13,14,15,16;3,5,6,8,9,11,12,14;2,3,4,5,6,7,8,9,10,12,13,14,15,16;2,3,4,5,6,7,8,9,10,11,13,14,15,16;3,4,5,6,7,8,9,11,12,14,15,16;2,3,4,5,6,7,8,9,10,11,12,13,15,16;2,3,5,6,7,8,9,11,12,13,14,16;2,3,4,5,6,8,9,11,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	1222	8	8	;3,4,5,6,7,8,9,10,11,12,13,14,15,16;2,4,5,6,7,8,9,10,11,12,13,14,15,16;2,3,5,6,7,8,9,10,11,12,13,14,15,16;2,3,4,6,7,8,9,10,11,12,13,14,15,16;2,3,4,5,7,8,9,10,11,12,13,14,15,16;2,3,4,5,6,8,9,11,12,13,14,15;2,3,4,5,6,7,9,10,11,12,13,14,15,16;2,3,4,5,6,7,8,10,11,12,13,14,15,16;2,3,4,5,6,8,9,11,12,13,14,15;2,3,4,5,6,7,8,9,10,12,13,14,15,16;2,3,4,5,6,7,8,9,10,11,13,14,15,16;2,3,4,5,6,7,8,9,10,11,12,14,15,16;2,3,4,5,6,7,8,9,10,11,12,13,15,16;2,3,4,5,6,7,8,9,10,11,12,13,14,16;2,3,4,5,6,8,9,11,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	1223	8	8	;3,4,5,6,7,8,9,10,12,13,15,16;2,4,5,6,7,8,9,10,12,13,14,16;2,3,5,6,7,8,9,11,12,13,14,16;2,3,4,6,7,8,10,11,12,13,14,16;2,3,4,5,7,8,9,10,12,13,14,15;2,3,4,5,6,8,9,10,11,12,13,14,15,16;2,3,4,5,6,7,9,10,11,12,13,14,15,16;2,3,4,6,7,8,10,11,12,13,14,16;2,3,5,6,7,8,9,11,12,13,14,16;4,5,7,8,9,10,12,13;2,3,4,5,6,7,8,9,10,11,13,14,15,16;2,3,4,5,6,7,8,9,10,11,12,14,15,16;3,4,5,6,7,8,9,10,12,13,15,16;2,6,7,8,12,13,14,16;2,3,4,5,7,8,9,10,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	1224	8	8	;3,4,5,6,7,8,10,11,13,14,15,16;2,4,5,6,7,8,9,10,11,12,13,14,15,16;2,3,5,6,7,8,9,11,12,13,14,16;2,3,4,6,7,8,9,10,11,12,13,14,15,16;2,3,4,5,7,8,9,10,12,13,14,15;2,3,4,5,6,8,9,10,11,12,13,14,15,16;2,3,4,5,6,7,9,10,11,12,13,14,15,16;3,4,5,6,7,8,10,11,13,14,15,16;2,3,5,6,7,8,9,11,12,13,14,16;2,3,4,5,7,8,9,10,12,13,14,15;3,4,5,6,7,8,10,11,13,14,15,16;2,3,4,5,6,7,8,9,10,11,12,14,15,16;2,3,4,5,6,7,8,9,10,11,12,13,15,16;2,3,5,6,7,8,9,11,12,13,14,16;2,3,4,5,7,8,9,10,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	1225	8	8	;3,4,5,6,7,8,9,11,12,14,15,16;2,4,5,6,7,8,9,10,11,12,13,14,15,16;2,3,5,6,7,8,9,10,11,12,13,14,15,16;2,3,4,6,7,8,10,11,12,13,14,16;2,3,4,5,7,8,9,10,12,13,14,15;2,3,4,5,6,8,9,10,11,12,13,14,15,16;2,3,4,5,6,7,9,10,11,12,13,14,15,16;2,3,4,6,7,8,10,11,12,13,14,16;3,4,5,6,7,8,9,11,12,14,15,16;2,3,4,5,7,8,9,10,12,13,14,15;2,3,4,5,6,7,8,9,10,11,13,14,15,16;3,4,5,6,7,8,9,11,12,14,15,16;2,3,4,5,6,7,8,9,10,11,12,13,15,16;2,3,4,6,7,8,10,11,12,13,14,16;2,3,4,5,7,8,9,10,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	1226	8	8	;3,4,5,6,7,8,10,11,13,14,15,16;2,4,5,6,7,8,9,10,12,13,14,16;2,3,5,6,7,8,9,10,11,12,13,14,15,16;2,3,4,6,7,8,9,10,11,12,13,14,15,16;2,3,4,5,7,8,9,10,11,12,13,14,15,16;2,3,4,5,6,8,9,11,12,13,14,15;2,3,4,5,6,7,9,10,11,12,13,14,15,16;3,4,5,6,7,8,10,11,13,14,15,16;2,3,4,5,6,8,9,11,12,13,14,15;2,4,5,6,7,8,9,10,12,13,14,16;3,4,5,6,7,8,10,11,13,14,15,16;2,3,4,5,6,7,8,9,10,11,12,14,15,16;2,3,4,5,6,7,8,9,10,11,12,13,15,16;2,4,5,6,7,8,9,10,12,13,14,16;2,3,4,5,6,8,9,11,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	1227	8	8	;3,4,5,6,7,8,9,11,12,14,15,16;2,4,5,6,7,8,9,10,12,13,14,16;2,3,5,6,7,8,9,11,12,13,14,16;2,3,4,6,7,8,10,11,12,13,14,16;2,3,4,5,7,8,9,10,11,12,13,14,15,16;2,3,4,5,6,8,9,11,12,13,14,15;2,3,4,5,6,7,9,10,11,12,13,14,15,16;2,3,4,6,7,8,10,11,12,13,14,16;3,5,6,8,9,11,12,14;2,4,5,6,7,8,9,10,12,13,14,16;2,3,4,5,6,7,8,9,10,11,13,14,15,16;3,4,5,6,7,8,9,11,12,14,15,16;2,3,4,5,6,7,8,9,10,11,12,13,15,16;2,6,7,8,12,13,14,16;2,3,4,5,6,8,9,11,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	1228	8	8	;3,4,5,6,7,8,15,16;2,4,5,6,7,8,9,10,11,12,13,14,15,16;2,3,5,6,7,8,9,11,12,13,14,16;2,3,4,6,7,8,9,10,11,12,13,14,15,16;2,3,4,5,7,8,9,10,11,12,13,14,15,16;2,3,4,5,6,8,9,11,12,13,14,15;2,3,4,5,6,7,9,10,11,12,13,14,15,16;3,4,5,6,7,8,10,11,13,14,15,16;3,5,6,8,9,11,12,14;3,4,5,6,7,8,9,10,12,13,15,16;3,4,5,6,7,8,10,11,13,14,15,16;3,4,5,6,7,8,9,11,12,14,15,16;3,4,5,6,7,8,9,10,12,13,15,16;2,3,5,6,7,8,9,11,12,13,14,16;2,3,4,5,6,8,9,11,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	1229	8	8	;3,4,5,6,7,8,9,10,12,13,15,16;2,4,5,6,7,8,9,10,11,12,13,14,15,16;2,3,5,6,7,8,9,10,11,12,13,14,15,16;2,3,4,6,7,8,10,11,12,13,14,16;2,3,4,5,7,8,9,10,11,12,13,14,15,16;2,3,4,5,6,8,9,11,12,13,14,15;2,3,4,5,6,7,9,10,11,12,13,14,15,16;2,3,4,6,7,8,10,11,12,13,14,16;2,3,4,5,6,8,9,11,12,13,14,15;3,4,5,6,7,8,9,10,12,13,15,16;2,3,4,5,6,7,8,9,10,11,13,14,15,16;2,3,4,5,6,7,8,9,10,11,12,14,15,16;3,4,5,6,7,8,9,10,12,13,15,16;2,3,4,6,7,8,10,11,12,13,14,16;2,3,4,5,6,8,9,11,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	1230	8	8	;3,4,5,6,7,8,9,10,12,13,15,16;2,4,5,6,7,8,9,10,12,13,14,16;2,3,5,6,7,8,9,10,11,12,13,14,15,16;2,3,4,6,7,8,9,10,11,12,13,14,15,16;2,3,4,5,7,8,9,10,12,13,14,15;2,3,4,5,6,8,9,10,11,12,13,14,15,16;2,3,4,5,6,7,9,10,11,12,13,14,15,16;2,3,4,5,6,7,8,10,11,12,13,14,15,16;2,3,4,5,6,7,8,9,11,12,13,14,15,16;4,5,7,8,9,10,12,13;2,3,4,5,6,7,8,9,10,11,13,14,15,16;2,3,4,5,6,7,8,9,10,11,12,14,15,16;3,4,5,6,7,8,9,10,12,13,15,16;2,4,5,6,7,8,9,10,12,13,14,16;2,3,4,5,7,8,9,10,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	1231	8	8	;3,4,5,6,7,8,9,10,11,12,13,14,15,16;2,4,5,6,7,8,9,10,11,12,13,14,15,16;2,3,5,6,7,8,9,10,11,12,13,14,15,16;2,3,4,6,7,8,9,10,11,12,13,14,15,16;2,3,4,5,7,8,9,10,12,13,14,15;2,3,4,5,6,8,9,10,11,12,13,14,15,16;2,3,4,5,6,7,9,10,11,12,13,14,15,16;2,3,4,5,6,7,8,10,11,12,13,14,15,16;2,3,4,5,6,7,8,9,11,12,13,14,15,16;2,3,4,5,7,8,9,10,12,13,14,15;2,3,4,5,6,7,8,9,10,11,13,14,15,16;2,3,4,5,6,7,8,9,10,11,12,14,15,16;2,3,4,5,6,7,8,9,10,11,12,13,15,16;2,3,4,5,6,7,8,9,10,11,12,13,14,16;2,3,4,5,7,8,9,10,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	1232	8	8	;3,4,5,6,7,8,9,10,11,12,13,14,15,16;2,4,5,6,7,8,9,10,11,12,13,14,15,16;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,7,8,9,10,11,12,14,15,16;2,3,7,8,9,10,14,15;2,3,4,5,6,8,9,10,11,12,13,14,15,16;2,3,4,5,6,7,9,10,11,12,13,14,15,16;2,3,4,5,6,7,8,10,11,12,13,14,15,16;2,3,4,5,6,7,8,9,11,12,13,14,15,16;2,3,4,5,7,8,9,10,12,13,14,15;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,7,8,9,10,11,12,14,15,16;2,3,4,5,6,7,8,9,10,11,12,13,15,16;2,3,4,5,6,7,8,9,10,11,12,13,14,16;2,3,4,5,7,8,9,10,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	1233	8	8	;3,4,5,6,7,8,9,10,11,12,13,14,15,16;2,4,5,6,7,8,9,10,12,13,14,16;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,6,7,8,9,10,11,12,13,14,15,16;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,5,6,8,9,11,12,13,14,15;2,3,4,5,6,7,9,10,11,12,13,14,15,16;2,3,4,5,6,7,8,10,11,12,13,14,15,16;2,3,4,5,6,8,9,11,12,13,14,15;2,4,5,6,7,8,9,10,12,13,14,16;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,5,6,7,8,9,10,11,12,14,15,16;2,3,4,5,6,7,8,9,10,11,12,13,15,16;2,4,5,6,7,8,9,10,12,13,14,16;2,3,4,5,6,8,9,11,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	1234	8	8	;3,4,5,6,7,8,9,10,11,12,13,14,15,16;2,4,5,6,7,8,9,10,12,13,14,16;2,3,5,6,7,8,9,10,11,12,13,14,15,16;2,3,4,7,8,9,10,11,12,14,15,16;2,3,4,7,8,9,10,11,12,14,15,16;2,3,4,5,6,8,9,11,12,13,14,15;2,3,4,5,6,7,9,10,11,12,13,14,15,16;2,3,4,5,6,7,8,10,11,12,13,14,15,16;2,3,4,5,6,8,9,11,12,13,14,15;2,4,5,6,7,8,9,10,12,13,14,16;2,3,4,5,6,7,8,9,10,11,13,14,15,16;2,3,4,7,8,9,10,11,12,14,15,16;2,3,4,5,6,7,8,9,10,11,12,13,15,16;2,4,5,6,7,8,9,10,12,13,14,16;2,3,4,5,6,8,9,11,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	1235	8	8	;3,4,5,6,7,8,9,10,12,13,15,16;2,4,5,6,7,8,9,10,11,12,13,14,15,16;2,3,5,6,7,8,9,10,11,12,13,14,15,16;2,3,4,7,8,9,10,11,12,14,15,16;2,3,4,7,8,9,10,11,12,14,15,16;2,3,4,5,6,8,9,11,12,13,14,15;2,3,4,5,6,7,9,10,11,12,13,14,15,16;2,3,4,5,6,7,8,10,11,12,13,14,15,16;2,3,4,5,6,8,9,11,12,13,14,15;3,4,5,6,7,8,9,10,12,13,15,16;2,3,4,5,6,7,8,9,10,11,13,14,15,16;2,3,4,7,8,9,10,11,12,14,15,16;3,4,5,6,7,8,9,10,12,13,15,16;2,3,4,5,6,7,8,9,10,11,12,13,14,16;2,3,4,5,6,8,9,11,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	1236	8	8	;3,4,5,6,7,8,9,10,12,13,15,16;2,4,5,6,7,8,9,10,11,12,13,14,15,16;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,6,7,8,9,10,11,12,13,14,15,16;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,5,6,8,9,11,12,13,14,15;2,3,4,5,6,7,9,10,11,12,13,14,15,16;2,3,4,5,6,7,8,10,11,12,13,14,15,16;2,3,4,5,6,8,9,11,12,13,14,15;3,4,5,6,7,8,9,10,12,13,15,16;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,5,6,7,8,9,10,11,12,14,15,16;3,4,5,6,7,8,9,10,12,13,15,16;2,3,4,5,6,7,8,9,10,11,12,13,14,16;2,3,4,5,6,8,9,11,12,13,14,15
