# GAP_VERSION=4.16.0
# SMALLGRP_VERSION=1.5.4
# MAX_Q_ORDER=16
q_order	q_id	structure	cover_order	exterior_order	all_exterior_subgroups	normal_kernel_count	kernel_serial	kernel_order	kernel_index	adjacency
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	761	8	8	;3,4,5,6,7,8,9,10,11,12,13,14,15,16;2,4,6,7,8,9,11,12,13,14,15,16;2,3,5,7,8,9,10,11,13,14,15,16;2,4,6,7,8,9,11,12,13,14,15,16;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,5,6,8,9,10,11,12,13,14,15,16;2,3,4,5,6,7,9,10,11,12,13,14,15,16;2,3,4,5,6,7,8,10,11,12,15,16;2,4,6,7,8,9,11,12,13,14,15,16;2,3,4,5,6,7,8,9,10,12,13,14,15,16;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,5,6,7,8,10,11,12,15,16;2,3,4,5,6,7,8,10,11,12,15,16;2,3,4,5,6,7,8,9,10,11,12,13,14,16;2,3,4,5,6,7,8,9,10,11,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	762	8	8	;3,5,6,8,9,10,11,12,13,14,15,16;2,5,6,7,8,10,11,12,13,14,15,16;5,8,10,11,13,14,15,16;2,3,4,6,7,8,9,10,11,12,13,14,15,16;2,3,5,7,8,9,10,11,13,14,15,16;3,5,6,8,9,10,11,12,13,14,15,16;2,3,4,5,6,7,9,10,11,12,13,14,15,16;2,5,6,7,8,10,11,12,13,14,15,16;2,3,4,5,6,7,8,9,11,12,13,14,15,16;2,3,4,5,6,7,8,9,10,12,13,14,15,16;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,5,6,7,8,9,10,11,12,14,15,16;2,3,4,5,6,7,8,9,10,11,12,13,15,16;2,3,4,5,6,7,8,9,10,11,12,13,14,16;2,3,4,5,6,7,8,9,10,11,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	763	8	8	;3,4,5,6,7,8,10,11,13,14,15,16;2,4,5,6,7,9,10,11,12,14,15,16;2,3,5,6,7,8,9,10,11,12,14,15;2,3,4,6,7,8,9,10,11,12,13,14,15,16;2,3,4,5,7,8,9,10,11,12,13,14,15,16;2,3,4,5,6,8,9,10,11,12,13,14,15,16;2,4,5,6,7,9,10,11,12,14,15,16;3,4,5,6,7,8,15,16;2,3,4,5,6,7,8,12,13,14,15,16;2,3,4,5,6,7,8,12,13,14,15,16;3,4,5,6,7,8,10,11,13,14,15,16;2,5,6,7,10,11,12,15;2,3,4,5,6,7,8,10,11,12,15,16;2,3,4,5,6,7,8,9,10,11,12,13,14,16;2,3,5,6,7,8,9,10,11,12,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	764	8	8	;3,4,5,6,7,8,9,10,11,12,13,14,15,16;2,5,6,7,10,11,12,15;2,5,6,7,8,10,11,12,13,14,15,16;2,3,4,6,7,8,10,11,12,13,14,16;2,3,4,5,7,8,9,10,11,12,13,14,15,16;2,3,4,5,6,8,9,10,11,12,13,14,15,16;2,4,5,6,7,9,10,11,12,14,15,16;2,6,7,8,12,13,14,16;2,3,4,5,6,7,8,12,13,14,15,16;2,3,4,5,6,7,8,12,13,14,15,16;2,3,4,5,6,7,8,9,10,11,13,14,15,16;2,4,5,6,7,9,10,11,12,14,15,16;2,4,5,6,7,8,9,10,11,12,13,15;2,3,4,6,7,8,10,11,12,13,14,16;2,4,5,6,7,8,9,10,11,12,13,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	765	8	8	;3,4,5,6,7,8,9,10,11,12,13,14,15,16;2,4,5,6,7,9,10,11,12,14,15,16;2,3,5,6,7,8,9,10,11,12,14,15;2,3,4,6,7,8,10,11,12,13,14,16;2,3,4,5,8,10,11,12,13,14,15,16;2,3,4,5,8,10,11,12,13,14,15,16;2,4,5,6,7,9,10,11,12,14,15,16;2,3,4,8,10,11,12,16;2,3,4,5,6,7,8,9,11,12,13,14,15,16;2,3,4,5,6,7,8,9,10,12,13,14,15,16;2,3,4,5,6,7,8,9,10,11,13,14,15,16;2,5,6,7,10,11,12,15;2,3,4,5,6,7,8,10,11,12,15,16;2,3,4,6,7,8,10,11,12,13,14,16;2,3,5,6,7,8,9,10,11,12,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	766	8	8	;3,4,5,6,7,8,10,11,13,14,15,16;2,5,6,7,8,10,11,12,13,14,15,16;2,5,6,7,10,11,12,15;2,3,4,6,7,8,9,10,11,12,13,14,15,16;2,3,4,5,8,10,11,12,13,14,15,16;2,3,4,5,8,10,11,12,13,14,15,16;2,3,5,6,7,9,10,11,12,13,15,16;5,8,10,11,13,14,15,16;2,3,4,5,6,7,8,9,11,12,13,14,15,16;2,3,4,5,6,7,8,9,10,12,13,14,15,16;3,4,5,6,7,8,10,11,13,14,15,16;2,3,5,6,7,8,9,10,11,12,14,15;2,3,5,6,7,9,10,11,12,13,15,16;2,3,4,5,6,7,8,9,10,11,12,13,14,16;2,3,5,6,7,8,9,10,11,12,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	767	8	8	;3,4,5,6,7,8,10,11,13,14,15,16;2,4,5,6,7,8,9,10,11,12,13,15;2,3,5,6,7,9,10,11,12,13,15,16;2,3,4,6,7,8,9,10,11,12,13,14,15,16;2,3,4,5,7,8,9,10,11,12,13,14,15,16;2,3,4,5,6,8,9,10,11,12,13,14,15,16;2,3,5,6,7,9,10,11,12,13,15,16;3,4,5,6,7,8,15,16;2,3,4,5,6,7,8,12,13,14,15,16;2,3,4,5,6,7,8,12,13,14,15,16;3,4,5,6,7,8,10,11,13,14,15,16;2,3,4,5,6,7,8,10,11,12,15,16;2,5,6,7,10,11,12,15;2,3,4,5,6,7,8,9,10,11,12,13,14,16;2,4,5,6,7,8,9,10,11,12,13,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	768	8	8	;3,4,5,6,7,8,9,10,11,12,13,14,15,16;2,5,6,7,8,10,11,12,13,14,15,16;2,5,6,7,10,11,12,15;2,3,4,6,7,8,10,11,12,13,14,16;2,3,4,5,7,8,9,10,11,12,13,14,15,16;2,3,4,5,6,8,9,10,11,12,13,14,15,16;2,3,5,6,7,9,10,11,12,13,15,16;2,6,7,8,12,13,14,16;2,3,4,5,6,7,8,12,13,14,15,16;2,3,4,5,6,7,8,12,13,14,15,16;2,3,4,5,6,7,8,9,10,11,13,14,15,16;2,3,5,6,7,8,9,10,11,12,14,15;2,3,5,6,7,9,10,11,12,13,15,16;2,3,4,6,7,8,10,11,12,13,14,16;2,3,5,6,7,8,9,10,11,12,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	769	8	8	;3,4,5,6,7,8,9,10,11,12,13,14,15,16;2,4,5,6,7,8,9,10,11,12,13,15;2,3,5,6,7,9,10,11,12,13,15,16;2,3,4,6,7,8,10,11,12,13,14,16;2,3,4,5,8,10,11,12,13,14,15,16;2,3,4,5,8,10,11,12,13,14,15,16;2,3,5,6,7,9,10,11,12,13,15,16;2,3,4,8,10,11,12,16;2,3,4,5,6,7,8,9,11,12,13,14,15,16;2,3,4,5,6,7,8,9,10,12,13,14,15,16;2,3,4,5,6,7,8,9,10,11,13,14,15,16;2,3,4,5,6,7,8,10,11,12,15,16;2,5,6,7,10,11,12,15;2,3,4,6,7,8,10,11,12,13,14,16;2,4,5,6,7,8,9,10,11,12,13,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	770	8	8	;3,4,5,6,7,8,10,11,13,14,15,16;2,4,5,6,7,8,9,10,11,12,13,15;2,3,5,6,7,8,9,10,11,12,14,15;2,3,4,6,7,8,10,11,12,13,14,16;2,3,4,5,7,8,9,10,11,12,13,14,15,16;2,3,4,5,6,8,9,10,11,12,13,14,15,16;2,3,4,5,6,7,10,11,12,13,14,15;3,4,6,7,10,11,13,14;2,3,4,5,6,7,8,9,11,12,13,14,15,16;2,3,4,5,6,7,8,9,10,12,13,14,15,16;3,4,5,6,7,8,10,11,13,14,15,16;2,3,5,6,7,8,9,10,11,12,14,15;2,4,5,6,7,8,9,10,11,12,13,15;2,3,4,6,7,8,10,11,12,13,14,16;2,5,6,7,10,11,12,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	771	8	8	;3,4,5,6,7,8,9,10,11,12,13,14,15,16;2,4,6,8,9,11,13,15;2,3,6,7,8,9,10,12,13,14,15,16;2,6,7,8,12,13,14,16;2,3,4,5,7,8,9,10,11,12,13,14,15,16;2,4,5,6,8,9,10,11,13,14,15,16;2,3,4,5,6,7,9,10,11,12,13,14,15,16;2,3,4,6,7,8,10,11,12,13,14,16;2,4,6,7,8,9,11,12,13,14,15,16;2,3,6,7,8,9,10,12,13,14,15,16;2,4,5,6,8,9,10,11,13,14,15,16;2,3,4,5,6,7,8,9,10,11,12,14,15,16;2,4,5,6,7,8,9,10,11,12,13,15;2,3,4,6,7,8,10,11,12,13,14,16;2,4,5,6,7,8,9,10,11,12,13,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	772	8	8	;3,4,5,6,7,8,10,11,13,14,15,16;2,4,5,6,8,9,10,11,13,14,15,16;2,3,7,8,9,10,14,15;2,3,6,7,8,9,10,12,13,14,15,16;2,3,5,7,8,9,10,11,13,14,15,16;2,4,5,6,8,9,10,11,13,14,15,16;2,3,4,5,6,7,9,10,11,12,13,14,15,16;3,4,5,6,7,8,10,11,13,14,15,16;2,3,4,5,6,7,8,9,11,12,13,14,15,16;2,3,6,7,8,9,10,12,13,14,15,16;5,8,10,11,13,14,15,16;2,3,5,6,7,8,9,10,11,12,14,15;2,3,4,5,6,7,8,9,10,11,12,13,15,16;2,3,4,5,6,7,8,9,10,11,12,13,14,16;2,3,5,6,7,8,9,10,11,12,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	773	8	8	;3,4,5,6,7,8,9,10,11,12,13,14,15,16;2,4,5,6,7,9,10,11,12,14,15,16;2,3,5,7,9,11,13,16;2,3,4,6,7,8,9,10,11,12,13,14,15,16;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,5,6,8,9,10,11,12,13,14,15,16;2,5,6,7,10,11,12,15;2,3,4,5,6,7,10,11,12,13,14,15;2,3,5,6,7,8,9,11,12,13,14,16;2,3,4,5,6,7,8,9,10,12,13,14,15,16;2,3,5,7,8,9,10,11,13,14,15,16;2,4,5,6,7,9,10,11,12,14,15,16;2,3,5,6,7,9,10,11,12,13,15,16;2,3,5,6,7,8,9,11,12,13,14,16;2,3,4,5,6,7,10,11,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	774	8	8	;3,4,5,6,7,8,9,10,11,12,13,14,15,16;2,5,6,7,8,10,11,12,13,14,15,16;2,5,6,7,8,10,11,12,13,14,15,16;2,3,4,6,7,8,9,10,11,12,13,14,15,16;2,3,4,5,7,8,9,10,11,12,13,14,15,16;2,3,4,5,6,8,9,10,11,12,13,14,15,16;2,3,4,5,6,7,10,11,12,13,14,15;2,5,6,7,10,11,12,15;2,3,4,5,6,7,8,9,11,12,13,14,15,16;2,3,4,5,6,7,8,9,10,12,13,14,15,16;2,3,4,5,6,7,8,9,10,11,13,14,15,16;2,3,4,5,6,7,8,10,11,12,15,16;2,3,4,5,6,7,8,10,11,12,15,16;2,3,4,5,6,7,8,9,10,11,12,13,14,16;2,3,4,5,6,7,10,11,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	775	8	8	;3,4,5,6,7,8,9,10,11,12,13,14,15,16;2,4,5,6,7,8,9,10,12,13,14,16;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,6,7,8,9,10,11,12,13,14,15,16;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,5,6,8,9,10,11,12,13,14,15,16;2,3,4,5,6,7,10,11,12,13,14,15;2,3,4,5,6,7,10,11,12,13,14,15;2,3,4,5,6,7,8,9,11,12,13,14,15,16;2,4,5,6,7,8,9,10,12,13,14,16;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,5,6,7,8,9,10,11,12,14,15,16;2,3,4,5,6,7,8,9,10,11,12,13,15,16;2,4,5,6,7,8,9,10,12,13,14,16;2,3,4,5,6,7,10,11,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	776	8	8	;3,4,5,6,7,8,10,11,13,14,15,16;2,4,5,6,7,8,9,10,12,13,14,16;2,3,5,6,7,8,9,11,12,13,14,16;2,3,4,6,7,8,10,11,12,13,14,16;2,3,4,5,7,8,9,10,11,12,13,14,15,16;2,3,4,5,6,8,9,10,11,12,13,14,15,16;2,3,4,5,6,7,10,11,12,13,14,15;3,4,6,7,10,11,13,14;2,3,5,6,7,8,9,11,12,13,14,16;2,4,5,6,7,8,9,10,12,13,14,16;3,4,5,6,7,8,10,11,13,14,15,16;2,3,4,5,6,7,8,9,10,11,12,14,15,16;2,3,4,5,6,7,8,9,10,11,12,13,15,16;2,6,7,8,12,13,14,16;2,3,4,5,6,7,10,11,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	777	8	8	;3,4,5,6,7,8,9,10,11,12,13,14,15,16;2,4,5,6,8,9,10,11,13,14,15,16;2,3,5,6,7,8,9,11,12,13,14,16;2,3,4,6,7,8,9,10,11,12,13,14,15,16;2,3,4,5,7,8,9,10,11,12,13,14,15,16;2,4,5,6,8,9,10,11,13,14,15,16;2,3,4,5,6,7,10,11,12,13,14,15;2,3,4,5,6,7,10,11,12,13,14,15;2,3,5,6,7,8,9,11,12,13,14,16;2,3,4,5,6,7,8,9,10,12,13,14,15,16;2,4,5,6,8,9,10,11,13,14,15,16;2,3,4,5,6,7,8,9,10,11,12,14,15,16;2,3,4,5,6,7,8,9,10,11,12,13,15,16;2,3,5,6,7,8,9,11,12,13,14,16;2,3,4,5,6,7,10,11,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	778	8	8	;3,4,5,6,7,8,9,10,11,12,13,14,15,16;2,4,5,6,7,8,9,10,11,12,13,15;2,3,5,6,7,8,9,10,11,12,14,15;2,3,4,6,7,8,9,10,11,12,13,14,15,16;2,3,4,5,8,10,11,12,13,14,15,16;2,3,4,5,8,10,11,12,13,14,15,16;2,3,4,5,6,7,10,11,12,13,14,15;2,3,4,5,12,13,14,15;2,3,4,5,6,7,8,12,13,14,15,16;2,3,4,5,6,7,8,12,13,14,15,16;2,3,4,5,6,7,8,9,10,11,13,14,15,16;2,3,5,6,7,8,9,10,11,12,14,15;2,4,5,6,7,8,9,10,11,12,13,15;2,3,4,5,6,7,8,9,10,11,12,13,14,16;2,5,6,7,10,11,12,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	779	8	8	;3,4,5,6,7,8,9,10,11,12,13,14,15,16;2,4,5,6,7,8,9,10,12,13,14,16;2,3,5,7,9,11,13,16;2,3,4,6,7,8,10,11,12,13,14,16;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,5,6,8,9,10,11,12,13,14,15,16;2,3,5,6,7,9,10,11,12,13,15,16;2,3,4,6,7,8,10,11,12,13,14,16;2,3,5,6,7,8,9,11,12,13,14,16;2,4,5,6,7,8,9,10,12,13,14,16;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,5,6,7,8,9,10,11,12,14,15,16;2,3,5,6,7,9,10,11,12,13,15,16;2,6,7,8,12,13,14,16;2,3,4,5,6,7,8,9,10,11,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	780	8	8	;3,4,5,6,7,8,10,11,13,14,15,16;2,4,5,6,7,8,9,10,12,13,14,16;2,3,5,6,7,9,10,11,12,13,15,16;2,3,4,6,7,8,9,10,11,12,13,14,15,16;2,3,4,5,7,8,9,10,11,12,13,14,15,16;2,3,4,5,6,8,9,10,11,12,13,14,15,16;2,3,5,6,7,9,10,11,12,13,15,16;3,4,5,6,7,8,10,11,13,14,15,16;2,3,4,5,6,7,8,9,11,12,13,14,15,16;2,4,5,6,7,8,9,10,12,13,14,16;3,4,5,6,7,8,10,11,13,14,15,16;2,3,4,5,6,7,8,9,10,11,12,14,15,16;2,3,5,6,7,9,10,11,12,13,15,16;2,4,5,6,7,8,9,10,12,13,14,16;2,3,4,5,6,7,8,9,10,11,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	781	8	8	;3,4,5,6,7,8,9,10,11,12,13,14,15,16;2,4,5,6,8,9,10,11,13,14,15,16;2,3,5,6,7,9,10,11,12,13,15,16;2,3,4,6,7,8,10,11,12,13,14,16;2,3,4,5,7,8,9,10,11,12,13,14,15,16;2,4,5,6,8,9,10,11,13,14,15,16;2,3,5,6,7,9,10,11,12,13,15,16;2,3,4,6,7,8,10,11,12,13,14,16;2,3,4,5,6,7,8,9,11,12,13,14,15,16;2,3,4,5,6,7,8,9,10,12,13,14,15,16;2,4,5,6,8,9,10,11,13,14,15,16;2,3,4,5,6,7,8,9,10,11,12,14,15,16;2,3,5,6,7,9,10,11,12,13,15,16;2,3,4,6,7,8,10,11,12,13,14,16;2,3,4,5,6,7,8,9,10,11,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	782	8	8	;3,4,5,6,7,8,9,10,11,12,13,14,15,16;2,4,5,6,7,9,10,11,12,14,15,16;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,6,7,8,9,10,11,12,13,14,15,16;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,5,6,8,9,10,11,12,13,14,15,16;2,4,5,6,7,9,10,11,12,14,15,16;2,3,4,5,6,7,8,12,13,14,15,16;2,3,4,5,6,7,8,12,13,14,15,16;2,3,4,5,6,7,8,12,13,14,15,16;2,3,5,7,8,9,10,11,13,14,15,16;2,4,5,6,7,9,10,11,12,14,15,16;2,3,4,5,6,7,8,9,10,11,12,13,15,16;2,3,4,5,6,7,8,9,10,11,12,13,14,16;2,3,4,5,6,7,8,9,10,11,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	783	8	8	;4,5,7,8,9,10,11,12,13,14,15,16;4,7,9,11,12,14,15,16;2,3,5,6,7,8,9,11,12,13,14,16;2,4,6,7,8,9,11,12,13,14,15,16;4,5,7,8,9,10,11,12,13,14,15,16;2,3,4,5,6,8,9,10,11,12,13,14,15,16;2,4,5,6,7,9,10,11,12,14,15,16;2,3,4,5,6,7,8,12,13,14,15,16;2,6,7,8,12,13,14,16;2,3,4,5,6,7,8,12,13,14,15,16;2,3,4,5,6,7,8,9,10,11,13,14,15,16;2,4,5,6,7,9,10,11,12,14,15,16;2,3,4,5,6,7,8,9,10,11,12,13,15,16;2,3,5,6,7,8,9,11,12,13,14,16;2,3,4,5,6,7,8,9,10,11,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	784	8	8	;3,4,5,6,7,8,9,10,11,12,13,14,15,16;2,4,5,6,7,9,10,11,12,14,15,16;2,3,5,6,7,8,9,11,12,13,14,16;2,3,4,6,7,8,9,10,11,12,13,14,15,16;2,3,4,5,8,10,11,12,13,14,15,16;2,3,4,5,8,10,11,12,13,14,15,16;2,4,5,6,7,9,10,11,12,14,15,16;2,3,4,5,8,10,11,12,13,14,15,16;2,3,5,6,7,8,9,11,12,13,14,16;2,3,4,5,6,7,8,9,10,12,13,14,15,16;2,3,4,5,6,7,8,9,10,11,13,14,15,16;2,4,5,6,7,9,10,11,12,14,15,16;2,3,4,5,6,7,8,9,10,11,12,13,15,16;2,3,5,6,7,8,9,11,12,13,14,16;2,3,4,5,6,7,8,9,10,11,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	785	8	8	;4,5,7,8,9,10,11,12,13,14,15,16;4,5,7,8,9,10,11,12,13,14,15,16;2,3,5,7,9,11,13,16;2,3,4,6,7,8,9,10,11,12,13,14,15,16;5,8,10,11,13,14,15,16;2,3,4,5,8,10,11,12,13,14,15,16;2,3,5,6,7,9,10,11,12,13,15,16;2,3,4,5,8,10,11,12,13,14,15,16;2,3,5,6,7,8,9,11,12,13,14,16;2,3,4,5,6,7,8,9,10,12,13,14,15,16;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,5,6,7,8,9,10,11,12,14,15,16;2,3,5,6,7,9,10,11,12,13,15,16;2,3,5,6,7,8,9,11,12,13,14,16;2,3,4,5,6,7,8,9,10,11,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	786	8	8	;3,4,5,6,7,8,9,10,11,12,13,14,15,16;2,4,6,7,8,9,11,12,13,14,15,16;2,3,5,7,9,11,13,16;2,4,6,7,8,9,11,12,13,14,15,16;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,5,6,8,9,10,11,12,13,14,15,16;2,3,5,6,7,9,10,11,12,13,15,16;2,3,4,5,6,7,8,12,13,14,15,16;2,6,7,8,12,13,14,16;2,3,4,5,6,7,8,12,13,14,15,16;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,5,6,7,8,9,10,11,12,14,15,16;2,3,5,6,7,9,10,11,12,13,15,16;2,3,5,6,7,8,9,11,12,13,14,16;2,3,4,5,6,7,8,9,10,11,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	787	8	8	;4,5,7,8,9,10,11,12,13,14,15,16;4,5,7,8,9,10,11,12,13,14,15,16;2,3,5,6,7,9,10,11,12,13,15,16;2,3,4,6,7,8,9,10,11,12,13,14,15,16;4,5,7,8,9,10,11,12,13,14,15,16;2,3,4,5,6,8,9,10,11,12,13,14,15,16;2,3,5,6,7,9,10,11,12,13,15,16;2,3,4,5,6,7,8,12,13,14,15,16;2,3,4,5,6,7,8,12,13,14,15,16;2,3,4,5,6,7,8,12,13,14,15,16;2,3,4,5,6,7,8,9,10,11,13,14,15,16;2,3,4,5,6,7,8,9,10,11,12,14,15,16;2,3,5,6,7,9,10,11,12,13,15,16;2,3,4,5,6,7,8,9,10,11,12,13,14,16;2,3,4,5,6,7,8,9,10,11,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	788	8	8	;3,4,5,6,7,8,9,10,11,12,13,14,15,16;2,4,6,7,8,9,11,12,13,14,15,16;2,3,5,6,7,9,10,11,12,13,15,16;2,4,6,7,8,9,11,12,13,14,15,16;2,3,4,5,8,10,11,12,13,14,15,16;2,3,4,5,8,10,11,12,13,14,15,16;2,3,5,6,7,9,10,11,12,13,15,16;2,3,4,5,8,10,11,12,13,14,15,16;2,4,6,7,8,9,11,12,13,14,15,16;2,3,4,5,6,7,8,9,10,12,13,14,15,16;2,3,4,5,6,7,8,9,10,11,13,14,15,16;2,3,4,5,6,7,8,9,10,11,12,14,15,16;2,3,5,6,7,9,10,11,12,13,15,16;2,3,4,5,6,7,8,9,10,11,12,13,14,16;2,3,4,5,6,7,8,9,10,11,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	789	8	8	;3,4,5,6,7,8,9,10,11,12,13,14,15,16;2,4,6,7,8,9,11,12,13,14,15,16;2,3,5,7,8,9,10,11,13,14,15,16;2,4,6,7,8,9,11,12,13,14,15,16;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,5,6,8,9,10,11,12,13,14,15,16;2,3,4,5,6,7,10,11,12,13,14,15;2,3,4,5,6,7,10,11,12,13,14,15;2,4,6,7,8,9,11,12,13,14,15,16;2,3,4,5,6,7,8,9,10,12,13,14,15,16;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,5,6,7,8,9,10,11,12,14,15,16;2,3,4,5,6,7,8,9,10,11,12,13,15,16;2,3,4,5,6,7,8,9,10,11,12,13,14,16;2,3,4,5,6,7,10,11,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	790	8	8	;3,4,5,6,7,8,10,11,13,14,15,16;2,4,5,6,8,9,10,11,13,14,15,16;2,3,5,7,9,11,13,16;2,3,4,6,7,8,9,10,11,12,13,14,15,16;2,3,5,7,8,9,10,11,13,14,15,16;2,4,5,6,8,9,10,11,13,14,15,16;2,3,5,6,7,9,10,11,12,13,15,16;3,4,5,6,7,8,10,11,13,14,15,16;2,3,5,6,7,8,9,11,12,13,14,16;2,3,4,5,6,7,8,9,10,12,13,14,15,16;5,8,10,11,13,14,15,16;2,3,4,5,6,7,8,9,10,11,12,14,15,16;2,3,5,6,7,9,10,11,12,13,15,16;2,3,5,6,7,8,9,11,12,13,14,16;2,3,4,5,6,7,8,9,10,11,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	791	8	8	;3,4,6,7,10,11,13,14;2,5,6,7,8,10,11,12,13,14,15,16;2,5,6,7,8,10,11,12,13,14,15,16;3,4,6,7,9,10,11,12,13,14,15,16;2,3,4,5,8,10,11,12,13,14,15,16;2,3,4,5,8,10,11,12,13,14,15,16;3,4,6,7,9,10,11,12,13,14,15,16;5,8,10,11,13,14,15,16;2,3,4,5,6,7,8,9,11,12,13,14,15,16;2,3,4,5,6,7,8,9,10,12,13,14,15,16;3,4,5,6,7,8,10,11,13,14,15,16;2,3,4,5,6,7,8,9,10,11,12,14,15,16;2,3,4,5,6,7,8,9,10,11,12,13,15,16;3,4,5,6,7,8,9,10,11,12,13,14;3,4,5,6,7,8,9,10,11,12,13,14
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	792	8	8	;3,4,5,6,7,8,9,10,11,12,13,14,15,16;2,4,5,6,7,9,10,11,12,14,15,16;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,6,7,8,10,11,12,13,14,16;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,5,6,8,9,10,11,12,13,14,15,16;2,4,5,6,7,9,10,11,12,14,15,16;2,3,4,6,7,8,10,11,12,13,14,16;2,3,4,5,6,7,8,9,11,12,13,14,15,16;2,3,4,5,6,7,8,9,10,12,13,14,15,16;2,3,5,7,8,9,10,11,13,14,15,16;2,4,5,6,7,9,10,11,12,14,15,16;2,3,4,5,6,7,8,9,10,11,12,13,15,16;2,3,4,6,7,8,10,11,12,13,14,16;2,3,4,5,6,7,8,9,10,11,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	793	8	8	;4,5,7,8,9,10,11,12,13,14,15,16;4,5,7,8,9,10,11,12,13,14,15,16;2,3,5,6,7,8,9,11,12,13,14,16;2,3,4,6,7,8,9,10,11,12,13,14,15,16;4,5,7,8,9,10,11,12,13,14,15,16;2,3,4,5,6,8,9,10,11,12,13,14,15,16;2,3,4,5,6,7,10,11,12,13,14,15;2,3,4,5,6,7,10,11,12,13,14,15;2,3,5,6,7,8,9,11,12,13,14,16;2,3,4,5,6,7,8,9,10,12,13,14,15,16;2,3,4,5,6,7,8,9,10,11,13,14,15,16;2,3,4,5,6,7,8,9,10,11,12,14,15,16;2,3,4,5,6,7,8,9,10,11,12,13,15,16;2,3,5,6,7,8,9,11,12,13,14,16;2,3,4,5,6,7,10,11,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	794	8	8	;3,4,5,6,7,8,10,11,13,14,15,16;2,4,5,6,7,9,10,11,12,14,15,16;2,3,5,6,7,8,9,11,12,13,14,16;2,3,4,6,7,8,9,10,11,12,13,14,15,16;2,3,4,5,7,8,9,10,11,12,13,14,15,16;2,3,4,5,6,8,9,10,11,12,13,14,15,16;2,4,5,6,7,9,10,11,12,14,15,16;3,4,5,6,7,8,10,11,13,14,15,16;2,3,5,6,7,8,9,11,12,13,14,16;2,3,4,5,6,7,8,9,10,12,13,14,15,16;3,4,5,6,7,8,10,11,13,14,15,16;2,4,5,6,7,9,10,11,12,14,15,16;2,3,4,5,6,7,8,9,10,11,12,13,15,16;2,3,5,6,7,8,9,11,12,13,14,16;2,3,4,5,6,7,8,9,10,11,12,13,14,15
