# GAP_VERSION=4.16.0
# SMALLGRP_VERSION=1.5.4
# ORDERS=125,625,3125,15625
# EXPECTED_TOTALS=5,15,77,684
# CLIQUE_CUTOFF=8
# TARGET_CLIQUE=9
# SCOPE=finite_SmallGroups_orders_5^3_through_5^6_only
group_order	group_id	structure	center_order	coset_count	pc_relative_orders	status	witness_vertices	witness_exponents	witness_forward_products	witness_reverse_products	adjacency_masks
15625	163		25	625	5,5,5,5,5,5	clique_ge_9	2,3,16,17,22,32,47,48,52	1,0,0,0,0,0;0,1,0,0,0,0;1,1,1,0,0,0;1,1,0,0,0,1;0,1,1,1,0,0;1,2,1,0,0,0;2,1,1,0,0,1;2,1,0,0,0,2;1,3,1,0,0,0	1,1,0,0,0,0;2,1,1,0,0,0;2,1,0,0,0,1;1,1,1,1,0,0;2,2,1,0,0,0;3,1,1,0,0,1;3,1,0,0,0,2;2,3,1,0,0,0;1,2,1,0,0,1;1,2,0,0,0,2;0,2,1,1,0,0;1,3,1,0,0,1;2,2,1,0,0,3;2,2,0,0,0,4;1,4,1,0,0,1;2,2,1,1,0,2;1,2,2,2,0,1;2,3,2,2,0,3;3,2,2,1,0,4;3,2,1,1,0,4;2,4,2,3,0,4;1,2,1,1,0,1;2,3,1,0,0,2;3,2,1,0,0,4;3,2,0,0,0,0;2,4,1,0,0,2;1,3,2,3,0,4;2,2,2,2,0,0;2,2,1,2,0,4;1,4,2,4,0,0;3,3,2,1,0,1;3,3,1,1,0,1;2,0,2,3,1,0;4,2,1,1,0,0;3,4,2,3,0,0;3,4,1,0,0,3	1,1,0,0,0,1;2,1,1,0,0,1;2,1,0,0,0,2;1,1,1,1,0,1;2,2,1,0,0,2;3,1,1,0,0,2;3,1,0,0,0,3;2,3,1,0,0,3;1,2,1,1,0,0;1,2,0,0,0,1;0,2,1,2,0,0;1,3,1,1,0,0;2,2,1,1,0,1;2,2,0,0,0,2;1,4,1,1,0,0;2,2,1,0,0,2;1,2,2,2,0,3;2,3,2,1,0,3;3,2,2,1,0,3;3,2,1,0,0,3;2,4,2,1,0,4;1,2,1,2,0,2;2,3,1,1,0,3;3,2,1,1,0,3;3,2,0,0,0,4;2,4,1,1,0,4;1,3,2,2,0,1;2,2,2,2,0,2;2,2,1,1,0,2;1,4,2,2,0,1;3,3,2,2,0,4;3,3,1,0,0,3;2,0,2,2,1,0;4,2,1,0,0,0;3,4,2,1,0,3;3,4,1,1,0,3	
15625	164		25	625	5,5,5,5,5,5	clique_ge_9	2,3,16,17,22,32,47,48,52	1,0,0,0,0,0;0,1,0,0,0,0;1,1,1,0,0,0;1,1,0,0,0,1;0,1,1,1,0,0;1,2,1,0,0,0;2,1,1,0,0,1;2,1,0,0,0,2;1,3,1,0,0,0	1,1,0,0,0,0;2,1,1,0,0,0;2,1,0,0,0,1;1,1,1,1,0,0;2,2,1,0,0,0;3,1,1,0,0,1;3,1,0,0,0,2;2,3,1,0,0,0;1,2,1,0,0,1;1,2,0,0,0,2;0,2,1,1,0,0;1,3,1,0,0,1;2,2,1,0,0,3;2,2,0,0,0,4;1,4,1,0,0,1;2,2,1,1,0,2;1,2,2,2,0,1;2,3,2,2,0,3;3,2,2,1,0,4;3,2,1,1,0,4;2,4,2,3,0,4;1,2,1,1,0,1;2,3,1,0,0,2;3,2,1,0,0,4;3,2,0,0,0,0;2,4,1,0,0,2;1,3,2,3,0,4;2,2,2,2,0,0;2,2,1,2,0,4;1,4,2,4,0,0;3,3,2,1,0,1;3,3,1,1,0,1;2,0,2,3,0,0;4,2,1,1,0,0;3,4,2,3,0,0;3,4,1,0,0,3	1,1,0,0,0,1;2,1,1,0,0,1;2,1,0,0,0,2;1,1,1,1,0,1;2,2,1,0,0,2;3,1,1,0,0,2;3,1,0,0,0,3;2,3,1,0,0,3;1,2,1,1,0,0;1,2,0,0,0,1;0,2,1,2,0,0;1,3,1,1,0,0;2,2,1,1,0,1;2,2,0,0,0,2;1,4,1,1,0,0;2,2,1,0,0,2;1,2,2,2,0,3;2,3,2,1,0,3;3,2,2,1,0,3;3,2,1,0,0,3;2,4,2,1,0,4;1,2,1,2,0,2;2,3,1,1,0,3;3,2,1,1,0,3;3,2,0,0,0,4;2,4,1,1,0,4;1,3,2,2,0,1;2,2,2,2,0,2;2,2,1,1,0,2;1,4,2,2,0,1;3,3,2,2,0,4;3,3,1,0,0,3;2,0,2,2,0,0;4,2,1,0,0,0;3,4,2,1,0,3;3,4,1,1,0,3	
15625	165		25	625	5,5,5,5,5,5	clique_ge_9	2,3,16,17,22,32,47,48,52	1,0,0,0,0,0;0,1,0,0,0,0;1,1,1,0,0,0;1,1,0,0,0,1;0,1,1,0,1,0;1,2,1,0,0,0;2,1,1,0,0,1;2,1,0,0,0,2;1,3,1,0,0,0	1,1,0,0,0,0;2,1,1,0,0,0;2,1,0,0,0,1;1,1,1,0,1,0;2,2,1,0,0,0;3,1,1,0,0,1;3,1,0,0,0,2;2,3,1,0,0,0;1,2,1,0,0,1;1,2,0,0,0,2;0,2,1,0,1,0;1,3,1,0,0,1;2,2,1,0,0,3;2,2,0,0,0,4;1,4,1,0,0,1;2,2,1,0,1,2;1,2,2,0,2,1;2,3,2,0,2,3;3,2,2,0,1,4;3,2,1,0,1,4;2,4,2,0,3,4;1,2,1,0,1,1;2,3,1,0,0,2;3,2,1,0,0,4;3,2,0,0,0,0;2,4,1,0,0,2;1,3,2,0,3,4;2,2,2,0,2,0;2,2,1,0,2,4;1,4,2,0,4,0;3,3,2,0,1,1;3,3,1,0,1,1;2,0,2,0,3,0;4,2,1,0,1,0;3,4,2,0,3,0;3,4,1,0,0,3	1,1,0,0,0,1;2,1,1,0,0,1;2,1,0,0,0,2;1,1,1,0,1,1;2,2,1,0,0,2;3,1,1,0,0,2;3,1,0,0,0,3;2,3,1,0,0,3;1,2,1,0,1,0;1,2,0,0,0,1;0,2,1,0,2,0;1,3,1,0,1,0;2,2,1,0,1,1;2,2,0,0,0,2;1,4,1,0,1,0;2,2,1,0,0,2;1,2,2,0,2,3;2,3,2,0,1,3;3,2,2,0,1,3;3,2,1,0,0,3;2,4,2,0,1,4;1,2,1,0,2,2;2,3,1,0,1,3;3,2,1,0,1,3;3,2,0,0,0,4;2,4,1,0,1,4;1,3,2,0,2,1;2,2,2,0,2,2;2,2,1,0,1,2;1,4,2,0,2,1;3,3,2,0,2,4;3,3,1,0,0,3;2,0,2,0,2,0;4,2,1,0,0,0;3,4,2,0,1,3;3,4,1,0,1,3	
15625	166		25	625	5,5,5,5,5,5	clique_ge_9	2,3,16,17,22,32,47,48,52	1,0,0,0,0,0;0,1,0,0,0,0;1,1,1,0,0,0;1,1,0,0,0,1;0,1,1,0,1,0;1,2,1,0,0,0;2,1,1,0,0,1;2,1,0,0,0,2;1,3,1,0,0,0	1,1,0,0,0,0;2,1,1,0,0,0;2,1,0,0,0,1;1,1,1,0,1,0;2,2,1,0,0,0;3,1,1,0,0,1;3,1,0,0,0,2;2,3,1,0,0,0;1,2,1,0,0,1;1,2,0,0,0,2;0,2,1,0,1,0;1,3,1,0,0,1;2,2,1,0,0,3;2,2,0,0,0,4;1,4,1,0,0,1;2,2,1,0,1,2;1,2,2,0,2,1;2,3,2,0,2,3;3,2,2,0,1,4;3,2,1,0,1,4;2,4,2,0,3,4;1,2,1,0,1,1;2,3,1,0,0,2;3,2,1,0,0,4;3,2,0,0,0,0;2,4,1,0,0,2;1,3,2,0,3,4;2,2,2,0,2,0;2,2,1,0,2,4;1,4,2,0,4,0;3,3,2,0,1,1;3,3,1,0,1,1;2,0,2,0,3,0;4,2,1,0,1,0;3,4,2,0,3,0;3,4,1,0,0,3	1,1,0,0,0,1;2,1,1,0,0,1;2,1,0,0,0,2;1,1,1,0,1,1;2,2,1,0,0,2;3,1,1,0,0,2;3,1,0,0,0,3;2,3,1,0,0,3;1,2,1,0,1,0;1,2,0,0,0,1;0,2,1,0,2,0;1,3,1,0,1,0;2,2,1,0,1,1;2,2,0,0,0,2;1,4,1,0,1,0;2,2,1,0,0,2;1,2,2,0,2,3;2,3,2,0,1,3;3,2,2,0,1,3;3,2,1,0,0,3;2,4,2,0,1,4;1,2,1,0,2,2;2,3,1,0,1,3;3,2,1,0,1,3;3,2,0,0,0,4;2,4,1,0,1,4;1,3,2,0,2,1;2,2,2,0,2,2;2,2,1,0,1,2;1,4,2,0,2,1;3,3,2,0,2,4;3,3,1,0,0,3;2,0,2,0,2,0;4,2,1,0,0,0;3,4,2,0,1,3;3,4,1,0,1,3	
15625	167		25	625	5,5,5,5,5,5	clique_ge_9	2,3,16,17,22,32,47,48,52	1,0,0,0,0,0;0,1,0,0,0,0;1,1,1,0,0,0;1,1,0,0,0,1;0,1,1,1,0,0;1,2,1,0,0,0;2,1,1,0,0,1;2,1,0,0,0,2;1,3,1,0,0,0	1,1,0,0,0,0;2,1,1,0,0,0;2,1,0,0,0,1;1,1,1,1,0,0;2,2,1,0,0,0;3,1,1,0,0,1;3,1,0,0,0,2;2,3,1,0,0,0;1,2,1,0,0,1;1,2,0,0,0,2;0,2,1,1,0,0;1,3,1,0,0,1;2,2,1,0,0,3;2,2,0,0,0,4;1,4,1,0,0,1;2,2,1,1,0,2;1,2,2,2,0,1;2,3,2,2,0,3;3,2,2,1,0,4;3,2,1,1,0,4;2,4,2,3,0,4;1,2,1,1,0,1;2,3,1,0,0,2;3,2,1,0,0,4;3,2,0,0,0,0;2,4,1,0,0,2;1,3,2,3,0,4;2,2,2,2,0,0;2,2,1,2,0,4;1,4,2,4,0,0;3,3,2,1,0,1;3,3,1,1,0,1;2,0,2,3,0,0;4,2,1,1,0,0;3,4,2,3,0,0;3,4,1,0,0,3	1,1,0,0,0,1;2,1,1,0,0,1;2,1,0,0,0,2;1,1,1,1,0,1;2,2,1,0,0,2;3,1,1,0,0,2;3,1,0,0,0,3;2,3,1,0,0,3;1,2,1,1,0,0;1,2,0,0,0,1;0,2,1,2,0,0;1,3,1,1,0,0;2,2,1,1,0,1;2,2,0,0,0,2;1,4,1,1,0,0;2,2,1,0,0,2;1,2,2,2,0,3;2,3,2,1,0,3;3,2,2,1,0,3;3,2,1,0,0,3;2,4,2,1,0,4;1,2,1,2,0,2;2,3,1,1,0,3;3,2,1,1,0,3;3,2,0,0,0,4;2,4,1,1,0,4;1,3,2,2,0,1;2,2,2,2,0,2;2,2,1,1,0,2;1,4,2,2,0,1;3,3,2,2,0,4;3,3,1,0,0,3;2,0,2,2,0,0;4,2,1,0,0,0;3,4,2,1,0,3;3,4,1,1,0,3	
15625	168		25	625	5,5,5,5,5,5	clique_ge_9	2,3,16,17,22,32,47,48,52	1,0,0,0,0,0;0,1,0,0,0,0;1,1,1,0,0,0;1,1,0,0,0,1;0,1,1,0,1,0;1,2,1,0,0,0;2,1,1,0,0,1;2,1,0,0,0,2;1,3,1,0,0,0	1,1,0,0,0,0;2,1,1,0,0,0;2,1,0,0,0,1;1,1,1,0,1,0;2,2,1,0,0,0;3,1,1,0,0,1;3,1,0,0,0,2;2,3,1,0,0,0;1,2,1,0,0,1;1,2,0,0,0,2;0,2,1,0,1,0;1,3,1,0,0,1;2,2,1,0,0,3;2,2,0,0,0,4;1,4,1,0,0,1;2,2,1,0,1,2;1,2,2,0,2,1;2,3,2,0,2,3;3,2,2,0,1,4;3,2,1,0,1,4;2,4,2,0,3,4;1,2,1,0,1,1;2,3,1,0,0,2;3,2,1,0,0,4;3,2,0,0,0,0;2,4,1,0,0,2;1,3,2,0,3,4;2,2,2,0,2,0;2,2,1,0,2,4;1,4,2,0,4,0;3,3,2,0,1,1;3,3,1,0,1,1;2,0,2,0,3,4;4,2,1,0,1,0;3,4,2,0,3,0;3,4,1,0,0,3	1,1,0,0,0,1;2,1,1,0,0,1;2,1,0,0,0,2;1,1,1,0,1,1;2,2,1,0,0,2;3,1,1,0,0,2;3,1,0,0,0,3;2,3,1,0,0,3;1,2,1,0,1,0;1,2,0,0,0,1;0,2,1,0,2,0;1,3,1,0,1,0;2,2,1,0,1,1;2,2,0,0,0,2;1,4,1,0,1,0;2,2,1,0,0,2;1,2,2,0,2,3;2,3,2,0,1,3;3,2,2,0,1,3;3,2,1,0,0,3;2,4,2,0,1,4;1,2,1,0,2,2;2,3,1,0,1,3;3,2,1,0,1,3;3,2,0,0,0,4;2,4,1,0,1,4;1,3,2,0,2,1;2,2,2,0,2,2;2,2,1,0,1,2;1,4,2,0,2,1;3,3,2,0,2,4;3,3,1,0,0,3;2,0,2,0,2,4;4,2,1,0,0,0;3,4,2,0,1,3;3,4,1,0,1,3	
15625	169		25	625	5,5,5,5,5,5	clique_ge_9	2,3,16,17,22,32,47,48,52	1,0,0,0,0,0;0,1,0,0,0,0;1,1,1,0,0,0;1,1,0,0,0,1;0,1,1,0,1,0;1,2,1,0,0,0;2,1,1,0,0,1;2,1,0,0,0,2;1,3,1,0,0,0	1,1,0,0,0,0;2,1,1,0,0,0;2,1,0,0,0,1;1,1,1,0,1,0;2,2,1,0,0,0;3,1,1,0,0,1;3,1,0,0,0,2;2,3,1,0,0,0;1,2,1,0,0,1;1,2,0,0,0,2;0,2,1,0,1,0;1,3,1,0,0,1;2,2,1,0,0,3;2,2,0,0,0,4;1,4,1,0,0,1;2,2,1,0,1,2;1,2,2,0,2,1;2,3,2,0,2,3;3,2,2,0,1,4;3,2,1,0,1,4;2,4,2,0,3,4;1,2,1,0,1,1;2,3,1,0,0,2;3,2,1,0,0,4;3,2,0,0,0,0;2,4,1,0,0,2;1,3,2,0,3,4;2,2,2,0,2,0;2,2,1,0,2,4;1,4,2,0,4,0;3,3,2,0,1,1;3,3,1,0,1,1;2,0,2,0,3,3;4,2,1,0,1,0;3,4,2,0,3,0;3,4,1,0,0,3	1,1,0,0,0,1;2,1,1,0,0,1;2,1,0,0,0,2;1,1,1,0,1,1;2,2,1,0,0,2;3,1,1,0,0,2;3,1,0,0,0,3;2,3,1,0,0,3;1,2,1,0,1,0;1,2,0,0,0,1;0,2,1,0,2,0;1,3,1,0,1,0;2,2,1,0,1,1;2,2,0,0,0,2;1,4,1,0,1,0;2,2,1,0,0,2;1,2,2,0,2,3;2,3,2,0,1,3;3,2,2,0,1,3;3,2,1,0,0,3;2,4,2,0,1,4;1,2,1,0,2,2;2,3,1,0,1,3;3,2,1,0,1,3;3,2,0,0,0,4;2,4,1,0,1,4;1,3,2,0,2,1;2,2,2,0,2,2;2,2,1,0,1,2;1,4,2,0,2,1;3,3,2,0,2,4;3,3,1,0,0,3;2,0,2,0,2,3;4,2,1,0,0,0;3,4,2,0,1,3;3,4,1,0,1,3	
15625	170		25	625	5,5,5,5,5,5	clique_ge_9	2,3,16,17,22,32,47,48,52	1,0,0,0,0,0;0,1,0,0,0,0;1,1,1,0,0,0;1,1,0,0,0,1;0,1,1,1,0,0;1,2,1,0,0,0;2,1,1,0,0,1;2,1,0,0,0,2;1,3,1,0,0,0	1,1,0,0,0,0;2,1,1,0,0,0;2,1,0,0,0,1;1,1,1,1,0,0;2,2,1,0,0,0;3,1,1,0,0,1;3,1,0,0,0,2;2,3,1,0,0,0;1,2,1,0,0,1;1,2,0,0,0,2;0,2,1,1,0,0;1,3,1,0,0,1;2,2,1,0,0,3;2,2,0,0,0,4;1,4,1,0,0,1;2,2,1,1,0,2;1,2,2,2,0,1;2,3,2,2,0,3;3,2,2,1,0,4;3,2,1,1,0,4;2,4,2,3,0,4;1,2,1,1,0,1;2,3,1,0,0,2;3,2,1,0,0,4;3,2,0,0,0,0;2,4,1,0,0,2;1,3,2,3,0,4;2,2,2,2,0,0;2,2,1,2,0,4;1,4,2,4,0,0;3,3,2,1,0,1;3,3,1,1,0,1;2,0,2,3,1,0;4,2,1,1,0,0;3,4,2,3,0,0;3,4,1,0,0,3	1,1,0,0,0,1;2,1,1,0,0,1;2,1,0,0,0,2;1,1,1,1,0,1;2,2,1,0,0,2;3,1,1,0,0,2;3,1,0,0,0,3;2,3,1,0,0,3;1,2,1,1,0,0;1,2,0,0,0,1;0,2,1,2,0,0;1,3,1,1,0,0;2,2,1,1,0,1;2,2,0,0,0,2;1,4,1,1,0,0;2,2,1,0,0,2;1,2,2,2,0,3;2,3,2,1,0,3;3,2,2,1,0,3;3,2,1,0,0,3;2,4,2,1,0,4;1,2,1,2,0,2;2,3,1,1,0,3;3,2,1,1,0,3;3,2,0,0,0,4;2,4,1,1,0,4;1,3,2,2,0,1;2,2,2,2,0,2;2,2,1,1,0,2;1,4,2,2,0,1;3,3,2,2,0,4;3,3,1,0,0,3;2,0,2,2,1,0;4,2,1,0,0,0;3,4,2,1,0,3;3,4,1,1,0,3	
15625	171		25	625	5,5,5,5,5,5	clique_ge_9	2,3,16,17,22,32,47,48,52	1,0,0,0,0,0;0,1,0,0,0,0;1,1,1,0,0,0;1,1,0,0,0,1;0,1,1,0,1,0;1,2,1,0,0,0;2,1,1,0,0,1;2,1,0,0,0,2;1,3,1,0,0,0	1,1,0,0,0,0;2,1,1,0,0,0;2,1,0,0,0,1;1,1,1,0,1,0;2,2,1,0,0,0;3,1,1,0,0,1;3,1,0,0,0,2;2,3,1,0,0,0;1,2,1,0,0,1;1,2,0,0,0,2;0,2,1,0,1,0;1,3,1,0,0,1;2,2,1,0,0,3;2,2,0,0,0,4;1,4,1,0,0,1;2,2,1,0,1,2;1,2,2,0,2,1;2,3,2,0,2,3;3,2,2,0,1,4;3,2,1,0,1,4;2,4,2,0,3,4;1,2,1,0,1,1;2,3,1,0,0,2;3,2,1,0,0,4;3,2,0,0,0,0;2,4,1,0,0,2;1,3,2,0,3,4;2,2,2,0,2,0;2,2,1,0,2,4;1,4,2,0,4,0;3,3,2,0,1,1;3,3,1,0,1,1;2,0,2,0,3,0;4,2,1,0,1,0;3,4,2,0,3,0;3,4,1,0,0,3	1,1,0,0,0,1;2,1,1,0,0,1;2,1,0,0,0,2;1,1,1,0,1,1;2,2,1,0,0,2;3,1,1,0,0,2;3,1,0,0,0,3;2,3,1,0,0,3;1,2,1,0,1,0;1,2,0,0,0,1;0,2,1,0,2,0;1,3,1,0,1,0;2,2,1,0,1,1;2,2,0,0,0,2;1,4,1,0,1,0;2,2,1,0,0,2;1,2,2,0,2,3;2,3,2,0,1,3;3,2,2,0,1,3;3,2,1,0,0,3;2,4,2,0,1,4;1,2,1,0,2,2;2,3,1,0,1,3;3,2,1,0,1,3;3,2,0,0,0,4;2,4,1,0,1,4;1,3,2,0,2,1;2,2,2,0,2,2;2,2,1,0,1,2;1,4,2,0,2,1;3,3,2,0,2,4;3,3,1,0,0,3;2,0,2,0,2,0;4,2,1,0,0,0;3,4,2,0,1,3;3,4,1,0,1,3	
15625	172		25	625	5,5,5,5,5,5	clique_ge_9	2,3,16,17,22,32,47,48,52	1,0,0,0,0,0;0,1,0,0,0,0;1,1,1,0,0,0;1,1,0,0,0,1;0,1,1,1,0,0;1,2,1,0,0,0;2,1,1,0,0,1;2,1,0,0,0,2;1,3,1,0,0,0	1,1,0,0,0,0;2,1,1,0,0,0;2,1,0,0,0,1;1,1,1,1,0,0;2,2,1,0,0,0;3,1,1,0,0,1;3,1,0,0,0,2;2,3,1,0,0,0;1,2,1,0,0,1;1,2,0,0,0,2;0,2,1,1,0,0;1,3,1,0,0,1;2,2,1,0,0,3;2,2,0,0,0,4;1,4,1,0,0,1;2,2,1,1,0,2;1,2,2,2,0,1;2,3,2,2,0,3;3,2,2,1,0,4;3,2,1,1,0,4;2,4,2,3,0,4;1,2,1,1,0,1;2,3,1,0,0,2;3,2,1,0,0,4;3,2,0,0,0,0;2,4,1,0,0,2;1,3,2,3,0,4;2,2,2,2,0,0;2,2,1,2,0,4;1,4,2,4,0,0;3,3,2,1,0,1;3,3,1,1,0,1;2,0,2,3,0,0;4,2,1,1,0,0;3,4,2,3,0,0;3,4,1,0,0,3	1,1,0,0,0,1;2,1,1,0,0,1;2,1,0,0,0,2;1,1,1,1,0,1;2,2,1,0,0,2;3,1,1,0,0,2;3,1,0,0,0,3;2,3,1,0,0,3;1,2,1,1,0,0;1,2,0,0,0,1;0,2,1,2,0,0;1,3,1,1,0,0;2,2,1,1,0,1;2,2,0,0,0,2;1,4,1,1,0,0;2,2,1,0,0,2;1,2,2,2,0,3;2,3,2,1,0,3;3,2,2,1,0,3;3,2,1,0,0,3;2,4,2,1,0,4;1,2,1,2,0,2;2,3,1,1,0,3;3,2,1,1,0,3;3,2,0,0,0,4;2,4,1,1,0,4;1,3,2,2,0,1;2,2,2,2,0,2;2,2,1,1,0,2;1,4,2,2,0,1;3,3,2,2,0,4;3,3,1,0,0,3;2,0,2,2,0,0;4,2,1,0,0,0;3,4,2,1,0,3;3,4,1,1,0,3	
15625	173		25	625	5,5,5,5,5,5	clique_ge_9	2,3,16,17,22,32,47,48,52	1,0,0,0,0,0;0,1,0,0,0,0;1,1,1,0,0,0;1,1,0,0,0,1;0,1,1,1,0,0;1,2,1,0,0,0;2,1,1,0,0,1;2,1,0,0,0,2;1,3,1,0,0,0	1,1,0,0,0,0;2,1,1,0,0,0;2,1,0,0,0,1;1,1,1,1,0,0;2,2,1,0,0,0;3,1,1,0,0,1;3,1,0,0,0,2;2,3,1,0,0,0;1,2,1,0,0,1;1,2,0,0,0,2;0,2,1,1,0,0;1,3,1,0,0,1;2,2,1,0,0,3;2,2,0,0,0,4;1,4,1,0,0,1;2,2,1,1,0,2;1,2,2,2,0,1;2,3,2,2,0,3;3,2,2,1,0,4;3,2,1,1,0,4;2,4,2,3,0,4;1,2,1,1,0,1;2,3,1,0,0,2;3,2,1,0,0,4;3,2,0,0,0,0;2,4,1,0,0,2;1,3,2,3,0,4;2,2,2,2,0,0;2,2,1,2,0,4;1,4,2,4,0,0;3,3,2,1,0,1;3,3,1,1,0,1;2,0,2,3,0,4;4,2,1,1,0,0;3,4,2,3,0,0;3,4,1,0,0,3	1,1,0,0,0,1;2,1,1,0,0,1;2,1,0,0,0,2;1,1,1,1,0,1;2,2,1,0,0,2;3,1,1,0,0,2;3,1,0,0,0,3;2,3,1,0,0,3;1,2,1,1,0,0;1,2,0,0,0,1;0,2,1,2,0,0;1,3,1,1,0,0;2,2,1,1,0,1;2,2,0,0,0,2;1,4,1,1,0,0;2,2,1,0,0,2;1,2,2,2,0,3;2,3,2,1,0,3;3,2,2,1,0,3;3,2,1,0,0,3;2,4,2,1,0,4;1,2,1,2,0,2;2,3,1,1,0,3;3,2,1,1,0,3;3,2,0,0,0,4;2,4,1,1,0,4;1,3,2,2,0,1;2,2,2,2,0,2;2,2,1,1,0,2;1,4,2,2,0,1;3,3,2,2,0,4;3,3,1,0,0,3;2,0,2,2,0,4;4,2,1,0,0,0;3,4,2,1,0,3;3,4,1,1,0,3	
15625	174		25	625	5,5,5,5,5,5	clique_ge_9	2,3,16,17,22,32,47,48,52	1,0,0,0,0,0;0,1,0,0,0,0;1,1,1,0,0,0;1,1,0,0,0,1;0,1,1,1,0,0;1,2,1,0,0,0;2,1,1,0,0,1;2,1,0,0,0,2;1,3,1,0,0,0	1,1,0,0,0,0;2,1,1,0,0,0;2,1,0,0,0,1;1,1,1,1,0,0;2,2,1,0,0,0;3,1,1,0,0,1;3,1,0,0,0,2;2,3,1,0,0,0;1,2,1,0,0,1;1,2,0,0,0,2;0,2,1,1,0,0;1,3,1,0,0,1;2,2,1,0,0,3;2,2,0,0,0,4;1,4,1,0,0,1;2,2,1,1,0,2;1,2,2,2,0,1;2,3,2,2,0,3;3,2,2,1,0,4;3,2,1,1,0,4;2,4,2,3,0,4;1,2,1,1,0,1;2,3,1,0,0,2;3,2,1,0,0,4;3,2,0,0,0,0;2,4,1,0,0,2;1,3,2,3,0,4;2,2,2,2,0,0;2,2,1,2,0,4;1,4,2,4,0,0;3,3,2,1,0,1;3,3,1,1,0,1;2,0,2,3,0,3;4,2,1,1,0,0;3,4,2,3,0,0;3,4,1,0,0,3	1,1,0,0,0,1;2,1,1,0,0,1;2,1,0,0,0,2;1,1,1,1,0,1;2,2,1,0,0,2;3,1,1,0,0,2;3,1,0,0,0,3;2,3,1,0,0,3;1,2,1,1,0,0;1,2,0,0,0,1;0,2,1,2,0,0;1,3,1,1,0,0;2,2,1,1,0,1;2,2,0,0,0,2;1,4,1,1,0,0;2,2,1,0,0,2;1,2,2,2,0,3;2,3,2,1,0,3;3,2,2,1,0,3;3,2,1,0,0,3;2,4,2,1,0,4;1,2,1,2,0,2;2,3,1,1,0,3;3,2,1,1,0,3;3,2,0,0,0,4;2,4,1,1,0,4;1,3,2,2,0,1;2,2,2,2,0,2;2,2,1,1,0,2;1,4,2,2,0,1;3,3,2,2,0,4;3,3,1,0,0,3;2,0,2,2,0,3;4,2,1,0,0,0;3,4,2,1,0,3;3,4,1,1,0,3	
15625	175		25	625	5,5,5,5,5,5	clique_ge_9	2,3,16,17,22,32,47,48,52	1,0,0,0,0,0;0,1,0,0,0,0;1,1,1,0,0,0;1,1,0,0,0,1;0,1,1,1,0,0;1,2,1,0,0,0;2,1,1,0,0,1;2,1,0,0,0,2;1,3,1,0,0,0	1,1,0,0,0,0;2,1,1,0,0,0;2,1,0,0,0,1;1,1,1,1,0,0;2,2,1,0,0,0;3,1,1,0,0,1;3,1,0,0,0,2;2,3,1,0,0,0;1,2,1,0,0,1;1,2,0,0,0,2;0,2,1,1,0,0;1,3,1,0,0,1;2,2,1,0,0,3;2,2,0,0,0,4;1,4,1,0,0,1;2,2,1,1,0,2;1,2,2,2,0,1;2,3,2,2,0,3;3,2,2,1,0,4;3,2,1,1,0,4;2,4,2,3,0,4;1,2,1,1,0,1;2,3,1,0,0,2;3,2,1,0,0,4;3,2,0,0,0,0;2,4,1,0,0,2;1,3,2,3,0,4;2,2,2,2,0,0;2,2,1,2,0,4;1,4,2,4,0,0;3,3,2,1,0,1;3,3,1,1,0,1;2,0,2,3,1,0;4,2,1,1,0,0;3,4,2,3,0,0;3,4,1,0,0,3	1,1,0,0,0,1;2,1,1,0,0,1;2,1,0,0,0,2;1,1,1,1,0,1;2,2,1,0,0,2;3,1,1,0,0,2;3,1,0,0,0,3;2,3,1,0,0,3;1,2,1,1,0,0;1,2,0,0,0,1;0,2,1,2,0,0;1,3,1,1,0,0;2,2,1,1,0,1;2,2,0,0,0,2;1,4,1,1,0,0;2,2,1,0,0,2;1,2,2,2,0,3;2,3,2,1,0,3;3,2,2,1,0,3;3,2,1,0,0,3;2,4,2,1,0,4;1,2,1,2,0,2;2,3,1,1,0,3;3,2,1,1,0,3;3,2,0,0,0,4;2,4,1,1,0,4;1,3,2,2,0,1;2,2,2,2,0,2;2,2,1,1,0,2;1,4,2,2,0,1;3,3,2,2,0,4;3,3,1,0,0,3;2,0,2,2,1,0;4,2,1,0,0,0;3,4,2,1,0,3;3,4,1,1,0,3	
